soil_series,texture,slope,erosion,drainage,soil_region,corn_base,soybeans_base,wheat_base,oats_base,hay_base,prod_index
"DANA,BR-SUBST",SIL,2-8,S,MW,2,125,44,50,0,4.2,78
DARIEN,SIL,0-1,S,SWP,2,90,33,50,60,3.5,63
DARIEN,SIL,0-2,S,SWP,2,90,33,50,60,3.5,63
DARIEN,SIL,1-4,S,SWP,2,88,32,49,59,3.4,61
DARIEN,SIL,2-6,S,SWP,2,85,32,42,57,3.5,60
DARIEN,SIL,6-12,S,SWP,2,83,30,40,55,3.2,56
"DARIEN,BR-SUBST",SIL,0-2,S,SWP,2,90,33,45,60,3.5,62
"DARIEN,BR-SUBST",SIL,2-6,S,SWP,2,85,32,42,57,3.5,60
"DARIEN-HORNELL,C",SIL,2-6,S,SWP,2,84,31,40,61,3.1,57
DARIEN-PLATEA,SIL,6-12,S,SWP,2,83,30,39,60,3.2,57
DARIEN-PLATEA,SIL,6-12,M,SWP,3,80,28,38,54,3,54
DARROCH,L,0-2,S,SWP,2,126,48,52,82,5.4,88
DARROCH,SIL,0-2,S,SWP,2,126,48,52,82,5.4,88
"DARROCH,V,CO-SUBSL",FSL,0-2,S,SWP,2,122,47,50,79,5.2,85
DEFIANCE,SIL,0-2,S,SWP,2,103,31,43,72,3.7,66
DEFIANCE,SICL,0-2,S,SWP,2,100,30,42,70,3.6,64
"DEFIANCE,OF-PH",SICL,0-2,S,SWP,2,105,33,44,72,3.4,65
"DEFIANCE,FF-PH",SICL,0-2,S,SWP,11,100,30,0,0,3,58
DEFIANCE,SIC,0-2,S,SWP,2,97,29,40,68,3.5,62
"DEFIANCE,FF-PH",SIC,0-2,S,SWP,11,97,29,0,0,2.9,56
DEKALB,FSL,0-2,S,W,2,85,34,48,74,4,66
DEKALB,FSL,2-6,S,W,2,82,33,46,71,3.8,64
DEKALB,SL,2-6,S,W,2,82,33,46,71,3.8,64
DEKALB,SL,6-12,S,W,2,78,31,44,68,3.7,61
DEKALB,SL,12-18,S,W,3,71,29,40,63,3.4,56
DEKALB,SL,12-25,M,W,3,68,0,33,56,3,50
DEKALB,SL,18-25,S,W,3,65,0,25,54,2.6,45
DEKALB,CN-SL,6-15,S,W,3,72,16,32,0,2.5,44
"DEKALB,STONY",CN-SL,6-15,S,W,3,0,0,0,0,0,0
DEKALB,L,2-5,S,W,2,85,34,48,73,3.9,66
DEKALB,L,3-8,S,W,2,84,33,47,72,3.9,65
DEKALB,L,5-10,S,W,2,82,32,46,71,3.8,63
DEKALB,L,5-10,M,W,2,79,31,44,68,3.6,61
DEKALB,L,6-12,S,W,2,82,32,46,71,3.8,63
DEKALB,L,6-12,M,W,2,79,31,44,68,3.6,61
DEKALB,L,8-15,S,W,2,77,31,44,68,3.7,61
DEKALB,L,10-15,M,W,3,74,30,42,64,3.5,58
DEKALB,L,12-18,S,W,3,73,29,42,64,3.4,57
DEKALB,L,12-18,M,W,3,70,28,40,61,3.3,55
DEKALB,L,15-20,M,W,3,70,0,36,58,3.1,52
DEKALB,L,15-25,S,W,3,70,0,30,58,3,50
DEKALB,L,18-25,S,W,3,65,0,28,55,2.8,47
DEKALB,CN-L,2-6,S,W,2,82,33,46,71,3.8,64
DEKALB,CN-L,6-12,S,W,2,78,31,44,68,3.7,61
DEKALB,CN-L,6-15,S,W,3,75,16,32,0,2.5,45
DEKALB,CN-L,8-15,S,W,3,73,16,32,0,2.5,44
DEKALB,CN-L,12-18,S,W,3,70,0,40,63,3.4,56
DEKALB,CN-L,12-25,S,W,3,67,0,35,60,3,51
DEKALB,CN-L,15-25,S,W,3,66,0,28,55,2.8,47
DEKALB,CN-L,18-25,S,W,3,65,0,28,55,2.8,47
DEKALB,CNV-L,1-6,S,W,3,0,30,34,0,3,52
DEKALB,ST-L,5-20,S,W,3,70,0,30,58,3,50
DEKALB,STV-L,2-12,S,W,3,0,0,0,0,0,0
DEKALB,STV-L,12-25,S,W,3,0,0,0,0,0,0
"DEKALB-WESTMORELAND,C",,15-25,S,W,3,75,0,30,60,3,51
DELMAR,SIL,0-2,S,P,3,92,25,28,0,3.1,54
DEL REY,L,0-2,S,SWP,2,110,38,48,74,4.6,76
DEL REY,L,0-3,S,SWP,2,110,38,48,74,4.6,76
DEL REY,L,2-6,S,SWP,2,106,36,46,71,4.4,73
"DEL REY,S-SUBST",L,0-2,S,SWP,2,105,35,45,74,4.5,73
DEL REY,SIL,0-2,S,SWP,2,110,38,48,74,4.6,76
DEL REY,SIL,0-3,S,SWP,2,110,38,48,74,4.6,76
DEL REY,SIL,1-3,S,SWP,2,108,37,47,73,4.5,74
DEL REY,SIL,1-4,S,SWP,2,108,37,47,73,4.5,74
DEL REY,SIL,2-6,S,SWP,2,106,36,46,71,4.4,73
"DEL REY,T-SUBST",SIL,0-3,S,SWP,2,110,38,48,74,4.6,76
DEL REY,SICL,0-2,S,SWP,2,107,37,47,72,4.5,74
DEL REY,SICL,2-6,S,SWP,2,103,36,45,69,4.3,71
DEL REY-FULTON,SIL,1-6,S,SWP,2,95,33,38,68,4,66
"DEL REY,V",SIL,0-3,S,SWP,2,112,40,50,72,4.6,77
"DEL REY-BLOUNT,C",,0-3,S,SWP,2,112,39,49,75,4.6,77
DIGBY,FSL,0-2,S,SWP,2,111,41,43,80,4.5,76
DIGBY,FSL,2-6,S,SWP,2,107,39,41,77,4.3,72
DIGBY,SL,0-2,S,SWP,2,111,41,43,80,4.5,76
DIGBY,SL,0-3,S,SWP,2,111,41,43,80,4.5,76
DIGBY,SL,2-6,S,SWP,2,107,39,41,77,4.3,72
DIGBY,L,0-2,S,SWP,2,114,42,44,82,4.6,77
DIGBY,L,0-3,S,SWP,2,114,42,44,82,4.6,77
DIGBY,L,1-4,S,SWP,2,112,41,43,79,4.4,75
DIGBY,L,2-6,S,SWP,2,109,40,42,79,4.4,74
DIGBY,SIL,0-2,S,SWP,2,114,42,44,82,4.6,77
DIGBY,SIL,2-6,S,SWP,2,109,40,42,79,4.4,74
"DIGBY,V",L,0-2,S,SWP,2,85,30,45,75,4.4,68
"DIGBY,V",SIL,0-2,S,SWP,2,110,42,50,85,4.4,77
DIXBORO,FSL,0-2,S,SWP,2,100,35,45,60,4,67
DIXBORO,FSL,0-3,S,SWP,2,100,35,45,60,4,67
"DIXBORO-KIBBIE,C",,0-2,S,SWP,2,122,45,57,0,4.8,83
DOLES,SIL,0-2,S,SWP,2,95,35,45,70,3.5,64
DOLES,SIL,0-3,S,SWP,2,95,35,45,0,3.5,63
"DRUMMER,GR-SUBST",SICL,0-2,S,VP,2,140,49,56,72,5.2,89
DUBOIS,SIL,0-2,S,SWP,2,94,36,44,74,3.6,65
DUBOIS,SIL,2-6,S,SWP,2,90,35,42,71,3.6,63
DUNBRIDGE,LFS,1-4,S,W,2,81,28,34,62,3.3,56
DUNBRIDGE,LFS,2-6,S,W,3,80,28,34,61,3.3,56
DUNBRIDGE,LS,0-2,S,W,2,83,29,35,64,3.4,57
DUNBRIDGE,LS,2-6,S,W,3,80,28,34,61,3.3,56
DUNBRIDGE,FSL,2-6,S,W,2,82,29,35,63,3.4,57
DUNBRIDGE,SL,0-2,S,W,2,87,31,37,67,3.6,61
DUNBRIDGE,SL,0-4,S,W,2,85,30,36,66,3.5,59
DUNBRIDGE,SL,1-4,S,W,2,85,30,36,66,3.5,59
"DUNBRIDGE-SPINKS,OVER LM",LFS,0-2,S,W,3,80,25,34,65,3,53
"DUNBRIDGE-SPINKS,OVER LM",LFS,2-6,S,W,3,75,23,33,64,3,52
"DUNBRIDGE-SPINKS,OVER LM",ST-LFS,0-2,S,W,3,65,0,28,60,2.8,47
"DUNBRIDGE-SPINKS,C,DEEP TO LM",LFS,0-2,S,W,3,80,25,34,65,3,53
"DUNBRIDGE-SPINKS,C,DEEP TO LM",LFS,2-6,S,W,3,75,23,33,64,3,52
DUNCANNON,SIL,0-2,S,W,2,107,35,49,74,4.1,72
DUNCANNON,SIL,2-6,S,W,2,104,34,48,72,4,70
DUNCANNON,SIL,6-12,S,W,2,98,32,46,70,3.8,66
"DUNCANNON-LAKIN,C",,12-18,S,W,3,70,0,38,57,4,59
"DUNCANNON-LAKIN,C",,18-25,S,W,3,60,0,35,54,3.6,53
DUNHAM,SICL,0-2,S,P,2,140,49,56,71,5.2,89
"DUNHAM,OV-PH",SIL,0-2,S,P,2,136,48,54,70,5,86
EDEN,SICL,3-8,M,W,2,81,29,45,64,3.8,62
EDEN,SICL,8-15,M,W,2,75,27,40,60,3.6,57
EDEN,SICL,15-25,S,W,3,70,0,30,0,2.8,47
EDEN,SICL,15-25,M,W,3,65,0,20,0,2.5,41
EDEN,FL-SICL,12-18,M,W,3,60,20,25,0,3,45
EDEN,FL-SICL,18-25,M,W,3,0,0,0,0,2.5,42
"EDEN,C",,2-6,M,W,2,81,29,45,64,3.8,62
"EDEN,C",,6-12,M,W,2,78,26,42,64,3.8,60
"EDEN,C",,12-18,M,W,3,70,0,20,0,2.5,42
"EDEN,C",,18-25,M,W,3,0,0,0,0,2.5,42
EDENTON,L,6-12,M,W,2,86,33,40,61,4,63
EDENTON,L,12-18,M,W,3,78,30,36,55,3.6,57
EDENTON,L,18-25,M,W,3,0,0,0,0,3,50
EDENTON,SIL,2-6,S,W,2,93,36,43,66,4.3,69
EDENTON,SIL,2-6,M,W,2,89,35,41,63,4.1,66
EDENTON,SIL,6-12,M,W,2,86,32,40,60,4,63
EDENTON,SIL,12-18,M,W,3,78,30,36,56,3.6,57
EDENTON,CL,12-25,SE,W,3,0,0,0,0,2.8,47
EDENTON,SOILS,6-12,SE,W,2,70,23,36,56,3.6,55
EDENTON,SOILS,12-18,SE,W,3,0,0,0,0,3,50
EDENTON-FAIRMONT,SOILS,18-25,M,W,3,0,0,0,0,2.5,42
EDENTON-FAIRMONT,SOILS,18-25,SE,W,3,0,0,0,0,0,0
EDWARDS,MUCK,0-1,S,VP,10,122,38,0,0,0,81
EDWARDS,MUCK,0-2,S,VP,10,122,38,0,0,0,81
EEL,L,0-2,S,MW,2,105,40,46,74,4,71
"EEL,FF-PH",L,0-2,S,MW,11,100,37,0,0,3.5,64
EEL,SIL,0-2,S,MW,2,105,40,46,74,4,71
"EEL,FF-PH",SIL,0-2,S,MW,11,100,37,0,0,3.5,64
"EEL,OF-PH",SIL,0-2,S,MW,2,105,40,46,74,4,71
"EEL,OVER LM",SIL,0-2,S,MW,2,80,26,40,65,3.5,58
"EEL,GR-SUBST,OF-PH",SIL,0-1,S,MW,2,105,40,46,74,4,71
"EEL,GR-SUBST,OF-PH",SIL,0-2,S,MW,2,105,40,46,74,4,71
"EEL,V,OF-PH",SIL,0-2,S,MW,2,120,45,46,0,5,82
"EEL,MOD DEEP TO LM,FF-PH",SIL,0-2,S,MW,11,80,26,40,65,3.5,58
ELBA,SICL,3-8,S,W,2,100,30,49,73,4.1,69
ELBA,SICL,8-15,S,W,2,95,29,46,70,3.9,66
ELBA,SICL,8-15,M,W,2,91,28,44,67,3.7,63
ELBA,SICL,15-25,S,W,3,85,0,35,62,3,55
ELBA,SICL,15-25,M,W,3,80,0,32,58,2.8,51
"ELBA-BELPRE,C",,12-18,S,W,3,90,28,44,68,3.8,63
"ELBA-BELPRE,C",,18-25,M,W,3,0,0,0,0,3.2,53
ELBA-GUERNSEY,SICL,15-25,M,W,3,80,0,30,60,3.2,54
ELBA-UPSHUR,SICL,15-25,M,W,3,0,0,0,0,3,50
ELDEAN,L,0-2,S,W,2,108,36,50,70,4,71
ELDEAN,L,2-6,S,W,2,104,34,48,66,3.8,68
ELDEAN,L,2-6,M,W,2,100,33,46,64,3.7,66
ELDEAN,L,6-12,S,W,2,99,33,46,63,3.7,65
ELDEAN,L,6-12,M,W,2,95,32,44,61,3.6,63
ELDEAN,GR-CL,6-12,SE,W,3,57,19,25,48,2.9,44
ELDEAN,GR-CL,12-18,SE,W,3,51,17,23,43,2.6,39
ELDEAN,GR-L,0-2,S,W,2,106,33,46,70,4,69
ELDEAN,GR-L,2-6,S,W,2,103,32,43,70,3.9,67
ELDEAN,GR-L,2-6,M,W,2,100,32,40,70,3.8,66
ELDEAN,GR-L,6-12,M,W,2,92,31,42,59,3.4,60
ELDEAN,SIL,0-2,S,W,2,108,36,50,70,4,71
ELDEAN,SIL,0-3,S,W,2,108,36,50,70,4,71
ELDEAN,SIL,1-4,S,W,2,107,36,50,69,4,71
ELDEAN,SIL,2-6,S,W,2,104,34,48,66,3.8,68
ELDEAN,SIL,2-6,M,W,2,100,33,46,64,3.7,66
ELDEAN,SIL,6-12,M,W,2,95,32,44,61,3.6,63
ELDEAN,SIL,12-18,M,W,3,87,29,40,56,3.2,57
ELDEAN,CL,6-12,SE,W,3,60,20,26,50,3,45
ELDEAN-CASCO,GR-L,6-12,M,W,2,75,25,35,60,3.5,55
ELDEAN-CASCO,GR-L,12-18,M,W,3,0,0,0,0,2.5,42
"ELDEAN-CASCO,C",,6-12,M,W,3,75,25,35,60,3.5,55
"ELDEAN-CASCO,C",,6-15,M,W,3,70,0,34,60,3,51
"ELDEAN-CASCO,C",,6-18,SE,W,3,0,0,0,0,2.5,42
ELDEAN-KENDALLVILLE,L,0-2,S,W,2,110,35,42,77,4.3,72
ELDEAN-KENDALLVILLE,L,2-6,S,W,2,104,35,42,75,4.2,70
ELDEAN-KENDALLVILLE,L,6-12,M,W,2,90,28,40,67,3.9,63
"ELDEAN-MIAMIAN,C",,2-6,S,W,2,100,30,45,75,4.5,71
"ELDEAN-MIAMIAN,C",,2-6,M,W,2,96,29,43,72,4.3,68
"ELDEAN-MIAMIAN,C",,6-12,S,W,2,92,30,42,65,4.2,66
"ELDEAN-MIAMIAN,C",,6-12,M,W,2,90,28,38,65,4,63
"ELDEAN-MIAMIAN,C",,6-12,SE,W,3,60,20,26,50,3,45
"ELDEAN-MIAMIAN,C",,12-18,M,W,3,87,24,37,0,3.8,60
"ELDEAN-MIAMIAN,C",,12-18,SE,W,3,54,16,21,0,3,42
"ELDEAN-MORLEY,C",,2-6,M,W,2,96,35,41,66,4.2,68
"ELDEAN-MORLEY,C",,6-15,M,W,2,81,31,34,56,3.7,58
ELKINSVILLE,SIL,0-2,S,W,2,120,42,50,75,4.5,78
ELKINSVILLE,SIL,0-3,S,W,2,120,42,50,75,4.5,78
ELKINSVILLE,SIL,1-6,S,W,2,115,42,48,72,4,73
ELKINSVILLE,SIL,1-8,S,W,2,115,42,48,72,4,73
ELKINSVILLE,SIL,2-6,S,W,2,115,42,48,72,4,73
ELKINSVILLE,SIL,3-8,S,W,2,115,39,47,70,4,72
ELKINSVILLE,SIL,6-12,S,W,2,106,38,45,68,3.7,68
ELKINSVILLE,SIL,6-12,M,W,2,100,37,44,66,3.5,65
ELKINSVILLE,SIL,8-15,S,W,2,100,37,44,66,3.5,65
ELKINSVILLE,SIL,15-25,S,W,3,0,0,0,0,3,50
"ELKINSVILLE,RF-PH",SIL,0-2,S,W,2,120,42,48,72,4.5,78
ELLIOTT,SIL,0-2,S,SWP,2,112,40,50,76,4.8,79
ELLIOTT,SIL,0-3,S,SWP,2,111,39,49,74,4.7,77
ELLIOTT,SIL,0-4,S,SWP,2,110,39,49,74,4.7,77
ELLIOTT,SIL,1-4,S,SWP,2,110,39,49,74,4.7,77
ELLIOTT,SICL,0-2,S,SWP,2,109,39,48,74,4.7,77
ELLIOTT,SICL,0-3,S,SWP,2,109,39,48,74,4.7,77
"ELLIOTT,BR-SUBST",SIL,0-2,S,SWP,2,112,40,50,76,4.8,79
ELLSWORTH,SIL,0-2,S,MW,2,98,35,40,79,4,68
ELLSWORTH,SIL,2-6,S,MW,2,95,34,38,76,4,67
ELLSWORTH,SIL,2-6,M,MW,2,90,32,35,70,3.8,63
ELLSWORTH,SIL,6-12,S,MW,2,82,32,38,70,3.6,60
ELLSWORTH,SIL,6-12,M,MW,2,80,28,32,62,3.4,56
ELLSWORTH,SIL,12-18,S,MW,3,0,0,0,0,3,50
ELLSWORTH,SIL,12-18,M,MW,3,0,0,0,0,2.8,47
ELLSWORTH,SIL,12-25,M,MW,3,0,0,0,0,2.8,47
ELLSWORTH,SIL,18-25,S,MW,3,0,0,0,0,2.5,42
ELLSWORTH,SIL,18-25,M,MW,3,0,0,0,0,2.5,42
"ELLSWORTH,SS-SUBST",SIL,2-6,S,MW,2,85,34,38,75,4,65
"ELLSWORTH,SS-SUBST",SIL,6-12,S,MW,2,80,24,35,68,3.8,59
"ELLSWORTH,SS-SUBST",SIL,6-12,M,MW,3,78,26,34,66,3.2,55
"ELLSWORTH,SH-SUBST",SIL,6-12,S,MW,2,75,27,35,68,3.8,59
"ELLSWORTH,SH-SUBST",SIL,12-18,S,MW,3,0,0,0,0,3.3,55
ELNORA,LFS,0-4,S,MW,3,73,25,33,69,3,52
ELNORA,LFS,1-3,S,MW,3,73,25,33,69,3,52
ELNORA,LFS,1-5,S,MW,3,73,25,33,69,3,52
ELNORA,LFS,2-6,S,MW,3,71,25,33,66,3,52
"ELNORA,BR-SUBST",LFS,0-4,S,MW,3,73,25,33,69,3,52
"ENDOAQUENTS,LOAMY",,0-1,S,VP,11,0,0,0,0,0,0
ENOCH,L,0-8,S,W,3,0,0,0,0,1.5,25
ENOCH,L,8-25,S,W,3,0,0,0,0,1.5,25
"ENOCH,VERY STONY",SH-SICL,0-8,S,W,3,0,0,0,0,0,0
"ENOCH,VERY STONY",SH-SICL,15-25,S,W,3,0,0,0,0,0,0
ERNEST,SIL,5-10,S,MW,3,94,27,37,45,3.2,56
ERNEST,SIL,6-15,S,MW,3,92,26,36,43,3.1,55
ERNEST,SIL,8-15,S,MW,3,90,25,35,41,3,53
ERNEST,SIL,10-15,M,MW,3,90,25,30,40,3,52
ERNEST,SIL,15-20,M,MW,3,80,0,35,0,2.8,51
ERNEST,SIL,15-25,S,MW,3,80,0,32,0,2.5,48
EUCLID,SIL,0-2,S,SWP,2,110,45,45,75,4.5,76
"EUCLID,RF-PH",SIL,0-2,S,SWP,2,110,45,45,74,4.5,76
"EUCLID,OF-PH",SIL,0-2,S,SWP,2,110,45,45,75,4.5,76
FAIRMOUNT,SICL,12-25,M,W,3,0,0,0,0,3.2,53
FAIRMOUNT,FLV-SIC,18-25,M,W,3,0,0,0,0,2.5,42
FAIRMOUNT-EDEN,FL-SICL,12-25,M,W,3,0,0,0,0,2.8,47
FAIRPOINT,SIL,0-8,S,W,3,0,0,25,45,2.5,42
FAIRPOINT,SIL,3-15,S,W,3,0,0,25,45,2.5,42
FAIRPOINT,SIL,8-20,S,W,3,0,0,20,40,2,34
FAIRPOINT,SIL,8-25,S,W,3,0,0,20,40,2,34
FAIRPOINT,CNV-SIL,0-8,S,W,3,0,0,0,0,2,33
FAIRPOINT,CNV-SIL,8-25,S,W,3,0,0,0,0,1.5,25
FAIRPOINT,L,0-8,S,W,3,0,0,25,45,2.5,42
FAIRPOINT,L,8-25,S,W,3,0,0,20,40,2,34
FAIRPOINT,CL,0-8,S,W,3,0,0,25,45,2.5,42
FAIRPOINT,CL,8-20,S,W,3,0,0,20,40,2,34
FAIRPOINT,CN-CL,8-20,S,W,3,0,0,0,0,1.5,25
FAIRPOINT,CN-CL,8-25,S,W,3,0,0,0,0,1.5,25
FAIRPOINT,GR-CL,0-8,S,W,3,0,0,0,0,2,33
FAIRPOINT,GR-CL,8-25,S,W,3,0,0,0,0,1.5,25
FAIRPOINT,SHV-CL,3-15,S,W,3,0,0,0,0,1.7,28
FAIRPOINT,SICL,0-8,S,W,3,0,0,25,45,2.5,42
FAIRPOINT,SICL,1-15,S,W,3,0,0,25,45,2.5,42
FAIRPOINT,SICL,2-12,S,W,3,0,0,25,45,2.5,42
FAIRPOINT,SICL,8-25,S,W,3,0,0,20,40,2,34
FAIRPOINT,SICL,15-25,S,W,3,0,0,20,40,2,34
FAIRPOINT,CN-SICL,1-8,S,W,3,0,0,0,0,2,33
FAIRPOINT,CN-SICL,8-25,S,W,3,0,0,0,0,1.5,25
FARMERSTOWN,SIL,0-8,S,W,3,80,0,25,50,3,50
FARMERSTOWN,SIL,8-20,S,W,3,75,0,20,45,2,40
FARMERSTOWN,L,0-8,S,W,3,80,0,25,50,3,50
FARMERSTOWN,L,8-20,S,W,3,75,0,20,45,2,40
FAYWOOD,SIL,8-15,M,W,3,80,20,25,0,2.8,47
FAYWOOD,SIL,15-25,M,W,3,0,0,0,0,2.5,42
FAYWOOD,SICL,15-25,M,W,3,0,0,0,0,2.5,42
"FAYWOOD-LOWELL,C",SIL,8-15,M,W,2,88,25,35,0,3.7,59
FINCASTLE,SIL,0-2,S,SWP,2,120,42,52,76,4.3,78
FINCASTLE,SIL,0-4,S,SWP,2,116,41,51,75,4.3,76
FINCASTLE,SIL,2-4,S,SWP,2,115,41,51,75,4.3,76
FINCASTLE,SIL,2-6,S,SWP,2,114,40,50,74,4.3,75
FINCASTLE,SIL,2-6,M,SWP,2,110,39,48,71,4.1,72
"FINCASTLE,BR-SUBST",SIL,0-2,S,SWP,2,98,40,48,0,3.9,69
"FINCASTLE,BR-SUBST",SIL,2-6,S,SWP,2,94,38,46,0,3.7,66
FITCHVILLE,SIL,0-2,S,SWP,2,110,34,40,74,4,70
FITCHVILLE,SIL,0-3,S,SWP,2,110,34,40,74,4,70
FITCHVILLE,SIL,1-4,S,SWP,2,108,33,39,73,4,69
FITCHVILLE,SIL,2-5,S,SWP,2,107,33,39,72,4,68
FITCHVILLE,SIL,2-6,S,SWP,2,107,33,39,72,4,68
FITCHVILLE,SIL,3-8,S,SWP,2,103,32,38,70,3.8,66
FITCHVILLE,SIL,6-12,S,SWP,2,101,31,37,68,3.5,63
"FITCHVILLE,C-SUBST",SIL,0-3,S,SWP,2,110,34,40,74,4,70
"FITCHVILLE,C-SUBST",SIL,3-8,S,SWP,2,103,32,38,70,3.8,66
"FITCHVILLE,LOW TERRACE",SIL,0-2,S,SWP,2,110,45,45,75,4.5,76
"FITCHVILLE,T-SUBST",SIL,2-6,S,SWP,2,107,33,39,72,4,68
"FITCHVILLE-BENNINGTON,C",SIL,0-2,S,SWP,2,106,34,33,68,4,67
"FITCHVILLE,V,GRAV-SUBSL",SIL,0-2,S,SWP,2,107,36,33,70,4,68
"FITCHVILLE,V,GRAV-SUBSL",SIL,1-6,S,SWP,2,106,35,33,70,4,67
"FITCHVILLE,V,GRAV-SUBSL",SIL,2-6,S,SWP,2,105,35,33,70,4,67
"FLATROCK,OF-PH",SIL,0-2,S,MW,2,115,42,45,74,4.8,78
"FLATROCK,FF-PH",SIL,0-2,S,MW,11,105,39,40,70,4.3,71
"FLATROCK,LM-SUBST,OF-PH",SIL,0-2,S,MW,2,115,42,45,74,4.8,78
"FLATROCK,OF-PH",L,0-2,S,MW,2,115,42,45,74,4.8,78
"FLUVAQUENTS,SILTY,FF-PH",,0-1,S,VP,11,0,0,0,0,0,0
FOX,SL,0-2,S,W,2,92,31,43,68,3.9,65
FOX,SL,2-6,S,W,2,88,30,41,65,3.8,63
FOX,GR-L,0-2,S,W,2,92,31,43,68,3.9,65
FOX,GR-L,2-6,S,W,2,88,30,41,65,3.8,63
FOX,GR-L,2-6,M,W,2,84,29,39,63,3.7,60
FOX,GR-L,6-12,S,W,2,84,29,39,63,3.6,60
FOX,GR-L,6-12,M,W,2,81,28,37,61,3.5,58
FOX,GR-L,12-25,S,W,3,73,0,35,55,3.3,54
FOX,GR-L,12-18,M,W,3,74,25,35,55,3.3,53
FOX,GR-L,18-25,M,W,3,50,0,0,0,3,44
FOX,L,0-2,S,W,2,95,32,46,75,4.5,71
FOX,L,2-6,S,W,2,95,30,42,75,4.3,68
FOX,L,2-6,M,W,2,87,30,40,64,3.7,61
FOX,L,6-12,S,W,2,87,29,40,63,3.7,61
FOX,L,6-12,M,W,2,84,28,38,61,3.6,59
FOX,L,12-18,M,W,3,77,26,35,57,3.2,54
FOX,L,12-20,M,W,3,76,26,35,56,3.2,53
FOX,SIL,0-2,S,W,2,95,32,46,75,4.5,71
FOX,SIL,2-6,S,W,2,95,30,42,75,4.3,68
FOX,SIL,2-6,M,W,2,87,30,40,64,3.7,61
FOX,SIL,6-12,M,W,2,84,28,38,61,3.6,59
FOX,SIL,12-18,M,W,3,77,26,35,57,3.2,54
"FOX,T-SUBST",SIL,0-2,S,W,2,95,32,46,75,4.5,71
"FOX,T-SUBST",SIL,2-6,S,W,2,95,30,42,75,4.3,68
"FOX,T-SUBST",SIL,2-6,M,W,2,87,30,40,64,3.7,61
FOX,CL,6-12,M,W,3,80,27,36,59,3.4,56
FOX,CL,6-12,SE,W,3,60,21,22,55,3,45
FOX,CL,12-18,SE,W,3,58,20,22,50,3,44
FOX,SICL,6-12,SE,W,3,60,21,22,55,3,45
FOX,SOILS,6-12,SE,W,3,60,21,22,55,3,45
FOX,SOILS,12-18,SE,W,3,0,0,0,0,2.5,42
FOX-CASCO,SOILS,6-12,SE,W,3,0,0,30,50,2.5,44
FOX-CASCO,SOILS,12-18,M,W,3,70,25,30,50,3,49
"FOX-CASCO,C",,12-18,M,W,3,70,25,30,50,3,49
FOX-CASCO-RODMAN,SOILS,12-25,M,W,3,42,0,0,0,2.5,37
FOX-CASCO-RODMAN,SOILS,12-25,SE,W,3,0,0,0,0,0,0
"FOX-LYBRAND,C",,6-12,M,W,2,81,29,36,61,3.7,59
FOX-MIAMI,SIL,6-12,M,W,2,80,27,33,63,4,60
FOX-MIAMIAN,SIL,6-12,M,W,2,80,27,33,63,4,60
"FRANKSTOWN,V-MERTZ,C,VERY STONY",,2-6,S,W,3,0,0,0,0,0,0
"FRANKSTOWN,V-MERTZ,C",,3-8,S,W,2,100,33,40,62,3.5,63
FREDERICKTOWN,GR-L,6-15,M,W,3,83,29,36,59,3.1,55
FREDERICKTOWN,GR-L,15-25,M,W,3,0,0,0,0,2.4,40
FREDERICKTOWN,SIL,2-6,S,W,2,96,32,42,68,3.6,64
FRENCHTOWN,SIL,0-2,S,P,2,92,34,36,70,3,58
"FRENCHTOWN,SS-SUBST",SIL,0-2,S,P,3,80,30,30,70,3,54
FRIES,SIL,0-2,S,VP,2,95,35,40,75,3.8,66
FRIES,SICL,0-1,S,VP,2,95,35,40,75,3.8,66
FRIES,SICL,0-2,S,VP,2,95,35,40,75,3.8,66
FULTON,FSL,0-2,S,SWP,2,92,34,38,73,3.8,64
FULTON,L,0-2,S,SWP,2,95,35,40,75,4,67
FULTON,L,0-3,S,SWP,2,95,35,40,75,4,67
FULTON,L,2-6,S,SWP,2,91,33,38,72,3.8,64
FULTON,SIL,0-2,S,SWP,2,95,35,40,75,4,67
FULTON,SIL,0-4,S,SWP,2,95,35,40,75,4,67
FULTON,SIL,2-6,S,SWP,2,91,33,38,72,3.8,64
FULTON,SIL,2-6,M,SWP,2,88,31,36,70,3.6,61
FULTON,SICL,0-2,S,SWP,2,92,34,38,73,3.8,64
FULTON,SICL,0-3,S,SWP,2,92,34,38,73,3.8,64
FULTON,SICL,2-6,S,SWP,2,88,31,36,70,3.6,61
FULTON,SICL,2-6,M,SWP,2,85,29,34,65,3.4,58
"FULTON,S-SUBST",SIL,0-2,S,SWP,2,95,36,40,73,4,67
"FULTON,T-SUBST",SIL,0-2,S,SWP,2,95,35,40,75,4,67
"FULTON,GRAV-SUBST",SICL,0-2,S,SWP,2,92,34,38,73,3.8,64
"FULTON,L-SUBST",SICL,0-2,S,SWP,2,92,34,38,73,3.8,64
"FULTON,L-SUBST",SICL,2-6,S,SWP,2,88,31,36,70,3.6,61
"FULTON,T-SUBST",SICL,0-2,S,SWP,2,92,34,38,73,3.8,64
"FULTON,T-SUBST",SICL,2-6,S,SWP,2,88,31,36,70,3.6,61
"FULTON,V,S-SUBSL",L,0-2,S,SWP,2,98,37,43,74,4.4,71
GALEN,LFS,0-2,S,MW,2,102,38,46,78,4,70
