county,real_property_value,public_utility_property_value,tangible_property_value,total_property_value,real_property_tax,public_utility_property_tax,tangible_property_tax,total_property_tax,special_assessments,year
muskingum,1008289000,99203000,139878000,1247370000,40343000,6162000,8789000,55293000,375000,2000
noble,114857000,38817000,14239000,167913000,4449000,1861000,678000,6988000,5000,2000
ottawa,1041904000,328255000,133202000,1503360000,37456000,17407000,8073000,62936000,2538000,2000
paulding,210345000,26874000,28451000,265670000,9724000,1490000,1663000,12877000,443000,2000
perry,273475000,48168000,21639000,343281000,12213000,2944000,1319000,16476000,174000,2000
pickaway,647158000,83352000,113836000,844346000,26418000,4624000,6413000,37454000,317000,2000
pike,198738000,40894000,122222000,361854000,8835000,2281000,6503000,17619000,0,2000
portage,2230047000,117478000,244440000,2591965000,104672000,10156000,21234000,136062000,1370000,2000
preble,539291000,45678000,74322000,659291000,20371000,2355000,3893000,26619000,424000,2000
putnam,433812000,35403000,65774000,534989000,16342000,1704000,2882000,20928000,351000,2000
richland,1519985000,121726000,307917000,1949629000,76253000,9048000,22884000,108185000,1770000,2000
ross,693946000,69858000,168395000,932198000,26421000,3785000,9066000,39272000,218000,2000
sandusky,788934000,67235000,155788000,1011957000,30224000,3730000,8267000,42220000,292000,2000
scioto,541634000,83949000,76805000,702388000,23486000,4724000,4267000,32477000,302000,2000
seneca,675774000,64156000,121022000,860952000,26084000,3767000,7350000,37201000,358000,2000
shelby,650432000,54057000,261188000,965677000,26702000,2908000,14167000,43777000,829000,2000
stark,5236704000,339874000,854644000,6431222000,235171000,24076000,59983000,319230000,1186000,2000
summit,8842250000,411626000,1193800000,10447676000,467905000,32918000,92678000,593500000,18479000,2000
trumbull,2577092000,206755000,488641000,3272487000,123956000,14109000,32510000,170574000,1422000,2000
tuscarawas,1096244000,95620000,209536000,1401400000,45886000,5841000,13033000,64759000,113000,2000
union,651449000,67930000,194446000,913825000,33340000,4348000,12668000,50357000,178000,2000
van wert,347759000,23895000,52569000,424223000,15713000,1512000,3359000,20583000,804000,2000
vinton,98721000,24645000,13687000,137053000,3899000,1018000,565000,5482000,0,2000
warren,3173110000,187828000,411296000,3772234000,126155000,13122000,29491000,168768000,3750000,2000
washington,642827000,137639000,233451000,1013917000,25986000,7123000,12095000,45204000,69000,2000
wayne,1404922000,97066000,267321000,1769309000,68110000,6701000,19965000,94776000,326000,2000
williams,513015000,42868000,121965000,677849000,19538000,2727000,8028000,30293000,560000,2000
wood,1927919000,130427000,320639000,2378986000,90789000,9571000,23720000,124079000,4168000,2000
wyandot,256287000,18026000,57047000,331360000,8955000,926000,2985000,12867000,65000,2000
adams,272001000,131908000,21703000,425612000,10837000,5789000,1081000,17706000,15000,2001
allen,1218470000,84300000,383554000,1686324000,53073000,4522000,20214000,77810000,2860000,2001
ashland,624376000,59822000,98908000,783107000,26253000,3852000,6540000,36645000,35000,2001
ashtabula,1150982000,118378000,199458000,1468818000,60465000,8720000,14699000,83883000,2120000,2001
athens,514100000,63916000,33712000,611728000,28680000,4787000,2733000,36200000,310000,2001
auglaize,616090000,28534000,140591000,785214000,25411000,1559000,8197000,35167000,686000,2001
belmont,709742000,71685000,95372000,876799000,30308000,4208000,5702000,40219000,24000,2001
brown,441126000,26792000,22562000,490480000,16712000,1346000,1082000,19140000,449000,2001
butler,5144613000,237778000,694221000,6076612000,254584000,15877000,45149000,315610000,6402000,2001
carroll,379404000,38461000,30945000,448810000,14089000,1921000,1751000,17761000,25000,2001
champaign,540593000,29173000,82064000,651829000,22601000,1834000,5717000,30152000,54000,2001
clark,1798490000,88330000,224187000,2111007000,81399000,6148000,15158000,102704000,488000,2001
clermont,2750063000,262596000,186029000,3198689000,136246000,16989000,14598000,167832000,2005000,2001
clinton,569917000,35754000,119478000,725149000,25331000,1917000,6523000,33771000,308000,2001
columbiana,1189212000,77449000,134555000,1401215000,51328000,4544000,8174000,64045000,215000,2001
coshocton,409269000,92647000,75004000,576921000,16475000,4457000,4064000,24996000,38000,2001
crawford,499688000,29129000,103174000,631991000,22738000,2071000,7420000,32229000,142000,2001
cuyahoga,24689596000,977713000,2657788000,28325096000,1575061000,95329000,244092000,1914483000,33079000,2001
darke,727238000,53412000,89450000,870100000,26458000,2616000,4666000,33740000,263000,2001
defiance,484510000,56471000,94958000,635938000,20330000,3310000,5534000,29174000,575000,2001
delaware,3212546000,99894000,266830000,3579270000,154905000,6685000,17928000,179518000,7057000,2001
erie,1390275000,76097000,195050000,1661422000,66609000,6060000,15806000,88474000,1475000,2001
fairfield,2189802000,91473000,134891000,2416167000,87958000,6347000,10009000,104314000,529000,2001
fayette,384187000,38294000,58404000,480885000,15195000,1909000,3162000,20266000,405000,2001
franklin,18750228000,783268000,2588324000,22121819000,1130451000,70128000,228597000,1429176000,23086000,2001
fulton,593980000,44537000,125908000,764425000,29263000,3134000,8762000,41159000,858000,2001
gallia,309147000,133542000,37566000,480255000,9802000,4560000,1523000,15886000,0,2001
geauga,2132264000,77334000,155425000,2365023000,112285000,7133000,14265000,133682000,1609000,2001
greene,2414815000,104311000,168024000,2687149000,127135000,7660000,12389000,147184000,2018000,2001
guernsey,352031000,40633000,85572000,478236000,17760000,2427000,5026000,25213000,154000,2001
hamilton,14489393000,718507000,1959119000,17167020000,870070000,62996000,164421000,1097486000,30907000,2001
hancock,1138167000,57579000,262681000,1458427000,44046000,3048000,14591000,61685000,976000,2001
hardin,323260000,24606000,54617000,402482000,13777000,1402000,3025000,18204000,882000,2001
harrison,149738000,19371000,16728000,185838000,6229000,1142000,984000,8355000,31000,2001
henry,384246000,29877000,80957000,495080000,18475000,1927000,5313000,25715000,689000,2001
highland,453320000,23426000,53632000,530378000,17376000,1101000,2532000,21009000,542000,2001
hocking,335992000,46731000,29913000,412636000,15540000,2864000,1823000,20227000,29000,2001
holmes,508147000,26124000,87191000,621461000,22859000,1482000,4675000,29016000,0,2001
huron,757313000,40799000,130210000,928321000,29213000,2405000,7903000,39521000,242000,2001
jackson,288367000,35022000,46123000,369512000,12424000,1603000,2243000,16271000,5000,2001
jefferson,709958000,203468000,101441000,1014866000,28694000,10380000,5737000,44811000,213000,2001
knox,707696000,38254000,105179000,851129000,32697000,2364000,6316000,41377000,696000,2001
lake,4492967000,354137000,533593000,5380697000,224562000,28162000,44282000,297007000,5981000,2001
lawrence,522495000,54627000,44902000,622024000,16899000,1986000,1573000,20458000,58000,2001
licking,2328655000,123428000,241142000,2693226000,102249000,7263000,13939000,123452000,2226000,2001
logan,705673000,38463000,142405000,886541000,30212000,2389000,8690000,41291000,631000,2001
lorain,4447629000,270914000,569516000,5288059000,225698000,21705000,45020000,292423000,2705000,2001
lucas,6473141000,313618000,886883000,7673642000,372017000,27323000,77684000,477024000,26041000,2001
madison,517574000,39367000,66423000,623363000,24678000,2341000,4098000,31117000,472000,2001
mahoning,3157921000,179964000,321608000,3659493000,167292000,13586000,24933000,205812000,2577000,2001
marion,802478000,59514000,130301000,992293000,36559000,3962000,8669000,49190000,798000,2001
medina,3249690000,108653000,278995000,3637338000,152454000,9353000,24340000,186147000,2008000,2001
meigs,195335000,32466000,32388000,260189000,7781000,1562000,1529000,10872000,8000,2001
mercer,598658000,24905000,60044000,683607000,24892000,1246000,2982000,29121000,384000,2001
miami,1608919000,64244000,305156000,1978319000,65301000,4189000,19994000,89483000,890000,2001
monroe,150723000,42114000,61890000,254727000,5202000,2068000,3032000,10303000,8000,2001
montgomery,7568805000,361301000,1089558000,9019664000,458722000,31071000,92244000,582037000,20866000,2001
morgan,148281000,52304000,22609000,223194000,5218000,2697000,1105000,9020000,1000,2001
morrow,401635000,33005000,23435000,458074000,17077000,1905000,1516000,20498000,151000,2001
muskingum,1027551000,71616000,139502000,1238669000,41740000,4516000,8845000,55101000,272000,2001
noble,116502000,32587000,17210000,166299000,4495000,1562000,817000,6874000,2000,2001
ottawa,1060022000,101362000,90022000,1251406000,39233000,5881000,5923000,51037000,2588000,2001
paulding,227031000,23073000,26501000,276605000,10371000,1271000,1530000,13172000,470000,2001
perry,282049000,37788000,22585000,342421000,12881000,2313000,1377000,16572000,189000,2001
pickaway,663695000,64458000,108509000,836662000,27328000,3601000,6129000,37058000,290000,2001
pike,199567000,30125000,145832000,375525000,8850000,1704000,7589000,18143000,0,2001
portage,2328412000,106700000,251422000,2686534000,109299000,9234000,21696000,140228000,1421000,2001
preble,549904000,39347000,77134000,666385000,22621000,2094000,4265000,28980000,1175000,2001
putnam,442997000,27649000,59097000,529743000,17025000,1350000,2651000,21026000,355000,2001
richland,1548027000,105021000,285964000,1939011000,77709000,7797000,21179000,106685000,1694000,2001
ross,788916000,61642000,158359000,1008917000,28689000,3316000,8482000,40487000,216000,2001
sandusky,810957000,48619000,155478000,1015055000,32868000,2797000,8524000,44189000,343000,2001
scioto,617187000,69128000,82950000,769265000,27140000,3990000,4699000,35829000,396000,2001
seneca,685786000,58410000,96925000,841121000,27665000,3495000,6038000,37198000,373000,2001
shelby,691335000,42323000,264599000,998257000,28169000,2270000,14397000,44835000,863000,2001
stark,5324460000,257611000,808548000,6390619000,247277000,18349000,56894000,322520000,1528000,2001
summit,9114006000,319436000,1137243000,10570684000,511625000,26765000,92890000,631280000,17320000,2001
trumbull,2623314000,156595000,450889000,3230797000,129056000,10886000,30489000,170432000,1498000,2001
tuscarawas,1211289000,69243000,204207000,1484739000,49341000,4226000,12749000,66316000,114000,2001
union,765207000,49373000,197682000,1012262000,38345000,3212000,13237000,54795000,186000,2001
van wert,353119000,18566000,49430000,421114000,16000000,1178000,3153000,20331000,981000,2001
vinton,100235000,22425000,12644000,135305000,3959000,929000,524000,5412000,0,2001
warren,3404722000,132559000,425174000,3962455000,148450000,9673000,32193000,190315000,3697000,2001
washington,721433000,84262000,222226000,1027921000,28209000,4462000,11681000,44352000,62000,2001
wayne,1444292000,70458000,259315000,1774065000,70421000,4857000,19368000,94646000,465000,2001
williams,526777000,29372000,120778000,676926000,20582000,1862000,7944000,30388000,1186000,2001
wood,1969274000,102377000,315760000,2387411000,95867000,7596000,23785000,127248000,4403000,2001
wyandot,302289000,14857000,67684000,384830000,10213000,764000,3543000,14520000,71000,2001
adams,306231000,142614000,20681000,469526000,12084000,6180000,1022000,19286000,17000,2002
allen,1237060000,86001000,367450000,1690511000,55204000,4661000,19731000,79597000,3069000,2002
ashland,731016000,63869000,88663000,883548000,28281000,4109000,5864000,38254000,37000,2002
ashtabula,1381235000,116678000,193447000,1691360000,69143000,8801000,14533000,92477000,2093000,2002
athens,619133000,70360000,33111000,722604000,32552000,5259000,2750000,40561000,305000,2002
auglaize,657182000,28877000,130840000,816899000,26207000,1565000,7548000,35321000,733000,2002
belmont,716798000,70773000,99807000,887378000,30712000,4171000,5935000,40818000,24000,2002
brown,456303000,26704000,20081000,503089000,17239000,1317000,957000,19512000,451000,2002
butler,6043237000,257812000,708698000,7009747000,280038000,16844000,45576000,342458000,12230000,2002
carroll,385596000,38651000,31363000,455610000,14438000,1972000,1797000,18207000,24000,2002
champaign,548034000,31240000,78950000,658224000,22923000,1959000,5156000,30037000,73000,2002
clark,1820258000,83281000,198618000,2102158000,89100000,5804000,13638000,108542000,322000,2002
clermont,3136914000,276540000,180684000,3594137000,148439000,17757000,14375000,180571000,2051000,2002
clinton,611614000,37454000,114247000,763315000,26979000,1986000,6197000,35162000,307000,2002
columbiana,1201380000,78298000,119182000,1398860000,51683000,4574000,7168000,63425000,226000,2002
coshocton,416691000,93102000,73140000,582932000,16808000,4484000,3985000,25278000,44000,2002
crawford,507831000,29272000,98622000,635725000,22959000,2082000,7106000,32147000,125000,2002
cuyahoga,24739780000,943936000,2365758000,28049474000,1648717000,93995000,220437000,1963150000,35963000,2002
darke,758594000,54165000,81253000,894012000,28445000,2665000,4242000,35352000,320000,2002
defiance,521068000,56916000,92448000,670432000,22846000,3405000,5559000,31810000,805000,2002
delaware,3854030000,133679000,231661000,4219370000,177774000,9099000,15973000,202846000,8840000,2002
erie,1415153000,75108000,182317000,1672578000,67595000,5970000,14757000,88322000,1657000,2002
fairfield,2255291000,86086000,135548000,2476925000,93757000,6023000,10212000,109992000,1051000,2002
fayette,401513000,38785000,56851000,497149000,17531000,2115000,3220000,22866000,826000,2002
franklin,21248902000,801985000,2219202000,24270090000,1218927000,73283000,197197000,1489407000,26672000,2002
fulton,680253000,43489000,120122000,843863000,32595000,3073000,8359000,44027000,1013000,2002
gallia,335976000,136099000,41023000,513098000,10513000,4597000,1622000,16732000,134000,2002
geauga,2379966000,72690000,151756000,2604412000,121583000,6711000,13917000,142210000,1629000,2002
greene,2783679000,111500000,166192000,3061371000,137411000,8086000,12080000,157578000,1861000,2002
guernsey,362724000,40968000,90466000,494158000,18260000,2441000,5289000,25990000,150000,2002
hamilton,16088698000,752760000,1712460000,18553918000,922379000,66051000,144479000,1132909000,35479000,2002
hancock,1168162000,58015000,238348000,1464525000,46365000,3135000,13428000,62929000,939000,2002
hardin,342369000,24225000,51312000,417907000,13179000,1285000,2612000,17076000,913000,2002
harrison,169132000,19660000,18090000,206882000,6860000,1172000,1099000,9131000,31000,2002
henry,406229000,30189000,77932000,514350000,20390000,2026000,5314000,27730000,631000,2002
highland,461777000,27705000,67541000,557023000,17626000,1296000,3276000,22198000,543000,2002
hocking,347564000,49377000,27565000,424506000,16231000,3038000,1677000,20946000,32000,2002
holmes,527158000,26315000,83932000,637405000,23470000,1488000,4442000,29400000,8000,2002
huron,770423000,42563000,131221000,944207000,30414000,2501000,7939000,40854000,276000,2002
jackson,307011000,38421000,54384000,399816000,12971000,1706000,2565000,17241000,5000,2002
jefferson,716135000,207384000,118802000,1042320000,29437000,10764000,6920000,47121000,217000,2002
knox,810136000,38990000,98706000,947832000,37353000,2462000,5926000,45740000,528000,2002
lake,4588283000,415530000,489705000,5493518000,231646000,33206000,40892000,305743000,6103000,2002
lawrence,532182000,56210000,42994000,631386000,17181000,2039000,1503000,20723000,60000,2002
licking,2695988000,132956000,240408000,3069352000,116748000,7801000,14051000,138600000,1744000,2002
logan,724864000,40391000,134612000,899867000,31039000,2501000,8217000,41757000,708000,2002
lorain,4615396000,310618000,493410000,5419425000,232313000,24888000,38624000,295824000,2691000,2002
lucas,6581218000,328588000,837874000,7747679000,399650000,29724000,75320000,504694000,24846000,2002
madison,581465000,41950000,67208000,690623000,26572000,2514000,4030000,33115000,608000,2002
mahoning,3207540000,186690000,324779000,3719009000,172250000,14159000,25061000,211470000,1632000,2002
marion,805461000,61024000,131543000,998028000,36825000,4064000,8790000,49678000,963000,2002
medina,3367373000,110728000,266260000,3744361000,159066000,9537000,23160000,191764000,2190000,2002
meigs,198680000,36816000,18313000,253809000,7955000,1754000,850000,10559000,1000,2002
mercer,608922000,26462000,62093000,697477000,26621000,1392000,3211000,31224000,398000,2002
miami,1635372000,65847000,293447000,1994667000,67754000,4330000,19426000,91510000,941000,2002
monroe,152660000,40197000,53531000,246388000,5296000,1985000,2624000,9905000,19000,2002
montgomery,8550482000,383051000,959865000,9893398000,508741000,34294000,84475000,627510000,19853000,2002
morgan,151152000,51047000,20409000,222608000,5458000,2671000,1011000,9140000,3000,2002
morrow,443206000,33909000,21132000,498247000,18454000,1865000,1314000,21633000,155000,2002
muskingum,1048961000,78087000,133074000,1260122000,45648000,5075000,8870000,59593000,582000,2002
noble,136199000,32256000,16679000,185135000,4919000,1557000,798000,7273000,5000,2002
ottawa,1081822000,152731000,80837000,1315391000,39650000,8455000,5383000,53488000,2593000,2002
paulding,232722000,22345000,24598000,279665000,11002000,1244000,1442000,13687000,446000,2002
perry,319592000,35492000,23344000,378429000,14407000,2174000,1420000,18002000,62000,2002
pickaway,715420000,65248000,106725000,887394000,29124000,3450000,6021000,38594000,160000,2002
pike,220701000,32557000,44669000,297927000,9517000,1817000,2767000,14101000,0,2002
portage,2400292000,108030000,240285000,2748607000,118302000,9457000,20828000,148586000,1548000,2002
preble,603906000,39905000,73311000,717122000,24666000,2119000,4049000,30834000,1364000,2002
putnam,462141000,28368000,62930000,553439000,18680000,1425000,3149000,23254000,387000,2002
richland,1671184000,99865000,293330000,2064379000,81296000,7405000,21675000,110376000,1707000,2002
ross,800125000,68834000,169995000,1038955000,29934000,3693000,9113000,42740000,233000,2002
sandusky,817771000,49586000,158183000,1025540000,33469000,2802000,8470000,44742000,358000,2002
scioto,628735000,71285000,73384000,773404000,27607000,4094000,4131000,35832000,381000,2002
seneca,723458000,59552000,97560000,880571000,29128000,3510000,6275000,38914000,402000,2002
shelby,730020000,43422000,261219000,1034662000,31905000,2468000,14997000,49371000,854000,2002
stark,5407219000,265769000,733462000,6406450000,259459000,19223000,52173000,330855000,1783000,2002
summit,10396814000,288765000,1055967000,11741545000,551161000,24300000,86153000,661614000,17096000,2002
trumbull,2822532000,150858000,397432000,3370822000,135767000,10549000,26907000,173223000,1383000,2002
tuscarawas,1232429000,69775000,192455000,1494658000,50354000,4254000,12019000,66628000,145000,2002
union,812771000,51063000,198984000,1062819000,41521000,3403000,13427000,58351000,212000,2002
van wert,367799000,18905000,48837000,435541000,17473000,1242000,3295000,22010000,904000,2002
vinton,103346000,23797000,14092000,141234000,4129000,981000,588000,5699000,0,2002
warren,3633907000,149176000,414120000,4197203000,173532000,11106000,32416000,217055000,4057000,2002
washington,734219000,84428000,208616000,1027263000,29613000,4492000,10953000,45058000,105000,2002
wayne,1641974000,72733000,242211000,1956918000,76194000,5039000,18149000,99383000,633000,2002
williams,533223000,28494000,102823000,664540000,23012000,1906000,7246000,32165000,1071000,2002
wood,2102498000,98555000,288569000,2489622000,105409000,7445000,23005000,135859000,4298000,2002
wyandot,306592000,14752000,64066000,385411000,9983000,738000,3260000,13981000,71000,2002
adams,297635000,141773000,21092000,460500000,11738000,6152000,1039000,18929000,15000,2003
allen,1456865000,85638000,348819000,1891322000,61918000,4622000,18672000,85213000,3027000,2003
ashland,742203000,65317000,82742000,890262000,29267000,4185000,5459000,38911000,38000,2003
ashtabula,1398415000,107296000,194744000,1700455000,72060000,8184000,14875000,95119000,2183000,2003
athens,629694000,74753000,34140000,738587000,33170000,5556000,2838000,41564000,322000,2003
auglaize,669053000,27449000,131635000,828137000,28538000,1561000,8138000,38237000,709000,2003
belmont,776708000,70944000,101326000,948977000,32334000,4178000,5989000,42501000,215000,2003
brown,516623000,26690000,19952000,563266000,19315000,1327000,976000,21619000,437000,2003
butler,6175496000,246408000,725429000,7147332000,302495000,16399000,47916000,366810000,7828000,2003
carroll,391742000,38920000,28895000,459556000,15233000,1987000,1637000,18857000,17000,2003
champaign,558178000,31472000,76620000,666269000,23575000,1994000,5026000,30596000,75000,2003
clark,1868776000,89792000,198361000,2156929000,95743000,6305000,13608000,115656000,371000,2003
clermont,3239816000,276979000,187677000,3704472000,161581000,18240000,15281000,195102000,2730000,2003
clinton,639966000,33795000,108948000,782708000,33806000,1780000,5926000,41512000,292000,2003
columbiana,1240576000,77997000,118368000,1436941000,52855000,4507000,7028000,64390000,208000,2003
coshocton,472737000,97066000,69525000,639328000,19356000,4950000,3980000,28285000,35000,2003
crawford,562870000,28490000,96865000,688226000,26657000,2122000,7360000,36139000,161000,2003
cuyahoga,26789443000,965084000,2301118000,30055646000,1790559000,99253000,221785000,2111598000,35511000,2003
darke,769832000,54972000,81936000,906740000,29045000,2709000,4286000,36041000,293000,2003
defiance,527614000,57365000,88732000,673711000,23213000,3447000,5337000,31997000,762000,2003
delaware,4180572000,134171000,230227000,4544969000,194842000,9207000,15837000,219886000,7998000,2003
erie,1666090000,72819000,201660000,1940570000,75311000,5862000,16743000,97916000,1581000,2003
fairfield,2335579000,99644000,132636000,2567860000,103395000,7037000,10038000,120471000,822000,2003
fayette,420211000,30187000,60721000,511119000,17666000,1579000,3357000,22602000,851000,2003
franklin,21761516000,788157000,2144872000,24694545000,1256352000,71927000,191109000,1519389000,29201000,2003
fulton,702152000,43923000,120724000,866799000,34353000,3105000,8469000,45928000,974000,2003
gallia,357185000,142398000,45178000,544760000,11488000,4812000,1787000,18087000,0,2003
geauga,2455802000,73342000,146720000,2675864000,129419000,6890000,13323000,149633000,1670000,2003
greene,2850542000,107535000,165191000,3123269000,150125000,8054000,12376000,170556000,1934000,2003
guernsey,437749000,40819000,83598000,562166000,20918000,2424000,4780000,28122000,169000,2003
hamilton,16186678000,750564000,1750930000,18688172000,957289000,67541000,151155000,1175985000,48391000,2003
hancock,1207690000,56704000,249127000,1513521000,47684000,3061000,13889000,64634000,911000,2003
hardin,347894000,24401000,46778000,419073000,15166000,1417000,2615000,19199000,956000,2003
harrison,171553000,19084000,18564000,209200000,6972000,1136000,1131000,9238000,26000,2003
henry,416298000,29030000,87739000,533066000,20919000,1964000,5986000,28868000,611000,2003
highland,509209000,28117000,54682000,592007000,19393000,1308000,2614000,23315000,545000,2003
hocking,358451000,50556000,31680000,440688000,16830000,3112000,1928000,21870000,27000,2003
holmes,550358000,26918000,89628000,666904000,24469000,1517000,4718000,30705000,16000,2003
huron,849407000,37943000,132839000,1020189000,33150000,2224000,7985000,43359000,301000,2003
jackson,310993000,40345000,54962000,406300000,13322000,1795000,2620000,17737000,15000,2003
jefferson,774472000,207241000,123008000,1104721000,30820000,10741000,7175000,48736000,379000,2003
knox,832684000,39155000,98543000,970381000,38824000,2465000,5893000,47182000,1039000,2003
lake,5376870000,384523000,477212000,6238604000,261263000,31154000,40471000,332888000,8129000,2003
lawrence,547821000,56593000,46705000,651119000,17446000,2032000,1634000,21112000,61000,2003
licking,2795221000,132922000,229187000,3157331000,124953000,7924000,13866000,146742000,1782000,2003
logan,742343000,39364000,147935000,929643000,32160000,2440000,9164000,43764000,686000,2003
lorain,5159341000,306596000,478748000,5944685000,252179000,24541000,37284000,314003000,2915000,2003
lucas,7438875000,295117000,818804000,8552797000,434997000,27282000,75671000,537951000,24492000,2003
madison,601750000,36065000,64332000,702147000,28994000,2265000,4107000,35366000,625000,2003
mahoning,3267371000,187676000,320246000,3775294000,183423000,14579000,25424000,223426000,1872000,2003
marion,816833000,60473000,133973000,1011278000,37364000,4026000,8920000,50311000,1000000,2003
medina,3505512000,112222000,270016000,3887750000,172020000,9890000,23983000,205892000,2238000,2003
meigs,202902000,37280000,13334000,253515000,8527000,1850000,649000,11027000,19000,2003
mercer,619439000,24264000,63339000,707042000,26704000,1257000,3199000,31161000,492000,2003
miami,1668235000,64630000,274246000,2007111000,73551000,4446000,18727000,96724000,1017000,2003
monroe,155720000,42459000,23921000,222099000,5395000,2097000,1175000,8668000,13000,2003
montgomery,8646159000,376946000,957606000,9980711000,545917000,34247000,85669000,665834000,22378000,2003
morgan,165845000,49784000,10520000,226149000,5955000,2610000,530000,9094000,10000,2003
morrow,463565000,31961000,22482000,518007000,19169000,1748000,1400000,22318000,160000,2003
muskingum,1136991000,76495000,132771000,1346256000,49326000,5040000,8852000,63218000,294000,2003
noble,138502000,32365000,14679000,185546000,4975000,1555000,702000,7232000,10000,2003
ottawa,1254712000,106377000,75248000,1436336000,48032000,6345000,5317000,59694000,2582000,2003
paulding,235619000,23531000,23467000,282618000,11257000,1326000,1362000,13946000,471000,2003
perry,327112000,38044000,23791000,388947000,14777000,2334000,1447000,18558000,62000,2003
pickaway,742792000,59383000,96379000,898555000,31273000,3216000,5448000,39937000,167000,2003
pike,223465000,34103000,49900000,307467000,9630000,1902000,2969000,14502000,0,2003
portage,2706808000,103452000,252826000,3063086000,128318000,9091000,22071000,159480000,1400000,2003
preble,612731000,38241000,75320000,726292000,24604000,2006000,4089000,30699000,0,2003
putnam,474282000,28005000,60290000,562576000,19460000,1435000,3137000,24032000,352000,2003
richland,1700226000,103529000,291909000,2095664000,88509000,8026000,22607000,119142000,1544000,2003
ross,816273000,66624000,133078000,1015975000,31198000,3592000,7165000,41955000,246000,2003
sandusky,913681000,48751000,158860000,1121292000,36126000,2745000,8532000,47403000,341000,2003
scioto,638857000,72950000,72068000,783875000,28735000,4232000,4135000,37102000,191000,2003
seneca,730348000,60386000,94197000,884930000,29547000,3572000,5987000,39106000,471000,2003
shelby,751379000,42675000,275649000,1069702000,33269000,2441000,15947000,51657000,838000,2003
stark,6051857000,267214000,700034000,7019105000,286946000,19860000,51092000,357897000,1667000,2003
summit,10494847000,325554000,1057764000,11878165000,562054000,27374000,86283000,675711000,18255000,2003
trumbull,2854501000,154986000,396191000,3405678000,143741000,11116000,27921000,182778000,1239000,2003
tuscarawas,1257326000,68980000,194661000,1520967000,53585000,4237000,12595000,70417000,139000,2003
union,846215000,52014000,236356000,1134585000,45697000,3647000,17335000,66679000,239000,2003
van wert,370181000,20882000,48816000,439879000,17562000,1366000,3278000,22207000,839000,2003
vinton,118557000,25635000,13333000,157525000,4844000,1109000,582000,6535000,0,2003
warren,4138795000,150539000,418113000,4707447000,199555000,11494000,33549000,244599000,4282000,2003
washington,756959000,86779000,219723000,1063462000,31581000,4637000,11517000,47735000,272000,2003
wayne,1679081000,69047000,241534000,1989662000,81231000,4890000,18718000,104839000,444000,2003
williams,550510000,27616000,106101000,684227000,23516000,1823000,7337000,32676000,712000,2003
wood,2166762000,98742000,295137000,2560640000,112624000,7587000,23773000,143984000,5145000,2003
wyandot,312804000,14987000,66700000,394490000,10426000,766000,3394000,14587000,50000,2003
adams,325272010,140585270,28421940,494279220,12692840,6179220,1366810,20238880,17540,2004
allen,1476376650,91021080,370033130,1937430860,66446759.99999999,5194160,21135460,92776390,2745510,2004
ashland,765339400,64096580,81027930,910463910,35783830,4480230,6101510,46365570,35740,2004
ashtabula,1417788540,109313250,201761340,1728863130,72917500,8269049.999999999,15423390,96609950,2225690,2004
athens,634450050,80887860,34893770,750231680,35548640,6119080,3086210,44753930,566080,2004
auglaize,683441470,26669310,133564790.00000001,843675570,30728580,1584270,8586850,40899700,734120,2004
belmont,787861230,71960900,108348390,968170520,33644440,4306550,6606830,44557820,208870,2004
brown,532630910.00000006,27440880,19852510,579924300,19839790,1356140,956050,22151990,495370,2004
butler,6379143280,245146090,753457960,7377747330,358606450,16479390,50914660,426000500,8401970,2004
carroll,429372160,40439560,29688040,499499760,16807490,2102980,1713740,20624210,16960,2004
champaign,587009080,31196190,75688550,693893820,23988710,1929320,4923250,30841280,58380,2004
clark,2043178610,89223690,201617480,2334019780,99821370,6211800,13665470,119698640,412330,2004
clermont,3339934710,274686180,191693140,3806314030,178435730,18479720,16537349.999999998,213452800,3185000,2004
clinton,655819260,36223980,107312450,799355690,26551090,1907620,5819860,34278560,317100,2004
columbiana,1365948720,80843000,120745550,1567537270,56855010,4652470,7104020,68611500,0,2004
coshocton,478900810,97075310,73643970,649620090,21031310,5180050,4336210,30547560,36580,2004
crawford,568733540,28716830,96066290,693516660,27568980,2139430,7282670,36991070,139110,2004
cuyahoga,27219908800,952832710,2310046200,30482787710,1886903720,99376180,226528750,2212808640,40113390,2004
darke,778745200,55305600,80335890,914386690,29157880,2700190,4149729.9999999995,36007800,337450,2004
defiance,537183530,58902700,86258690,682344920,23959060,3580430,5242060,32781550.000000004,802080,2004
delaware,4504076950,142727630,229335730,4876140310,236486080,10684900,17337860,264508830.00000003,1674040,2004
erie,1686857160,72786890,194400010,1954044060,76654790,5846780,16122780,98624350,1638040,2004
fairfield,2622376970,104236090,125321430,2851934490,117241200,7612890,9876350,134730430,981540,2004
fayette,421709690,38194510,65122280,525026480,17732310,1993140,3582830,23308280,947530,2004
franklin,22267163740,818178840,2075484600,25160827180,1409523070,79250610,196316980,1685090660,35586470,2004
fulton,723768910,45221150,125269560,894259620,35663740,3254800,8800060,47718600,948500,2004
gallia,360854540,148464370,42657630,551976540,11446780,4880300,1679170,18006250,32420,2004
geauga,2504162800,74862590,160860840,2739886230,135284610,7035410,15023410,157343420,1697980,2004
greene,2925244160,103103410,164331900,3192679470,165429730,7994640,12711740,186136110,1870320,2004
