year,county,school_district,sd_number,political_unit,info_number,total_rate_gross,total_rate_class1,total_rate_class2,emergency_rate,current_expense_rate_gross,current_expense_rate_class1,current_expense_rate_class2,bond_rate,general_fund_millage,recreation_rate_gross,recreation_rate_class1,recreation_rate_class2,improvement_rate_gross,improvement_rate_class1,improvement_rate_class2,library_millage,library_rate_gross,library_rate_class1,library_rate_class2,acquisition_rate,mill_floor_rate_class1,mill_floor_rate_class2,sub_levy_rate,library_rate_millage,safety_rate_gross,safety_rate_class1,safety_rate_class2,credit_qualify_rate_class1,qualifying_nonbusiness_class1
2008,belmont,union lsd,NA,25470,NA,31.25,23.408339999999995,23.425499999999996,0,23.85,16.124820000000003,16.10001,2.25,4.6499999999999995,0,0,0,0.5,0.38352,0.4254800000000001,0,NA,NA,NA,0,20.774820000000002,20.75001,NA,NA,NA,NA,NA,NA,NA
2008,brown,eastern lsd (brown co.),NA,21550,NA,40.2,26.29865,30.45591,0,28.8,15.5104,19.4709,5.4,4.5,0,0,0,1.5,0.88825,1.08501,0,NA,NA,NA,0,20.0104,23.9709,NA,NA,NA,NA,NA,NA,NA
2008,brown,fayetteville-perry lsd,NA,21810,NA,39.8,30.113980000000005,30.0744,0,25.8,16.22183,16.20001,8.7,3.8,0,0,0,1.5,1.3921500000000002,1.37439,0,NA,NA,NA,0,20.02183,20.00001,NA,NA,NA,NA,NA,NA,NA
2008,brown,georgetown evsd,NA,22060,NA,30.4,25.20805,25.238870000000002,0,20.3,15.31899,15.36856,3.4,4.7,0,0,0,2,1.7890599999999999,1.77031,0,NA,NA,NA,0,20.018990000000002,20.068559999999998,NA,NA,NA,NA,NA,NA,NA
2008,brown,ripley-union-lewis lsd,NA,24610,NA,34.65,25.47585,25.590960000000003,0,25.3,16.21823,16.298709999999996,4.25,4.6,0,0,0,0.5,0.40762000000000004,0.44226,0,NA,NA,NA,0,20.81823,20.898709999999998,NA,NA,NA,NA,NA,NA,NA
2008,brown,western brown lsd,NA,25900,NA,22.75,22.6494,22.653060000000004,0,15.3,15.3,15.3,2.25,4.7,0,0,0,0.5,0.39940000000000003,0.40306000000000003,0,NA,NA,NA,0,20,20,NA,NA,NA,NA,NA,NA,NA
2008,butler,edgewood csd,NA,21610,NA,47.99,32.63002,36.10198,6.35,32.9,17.54002,21.011980000000005,3.9,2.46,0,0,0,2.38,2.38,2.38,0,NA,NA,NA,0,20.00002,23.471980000000002,NA,NA,NA,NA,NA,NA,NA
2008,butler,fairfield csd (butler co.),NA,21720,NA,56.59,28.71432,31.66628,0,47.01,19.134320000000002,22.08628,2.79,6.79,0,0,0,0,0,0,0,NA,NA,NA,0,25.924319999999998,28.87628,NA,NA,NA,NA,NA,NA,NA
2008,butler,hamilton csd,NA,22230,NA,53.309999999999995,32.48656,36.448330000000006,0,39.54,18.73002,22.72536,9,1.27,0,0,0,3.5,3.4865399999999998,3.4529699999999997,0,NA,NA,NA,0,20.00002,23.995359999999998,NA,NA,NA,NA,NA,NA,NA
2008,butler,lakota lsd (butler co.),NA,22750,NA,65.34,35.7572,37.509910000000005,0,54.15,24.5672,26.319910000000004,4.7,6.49,0,0,0,0,0,0,0,NA,NA,NA,0,31.0572,32.80991,NA,NA,NA,NA,NA,NA,NA
2008,butler,madison lsd (butler co.),NA,23100,NA,39.190000000000005,36.349999999999994,36.350019999999994,6.85,19.72,16.88,16.88002,5.8,3.12,0,0,0,3.7,3.7,3.7,0,NA,NA,NA,0,20,20.00002,NA,NA,NA,NA,NA,NA,NA
2008,butler,middletown csd,NA,23410,NA,45.75,42.861279999999994,42.56,17.82,18.27,15.38128,15.08,4.74,4.92,0,0,0,0,0,0,0,NA,NA,NA,0,20.301280000000002,20,NA,NA,NA,NA,NA,NA,NA
2008,butler,monroe lsd,NA,23525,NA,43.53,40.100010000000005,40.100010000000005,12.9,18.27,14.84001,14.84001,7.2,5.159999999999999,0,0,0,0,0,0,0,NA,NA,NA,0,20.00001,20.00001,NA,NA,NA,NA,NA,NA,NA
2008,butler,new miami lsd,NA,23690,NA,29.419999999999998,24.174070000000004,24.22739,0,19.82,14.730009999999998,14.730019999999998,3.5,5.2700000000000005,0,0,0,0.5,0.34406,0.39737000000000006,0,NA,NA,NA,0.32999999999999996,20.00001,20.00002,NA,NA,NA,NA,NA,NA,NA
2008,butler,ross lsd,NA,24710,NA,51.21,26.18001,26.882419999999996,0,40.37,15.34001,16.042419999999996,5.48,4.659999999999999,0,0,0,0.7,0.7,0.7,0,NA,NA,NA,0,20.00001,20.702419999999996,NA,NA,NA,NA,NA,NA,NA
2008,butler,talawanda csd,NA,25280,NA,56.120000000000005,27.82002,28.00281,0,46.11,17.81002,17.99281,5.819999999999999,2.19,0,0,0,2,2,2,0,NA,NA,NA,0,20.00002,20.18281,NA,NA,NA,NA,NA,NA,NA
2008,carroll,brown lsd,NA,20660,NA,44.1,31.08121,32.26682,10.6,28.7,16.2115,17.03539,0,3.8,0,0,0,1,0.46971,0.83143,0,NA,NA,NA,0,20.0115,20.83539,NA,NA,NA,NA,NA,NA,NA
2008,carroll,carrollton evsd,NA,20870,NA,29.4,20.01666,20.00111,0,25.4,16.01666,16.00111,0,4,0,0,0,0,0,0,0,NA,NA,NA,0,20.01666,20.00111,NA,NA,NA,NA,NA,NA,NA
2008,champaign,graham lsd,NA,22110,NA,34.349999999999994,26.783219999999996,26.80343,0,21.1,15.048899999999998,15.00001,5.25,5,0,0,0,3,1.4843199999999999,1.5534199999999998,0,NA,NA,NA,0,20.0489,20.00001,NA,NA,NA,NA,NA,NA,NA
2008,champaign,mechanicsburg evsd,NA,23320,NA,40.05,30.857960000000006,31.08755,2.25,21.8,15.50002,15.53538,6,4.5,0,0,0,5.5,2.60795,2.80217,0,NA,NA,NA,0,20.00002,20.03538,NA,NA,NA,NA,NA,NA,NA
2008,champaign,triad lsd,NA,25380,NA,28.6,22.95055,22.856960000000004,0,20.6,15.069740000000001,15.00001,2.5,5,0,0,0,0.5,0.3808,0.35694,0,NA,NA,NA,0,20.069739999999996,20.00001,NA,NA,NA,NA,NA,NA,NA
2008,champaign,urbana csd,NA,25530,NA,68.05,33.26158,45.703050000000005,0,60.65,27.828339999999997,39.257130000000004,0,3.9,0,0,0,3.5,1.5332299999999999,2.54592,0,NA,NA,NA,0,31.728339999999996,43.15713,NA,NA,NA,NA,NA,NA,NA
2008,champaign,west liberty salem lsd,NA,25870,NA,36.15,22.308329999999998,22.194200000000002,0,29.7,16.128519999999998,16.12238,0.55,3.9,0,0,0,2,1.7298099999999998,1.6218199999999998,0,NA,NA,NA,0,20.028519999999997,20.02238,NA,NA,NA,NA,NA,NA,NA
2008,clark,clark-shawnee lsd,NA,25110,NA,39.53,27.118160000000003,26.98784,5.73,25.3,13.51478,13.40002,0,6.6,0,0,0,1.9,1.2733899999999998,1.2578299999999998,0,NA,NA,NA,0,20.114780000000003,20.00002,NA,NA,NA,NA,NA,NA,NA
2008,clark,greenon lsd,NA,23080,NA,39.67,25.250619999999998,24.70428,1.97,28.5,14.95176,14.38386,0,6.2,0,0,0,3,2.12885,2.15042,0,NA,NA,NA,0,21.151760000000003,20.58386,NA,NA,NA,NA,NA,NA,NA
2008,clark,northeastern lsd (clark co.),NA,23910,NA,48.03,27.86005,31.249850000000002,0,39.839999999999996,19.670050000000003,23.059850000000004,0.89,6.3,0,0,0,1,1,1,0,NA,NA,NA,0,25.97005,29.359850000000005,NA,NA,NA,NA,NA,NA,NA
2008,clark,northwestern lsd (clark co.),NA,24010,NA,32.2,28.742299999999997,28.619130000000002,7.7,17.9,14.5046,14.40893,0,5.6,0,0,0,1,0.9377000000000001,0.9102,0,NA,NA,NA,0,20.1046,20.00893,NA,NA,NA,NA,NA,NA,NA
2008,clark,southeastern lsd,NA,25010,NA,41.86,27.51969,28.10065,5.06,28.6,14.80002,15.554030000000001,0,5.2,0,0,0,3,2.4596699999999996,2.28662,0,NA,NA,NA,0,20.00002,20.75403,NA,NA,NA,NA,NA,NA,NA
2008,clark,springfield csd,NA,25100,NA,63.730000000000004,36.924170000000004,44.68767,8.755,40.5,14.37808,21.91215,5.035,6.6,0,0,0,2.05,1.36609,1.5955199999999998,0,NA,NA,NA,0.7899999999999999,20.97808,28.512150000000002,NA,NA,NA,NA,NA,NA,NA
2008,clark,tecumseh lsd,NA,23630,NA,45.24,36.55441,37.81463999999999,9.58,21,14.245709999999999,14.76424,4.359999999999999,5.8,0,0,0,4.5,2.5687,3.3103999999999996,0,NA,NA,NA,0,20.045709999999996,20.564239999999998,NA,NA,NA,NA,NA,NA,NA
2008,clermont,batavia lsd,NA,20270,NA,51.6,26.03859,39.24792,0,45.3,19.73859,32.947919999999996,2,4.3,0,0,0,0,0,0,0,NA,NA,NA,0,24.03859,37.24792,NA,NA,NA,NA,NA,NA,NA
2008,clermont,bethel-tate lsd,NA,20450,NA,37.01,23.582829999999998,23.5965,0,29.6,16.30002,16.30001,2.9499999999999997,3.7,0,0,0,0.5,0.37281000000000003,0.38649,0,NA,NA,NA,0.26,20.00002,20.00001,NA,NA,NA,NA,NA,NA,NA
2008,clermont,clermont-northeastern lsd,NA,21060,NA,35.5,22.00001,24.87964,0,29.1,15.60001,18.479639999999996,2,4.4,0,0,0,0,0,0,0,NA,NA,NA,0,20.00001,22.87964,NA,NA,NA,NA,NA,NA,NA
2008,clermont,felicity-franklin lsd,NA,21830,NA,31.8,23.3631,25.48735,0,24.8,16.50001,18.52461,3,3.5,0,0,0,0.5,0.36308999999999997,0.46274,0,NA,NA,NA,0,20.00001,22.02461,NA,NA,NA,NA,NA,NA,NA
2008,clermont,goshen lsd,NA,22100,NA,28.9,26.96482,26.994,0,21.8,20.00002,20.00002,2,0,0,0,0,5.1,4.964799999999999,4.99398,0,NA,NA,NA,0,20.00002,20.00002,NA,NA,NA,NA,NA,NA,NA
2008,clermont,milford evsd,NA,23430,NA,74.6,39.12601000000001,44.96589,0,66.7,31.22601,37.06589,4.1,3.8,0,0,0,0,0,0,0,NA,NA,NA,0,35.02601000000001,40.86589,NA,NA,NA,NA,NA,NA,NA
2008,clermont,new richmond evsd,NA,23710,NA,32.55,20.55002,21.905279999999998,0,28.5,16.50002,17.85528,0.55,3.5,0,0,0,0,0,0,0,NA,NA,NA,0,20.00002,21.35528,NA,NA,NA,NA,NA,NA,NA
2008,clermont,west clermont lsd,NA,25840,NA,56.86,31.110030000000002,32.72393000000001,7.25,43.349999999999994,17.60003,19.21393,2.06,2.4,0,0,0,1.8,1.8,1.8,0,NA,NA,NA,0,20.00003,21.613930000000003,NA,NA,NA,NA,NA,NA,NA
2008,clermont,williamsburg lsd,NA,26e3,NA,45.8,28.178970000000003,31.16937,5.3,33.6,16.10001,19.05055,2.5,3.9,0,0,0,0.5,0.37896,0.4188200000000001,0,NA,NA,NA,0,20.00001,22.95055,NA,NA,NA,NA,NA,NA,NA
2008,clinton,blanchester lsd,NA,20500,NA,35.1,24.337760000000003,24.49451,0,26.5,15.90001,15.94178,3,4.1,0,0,0,1.5,1.33775,1.4527299999999999,0,NA,NA,NA,0,20.00001,20.04178,NA,NA,NA,NA,NA,NA,NA
2008,clinton,clinton massie lsd,NA,21090,NA,34,26.37673,26.487709999999996,0,23.3,15.80001,15.855680000000003,6,4.2,0,0,0,0.5,0.37672,0.43203,0,NA,NA,NA,0,20.00001,20.05568,NA,NA,NA,NA,NA,NA,NA
2008,clinton,east clinton lsd,NA,21480,NA,34.8,24.712429999999998,25.07721,0,25.3,15.80002,15.800230000000001,1.8,4.2,0,0,0,3.5,2.9124099999999995,3.27698,0,NA,NA,NA,0,20.00002,20.00023,NA,NA,NA,NA,NA,NA,NA
2008,clinton,wilmington csd,NA,26020,NA,27.9,23.207950000000004,23.2374,0,20.4,15.80001,15.80001,2.6,4.2,0,0,0,0.7,0.60793,0.63739,0,NA,NA,NA,0,20.00001,20.00001,NA,NA,NA,NA,NA,NA,NA
2008,columbiana,beaver lsd,NA,20310,NA,31.1,25.50211,26.06147,5.5,21,15.40211,15.96147,0,4.6,0,0,0,0,0,0,0,NA,NA,NA,0,20.00211,20.56147,NA,NA,NA,NA,NA,NA,NA
2008,columbiana,columbiana evsd,NA,21160,NA,34.4,25.50002,25.69803,0,28.9,20.00002,20.19803,0.9,0,0,0,0,4.6,4.6,4.6,0,NA,NA,NA,0,20.00002,20.19803,NA,NA,NA,NA,NA,NA,NA
2008,columbiana,crestview lsd (columbiana co.),NA,21280,NA,36.620000000000005,25.802709999999998,25.904860000000003,0,27.5,16.80002,16.80002,3.42,3.2,0,0,0,2.5,2.3826899999999998,2.4848399999999997,0,NA,NA,NA,0,20.00002,20.00002,NA,NA,NA,NA,NA,NA,NA
2008,columbiana,east liverpool csd,NA,21520,NA,36.4,28.763019999999997,32.834939999999996,6.5,23.4,15.822750000000001,19.834940000000003,1.8,4.2,0,0,0,0.5,0.44027,0.5,0,NA,NA,NA,0,20.02275,24.034940000000002,NA,NA,NA,NA,NA,NA,NA
2008,columbiana,east palestine csd,NA,21540,NA,31.3,29.975239999999996,30.40477,0,21.2,20.00002,20.341,4.5,0,0,0,0,5.6,5.475220000000001,5.56377,0,NA,NA,NA,0,20.00002,20.341,NA,NA,NA,NA,NA,NA,NA
2008,columbiana,leetonia evsd,NA,22800,NA,33.309999999999995,33.18753,33.25883,5.8,19.5,19.5,19.5,4.51,0,0,0,0,3.5,3.37753,3.44883,0,NA,NA,NA,0,19.5,19.5,NA,NA,NA,NA,NA,NA,NA
2008,columbiana,lisbon evsd,NA,22910,NA,34.3,28.121290000000002,28.209509999999998,0,26.1,20.003619999999998,20.055709999999998,3.1,0,0,0,0,5.1,5.01767,5.0538,0,NA,NA,NA,0,20.003619999999998,20.055709999999998,NA,NA,NA,NA,NA,NA,NA
2008,columbiana,salem csd,NA,24780,NA,51,32.933330000000005,33.1169,11,33.8,16.8052,16.80002,0,3.2,0,0,0,3,1.92813,2.1168799999999997,0,NA,NA,NA,0,20.0052,20.00002,NA,NA,NA,NA,NA,NA,NA
2008,columbiana,southern lsd (columbiana co.),NA,25020,NA,39.44,23.468729999999994,30.386960000000002,0,31.439999999999998,15.6,22.386960000000002,3.1,4.4,0,0,0,0.5,0.36872999999999995,0.5,0,NA,NA,NA,0,20,26.78696,NA,NA,NA,NA,NA,NA,NA
2008,columbiana,united lsd,NA,25490,NA,30.6,22.321070000000002,22.234890000000004,0,23.3,16.70001,16.801250000000003,0,3.3,0,0,0,4,2.3210599999999997,2.13363,0,NA,NA,NA,0,20.00001,20.101250000000004,NA,NA,NA,NA,NA,NA,NA
2008,columbiana,wellsville csd,NA,25810,NA,38.65,26.072779999999998,27.763669999999998,0,28.9,17.43093,18.358960000000003,2.65,2.6,0,0,0,4.5,3.3918499999999994,4.154709999999999,0,NA,NA,NA,0,20.03093,20.95896,NA,NA,NA,NA,NA,NA,NA
2008,coshocton,coshocton csd,NA,21240,NA,56.7,30.26016,37.92798,5.35,44.75,19.25055,26.50968,0,4.6,0,0,0,2,1.05961,1.4683,0,NA,NA,NA,0,23.850550000000002,31.10968,NA,NA,NA,NA,NA,NA,NA
2008,coshocton,ridgewood lsd,NA,24600,NA,43,23.824800000000003,23.82121,0,34.4,15.31691,15.300030000000001,3.4,4.7,0,0,0,0.5,0.40789000000000003,0.42118000000000005,0,NA,NA,NA,0,20.016910000000003,20.00003,NA,NA,NA,NA,NA,NA,NA
2008,coshocton,river view lsd,NA,24640,NA,31.3,21.04282,23.02467,0,25.2,15.700009999999999,17.21209,0,4.3,0,0,0,1.8,1.04281,1.51258,0,NA,NA,NA,0,20.00001,21.51209,NA,NA,NA,NA,NA,NA,NA
2008,crawford,buckeye central lsd,NA,20720,NA,53.1,28.08169,30.2249,0,40.8,15.80002,17.92719,7.6,4.2,0,0,0,0.5,0.48166000000000003,0.49771,0,NA,NA,NA,0,20.00002,22.127190000000002,NA,NA,NA,NA,NA,NA,NA
2008,crawford,bucyrus csd,NA,20740,NA,55.83,36.22710000000001,38.729290000000006,9.68,36.1,16.59049,19.115840000000002,5.55,3.5,0,0,0,1,0.90661,0.88345,0,NA,NA,NA,0,20.09049,22.615840000000002,NA,NA,NA,NA,NA,NA,NA
2008,crawford,colonel crawford lsd,NA,21140,NA,52.5,27.715609999999998,36.6849,0,41,16.215609999999998,25.184900000000003,6.5,5,0,0,0,0,0,0,0,NA,NA,NA,0,21.215609999999998,30.184900000000003,NA,NA,NA,NA,NA,NA,NA
2008,crawford,crestline evsd,NA,21270,NA,63.809999999999995,30.42735,44.207679999999996,8.91,48.1,16.20001,28.834300000000002,0,3.8,0,0,0,3,1.51734,2.6633800000000005,0,NA,NA,NA,0,20.00001,32.6343,NA,NA,NA,NA,NA,NA,NA
2008,crawford,galion csd,NA,21990,NA,57.230000000000004,29.62526,39.80183999999999,0,48.33,20.75602,30.95295,4.5,3.9,0,0,0,0.5,0.46924,0.44889,0,NA,NA,NA,0,24.65602,34.85295,NA,NA,NA,NA,NA,NA,NA
2008,crawford,wynford lsd,NA,26090,NA,56.89,32.57607,34.72597000000001,2.74,43.4,19.08607,21.235970000000002,5.1499999999999995,5.6,0,0,0,0,0,0,0,NA,NA,NA,0,24.68607,26.835970000000003,NA,NA,NA,NA,NA,NA,NA
2008,cuyahoga,bay village csd,NA,20290,NA,108.85,45.84655,53.991130000000005,0,100.4,37.396550000000005,45.54113,3.84,4.609999999999999,0,0,0,0,0,0,0,NA,NA,NA,0,42.006550000000004,50.15113,NA,NA,NA,NA,NA,NA,NA
2008,cuyahoga,beachwood csd,NA,20300,NA,83.9,36.351989999999994,45.29735000000001,0,72.5,25.76665,34.63937000000001,1.9,6.8,0,0,0,2.7,1.88534,1.9579799999999998,0,NA,NA,NA,0,32.56665,41.439370000000004,NA,NA,NA,NA,NA,NA,NA
2008,cuyahoga,bedford csd,NA,20330,NA,67.6,30.996689999999997,42.81007999999999,0,60.3,24.18627,35.80414,1.6800000000000002,4.619999999999999,0,0,0,1,0.51042,0.70594,0,NA,NA,NA,0,28.80627,40.42414,NA,NA,NA,NA,NA,NA,NA
2008,cuyahoga,berea csd,NA,20400,NA,74.9,35.95635,43.66752,0,68.14999999999999,30.24381,37.760690000000004,0.8,4.05,0,0,0,1.9,0.86253,1.05684,0,NA,NA,NA,0,34.29381000000001,41.810689999999994,NA,NA,NA,NA,NA,NA,NA
2008,cuyahoga,brecksville-broadview heights csd,NA,20590,NA,77.1,37.2338,43.40711,0,67.75,28.24498,34.408150000000006,2.66,4.6899999999999995,0,0,0,2,1.63882,1.64896,0,NA,NA,NA,0,32.934979999999996,39.09815000000001,NA,NA,NA,NA,NA,NA,NA
2008,cuyahoga,brooklyn csd,NA,20640,NA,46.4,32.92761,33.12220000000001,12.7,28.1,15.4211,15.40002,0,4.6,0,0,0,1,0.20651000000000003,0.42219,0,NA,NA,NA,0,20.0211,20.00002,NA,NA,NA,NA,NA,NA,NA
2008,cuyahoga,chagrin falls evsd,NA,20930,NA,108.6,47.81607999999999,54.40783999999999,0,98.05,37.26608,43.85783999999999,6.05,4.5,0,0,0,0,0,0,0,NA,NA,NA,0,41.76608,48.35783999999999,NA,NA,NA,NA,NA,NA,NA
2008,cuyahoga,cleveland hts-university hts csd,NA,21080,NA,136.7,60.29789,76.29068000000001,0,127.85,52.33559,67.93986000000001,0.6,4.45,0,0,0,3.8,2.9122999999999997,3.30082,0,NA,NA,NA,0,56.785590000000006,72.38986,NA,NA,NA,NA,NA,NA,NA
2008,cuyahoga,cleveland municipal s.d.,NA,21070,NA,64.8,29.07668,44.661010000000005,0,54.2,18.585579999999997,34.11479,6.1,4,0,0,0,0.5,0.3911,0.44622,0,NA,NA,NA,0,22.585579999999997,38.11479,NA,NA,NA,NA,NA,NA,NA
2008,cuyahoga,cuyahoga heights lsd,NA,21340,NA,28.9,22.45167,24.08598,0,23.7,17.25167,18.88598,1.1,4.1,0,0,0,0,0,0,0,NA,NA,NA,0,21.351670000000002,22.985979999999998,NA,NA,NA,NA,NA,NA,NA
2008,cuyahoga,east cleveland csd,NA,21470,NA,92.1,35.47644,58.95967999999999,0,83.6,27.07638,50.50657,3.22,4.78,0,0,0,0.5,0.40006,0.4531,0,NA,NA,NA,0,31.85638,55.286570000000005,NA,NA,NA,NA,NA,NA,NA
2008,cuyahoga,euclid csd,NA,21680,NA,85.2,46.144639999999995,66.17432,6.9,68.8,30.01357,49.788610000000006,2.38,4.619999999999999,0,0,0,2.5,2.23107,2.48571,0,NA,NA,NA,0,34.633570000000006,54.40861,NA,NA,NA,NA,NA,NA,NA
2008,cuyahoga,fairview park csd,NA,21790,NA,96.1,51.92192,59.326170000000005,7.2,78.1,33.92192,41.326170000000005,6.23,4.57,0,0,0,0,0,0,0,NA,NA,NA,0,38.49192,45.896170000000005,NA,NA,NA,NA,NA,NA,NA
2008,cuyahoga,garfield heights csd,NA,22030,NA,54.6,40.118900000000004,40.54042,11.84,28.9,15.15036,15.24556,7.5,4.859999999999999,0,0,0,1.5,0.76854,1.09486,0,NA,NA,NA,0,20.010360000000002,20.10556,NA,NA,NA,NA,NA,NA,NA
2008,cuyahoga,independence lsd,NA,22420,NA,31.4,29.27356,29.73966,5.6,16.05,13.924309999999998,14.428259999999998,2.4,6.1,0,0,0,1.25,1.2492599999999998,1.2113999999999998,0,NA,NA,NA,0,20.02431,20.52826,NA,NA,NA,NA,NA,NA,NA
2008,cuyahoga,lakewood csd,NA,22730,NA,107.2,45.965,61.309479999999994,0,92.9,31.665,47.009479999999996,9.27,5.03,0,0,0,0,0,0,0,NA,NA,NA,0,36.69500000000001,52.03948,NA,NA,NA,NA,NA,NA,NA
2008,cuyahoga,maple heights csd,NA,23160,NA,63.4,37.43026,42.30687999999999,16.5,40.1,14.718089999999998,19.296129999999998,0,5.3,0,0,0,1.5,0.91217,1.21074,0,NA,NA,NA,0,20.01809,24.59613,NA,NA,NA,NA,NA,NA,NA
2008,cuyahoga,mayfield csd,NA,23300,NA,78.32,38.15021,42.984559999999995,0,70.05,29.95805,34.78435,0.45,5.02,0,0,0,2.8,2.72216,2.73021,0,NA,NA,NA,0,34.97805,39.80435,NA,NA,NA,NA,NA,NA,NA
2008,cuyahoga,north olmsted csd,NA,23870,NA,83.5,41.17352,48.91441999999999,0,77.7,36.072300000000006,43.70991000000001,0,3.9,0,0,0,1.9,1.2012199999999997,1.30451,0,NA,NA,NA,0,39.972300000000004,47.609910000000006,NA,NA,NA,NA,NA,NA,NA
2008,cuyahoga,north royalton csd,NA,23890,NA,58.8,33.70002,34.10483,10.8,40.1,15.00002,15.40483,1.9,5,0,0,0,1,1,1,0,NA,NA,NA,0,20.00002,20.40483,NA,NA,NA,NA,NA,NA,NA
2008,cuyahoga,olmsted falls csd,NA,24150,NA,91.9,41.6942,47.662600000000005,0,80.9,30.77956,36.769470000000005,5.5,5,0,0,0,0.5,0.41465,0.39314,0,NA,NA,NA,0,35.779560000000004,41.769470000000005,NA,NA,NA,NA,NA,NA,NA
2008,cuyahoga,orange csd,NA,24170,NA,86,40.14997,46.19911000000001,0,76.55,30.92996,36.86702,2.3,5.2,0.9500000000000001,0.8666700000000002,0.9098700000000001,1,0.85335,0.92222,0,NA,NA,NA,0,36.99663,42.97689,NA,NA,NA,NA,NA,NA,NA
2008,cuyahoga,parma csd,NA,24300,NA,65.1,38.868190000000006,43.15732,10.5,46.5,20.82859,24.851870000000005,0,5.1,0,0,0,3,2.4395999999999995,2.70545,0,NA,NA,NA,0,25.928589999999996,29.951870000000003,NA,NA,NA,NA,NA,NA,NA
2008,cuyahoga,richmond heights lsd,NA,24570,NA,78.6,33.61858,39.46589,0,70.9,27.529950000000003,33.12297000000001,0,5.7,0,0,0,2,0.38863,0.64292,0,NA,NA,NA,0,33.22995000000001,38.822970000000005,NA,NA,NA,NA,NA,NA,NA
2008,cuyahoga,rocky river csd,NA,24680,NA,82.7,40.821279999999994,55.67004,0,73.6,31.72128,46.57004,4.53,4.57,0,0,0,0,0,0,0,NA,NA,NA,0,36.29128,51.14004,NA,NA,NA,NA,NA,NA,NA
2008,cuyahoga,shaker heights csd,NA,24870,NA,170.6,71.00325000000001,98.67722,0,162.53,62.93325,90.60722000000001,3.9699999999999998,4.1,0,0,0,0,0,0,0,NA,NA,NA,0,67.03325000000001,94.70722000000002,NA,NA,NA,NA,NA,NA,NA
2008,cuyahoga,solon csd,NA,24920,NA,75.3,39.93354,49.71853000000001,0,65,31.02141,40.48035,2.7,5.2,0,0,0,2.4,1.01213,1.33819,0,NA,NA,NA,0,36.221410000000006,45.680350000000004,NA,NA,NA,NA,NA,NA,NA
2008,cuyahoga,south euclid-lyndhurst csd,NA,24950,NA,101.5,50.63685,55.05739,0,93.5,43.08901,47.46741,1.01,4.39,0,0,0,2.6,2.14784,2.1899800000000003,0,NA,NA,NA,0,47.47901,51.857409999999994,NA,NA,NA,NA,NA,NA,NA
2008,cuyahoga,strongsville csd,NA,25190,NA,81.2,38.22675000000001,41.15302,0,72.17999999999999,29.45165,32.454229999999995,2.42,5.6,0,0,0,1,0.75511,0.67879,0,NA,NA,NA,0,35.051649999999995,38.05423,NA,NA,NA,NA,NA,NA,NA
2008,cuyahoga,warrensville heights csd,NA,25680,NA,90.1,49.67291000000001,69.01577999999999,5.8,70.4,30.50955,49.54055,6.4,5.1,0.5,0.3882,0.45317,1.9,1.4751599999999998,1.72206,0,NA,NA,NA,0,35.99775,55.093720000000005,NA,NA,NA,NA,NA,NA,NA
2008,cuyahoga,westlake csd,NA,25950,NA,66.5,31.745489999999997,35.262620000000005,0,58.6,23.845489999999998,27.362619999999996,2.1,5.8,0,0,0,0,0,0,0,NA,NA,NA,0,29.64549,33.162620000000004,NA,NA,NA,NA,NA,NA,NA
2008,darke,ansonia lsd,NA,20100,NA,38.55,25.99156,26.543509999999998,0,27.5,15.200009999999999,15.49926,4.75,4.8,0,0,0,1.5,1.24155,1.49426,0,NA,NA,NA,0,20.00001,20.29926,NA,NA,NA,NA,NA,NA,NA
2008,darke,arcanum-butler lsd,NA,20140,NA,31.57,27.93381,28.93627,0,18.7,15.10001,16.06638,7.470000000000001,4.9,0,0,0,0.5,0.46379,0.49989,0,NA,NA,NA,0,20.00001,20.966379999999997,NA,NA,NA,NA,NA,NA,NA
2008,darke,franklin-monroe lsd,NA,21950,NA,39.08,27.29517,27.313820000000003,0,26.25,15.100019999999999,15.100019999999999,6.430000000000001,4.9,0,0,0,1.5,0.8651500000000001,0.88381,0,NA,NA,NA,0,20.00002,20.00002,NA,NA,NA,NA,NA,NA,NA
2008,darke,greenville csd,NA,22210,NA,33.4,20.92945,24.12555,0,27.7,16.30002,18.93402,0,3.7,0,0,0,2,0.92943,1.4915299999999998,0,NA,NA,NA,0,20.00002,22.634020000000003,NA,NA,NA,NA,NA,NA,NA
2008,darke,mississinawa valley lsd,NA,23500,NA,30.5,23.88768,24.47817,0,21.6,15.200019999999999,15.618959999999998,2.6,4.8,0,0,0,1.5,1.2876699999999999,1.45921,0,NA,NA,NA,0,20.00002,20.418960000000002,NA,NA,NA,NA,NA,NA,NA
2008,darke,tri-village lsd,NA,25370,NA,32.47,27.286369999999998,27.363439999999997,0,20.3,15.200009999999999,15.227839999999999,6.87,4.8,0,0,0,0.5,0.41636000000000006,0.4656,0,NA,NA,NA,0,20.00001,20.02784,NA,NA,NA,NA,NA,NA,NA
2008,darke,versailles evsd,NA,25610,NA,45.7,28.0594,30.815050000000003,0,32.8,15.200019999999999,17.91668,7.6,4.8,0,0,0,0.5,0.45939,0.49838000000000005,0,NA,NA,NA,0,20.00002,22.71668,NA,NA,NA,NA,NA,NA,NA
