county,res_ag_gross_millage,res_ag_net_millage,public_gross_millage,public_net_millage,tangible_millage,year
preble,52.17,40.51,53.14,40.75,53.93,1999
putnam,47.41,39.28,44.74,40.01,44.9,1999
richland,73.68,54.17,74.39,58.82,74.12,1999
ross,53.06,36.34,53.76,39.46,53.81,1999
sandusky,54.3,38.11,51.05,39.02,52.48,1999
scioto,57.14,42.68,58.47,44.14,55.24,1999
seneca,57,40.87,58.93,50.84,59.73,1999
shelby,53.19,38.5,55.01,42.56,50.6,1999
stark,71.39,44.98,70,49.1,68.36,1999
summit,79.19,52.32,77.09,57.46,76.45,1999
trumbull,67.26,50.2,65.01,54.73,66.59,1999
tuscarawas,62.33,40.6,62.84,45.37,62.09,1999
union,63.15,47.86,65.18,61.23,64.67,1999
van wert,62.6,47.28,62.58,53.93,62.5,1999
vinton,46.38,42.2,47.73,44.94,44.99,1999
warren,70.32,41.97,69.96,44.63,70.79,1999
washington,52.38,37.54,52.69,40.57,49.82,1999
wayne,68.28,46.59,71.1,54.84,71.79,1999
williams,65.47,39.41,65.83,48.04,65.84,1999
wood,73.41,50.47,72.93,56.62,71.55,1999
wyandot,51.52,33.64,50.83,38.48,51.61,1999
adams,47.95,38.88,46.18,42.6,43.79,2e3
allen,53.27,43.37,52.5,44.86,52.23,2e3
ashland,65.87,39.5,65.53,49.31,64.55,2e3
ashtabula,68.85,44.15,69.2,53.08,68.12,2e3
athens,78.95,51.01,84.88,57.51,75.91,2e3
auglaize,55.22,39.25,54.37,43.53,55.75,2e3
belmont,60.65,45.4,59.18,47.25,58.73,2e3
brown,49.17,39.48,49.97,42.37,49.2,2e3
butler,65.42,43.31,65.32,45.6,61.21,2e3
carroll,52.52,37.69,53.37,40.28,52.03,2e3
champaign,59.02,40.28,64.02,44.59,61.04,2e3
clark,65.93,46.85,66.44,52.88,65.93,2e3
clermont,77.01,45.7,75.06,49.36,64.46,2e3
clinton,52.19,41.05,52.98,44.68,53.14,2e3
columbiana,58.8,42.67,59.44,44.75,59.02,2e3
coshocton,54.15,37.51,53.89,40.76,47.29,2e3
crawford,70.99,45.69,72.29,56.16,70.72,2e3
cuyahoga,99.8,62.06,92.39,70.16,89.59,2e3
darke,49.42,34.27,52.02,38.17,50.7,2e3
defiance,57.53,40.27,58.26,47.54,57.81,2e3
delaware,69.7,47.02,70.04,49.03,68.4,2e3
erie,80.76,48.56,80.93,59.4,80.35,2e3
fairfield,73.46,40.89,76.37,42.64,71.69,2e3
fayette,55.8,43.7,58.9,48.09,55.92,2e3
franklin,91.13,56.87,86.45,63.44,87.26,2e3
fulton,69.29,45.24,68.03,51.77,68,2e3
gallia,38.97,31.49,38.46,31.81,34.99,2e3
geauga,92.07,49.8,90.81,54.94,88.26,2e3
greene,73.4,49.82,72.45,50.87,71.88,2e3
guernsey,62.66,51.57,66.31,59.93,61.89,2e3
hamilton,85.94,53.62,83.51,60.54,81.5,2e3
hancock,55.59,37.48,56.87,45.95,54.93,2e3
hardin,54.04,37.94,53.43,39.18,52.67,2e3
harrison,59.04,41.08,60,47.1,59.16,2e3
henry,65.37,45.53,66.04,60.17,66.29,2e3
highland,44.76,35.94,43.37,35.06,44.38,2e3
hocking,57.48,43.41,56.38,44.11,57.36,2e3
holmes,55.03,43.86,55.81,47.85,55,2e3
huron,60.29,39.52,62.5,44.99,61.39,2e3
jackson,47.03,40.38,49.08,44.37,47.17,2e3
jefferson,56.93,41.86,55.9,51.02,52.49,2e3
knox,60.92,42.65,58.95,50.25,59.28,2e3
lake,86.13,50.88,82.53,56.85,79.66,2e3
lawrence,36.85,33.39,35.92,32.15,37,2e3
licking,60.51,41.44,56.37,42.07,57.23,2e3
logan,63.47,43.99,63.37,49.56,60.29,2e3
lorain,75.63,48.34,76.03,56.74,75.93,2e3
lucas,90.06,57.7,86.42,66.41,84.14,2e3
madison,56.54,42.15,57.22,49.01,55.82,2e3
mahoning,74.71,48.16,76.34,54.1,74.39,2e3
marion,65.63,44.95,66.38,51.58,65.67,2e3
medina,87.14,48.27,89.48,55.41,86.59,2e3
meigs,45.79,39.34,47.64,43.18,47.12,2e3
mercer,50.37,41.26,49.95,43.95,50.75,2e3
miami,64.06,38.83,64.92,45.35,65.1,2e3
monroe,48.11,32.09,47.66,41,47.34,2e3
montgomery,85.71,55.1,83.62,64.29,82.72,2e3
morgan,49.15,35.88,48.97,37.82,48.48,2e3
morrow,59.73,41.85,64.95,48.1,62.57,2e3
muskingum,63.01,42.32,63.7,46.01,62.95,2e3
noble,50.09,40.02,49.39,44.77,49.96,2e3
ottawa,66.2,37.84,61.86,38.87,52.97,2e3
paulding,55.2,42.48,59.05,47.14,53.43,2e3
perry,60.06,42.4,61.57,48.6,59.92,2e3
pickaway,55.99,40.15,56.79,43.92,56.02,2e3
pike,57.79,40.89,62.51,42.65,52.79,2e3
portage,85.88,48.77,87.3,56.59,85.42,2e3
preble,51.46,37.98,52.37,38.9,52.47,2e3
putnam,47.33,36.89,44.27,39.53,45.44,2e3
richland,73.7,48.16,74.82,57.42,73.96,2e3
ross,53.92,37.17,54.1,39.81,53.88,2e3
sandusky,55.17,39,52.39,40.6,53.61,2e3
scioto,57.11,42.97,58.49,44.55,56.1,2e3
seneca,57.42,35.56,59.15,46.67,59.15,2e3
shelby,53.12,37.39,54.89,41.75,51.05,2e3
stark,72.85,46.86,71.57,51.18,70.81,2e3
summit,79.19,49.69,77.13,55.61,77.32,2e3
trumbull,68.11,47.02,65.54,50.5,66.94,2e3
tuscarawas,62.35,40.89,63,45.79,61.93,2e3
union,64.15,48.44,66.25,61.82,65.01,2e3
van wert,62.24,42.74,62.57,54.28,62.44,2e3
vinton,42.4,39.7,43.77,41.74,41.25,2e3
warren,70.66,42.06,69.78,44.18,70.2,2e3
washington,52.54,38.1,52.95,41.56,49.92,2e3
wayne,69.74,45.89,74.12,57.98,73.28,2e3
williams,65.68,39.52,66.13,48.28,65.56,2e3
wood,72.88,43.65,72.3,46.83,71.41,2e3
wyandot,51.9,33.63,51.44,38.95,51.91,2e3
adams,48.04,39.07,46.3,42.72,43.82,2001
allen,53.88,42.9,53.77,46.04,53.17,2001
ashland,66.39,39.96,65.35,49.39,64.71,2001
ashtabula,72.19,48.71,73.35,56.29,72.25,2001
athens,79.82,53.12,84.9,58.65,76.96,2001
auglaize,56.2,40.3,56.08,45.24,57.52,2001
belmont,60.11,41.38,58.66,42.45,58.21,2001
brown,48.81,37.61,50.03,41.02,48.84,2001
butler,68.55,44.44,68.46,49.71,63.15,2001
carroll,52.25,37.48,53.1,40.09,51.96,2001
champaign,60.4,42.07,67.9,49.08,63.59,2001
clark,68.69,50.3,69.87,56.52,68.97,2001
clermont,78,46.69,75.34,49.66,65.58,2001
clinton,52.9,41.99,53.56,45.87,53.68,2001
columbiana,59.08,43.45,60.68,46.39,60.3,2001
coshocton,55.86,39.2,56.83,44.08,48.26,2001
crawford,70.22,41.29,71.35,54.02,69.91,2001
cuyahoga,102.95,60.87,94.19,65.66,91.67,2001
darke,49.79,35.42,52.11,39.33,51.04,2001
defiance,58.25,41.36,59.63,48.43,59.3,2001
delaware,70.01,47.51,69.42,47.85,68.31,2001
erie,80.74,45.12,81.19,57.49,80.67,2001
fairfield,75.02,42.73,77.73,44.28,72.57,2001
fayette,55.54,41.48,58.09,41.63,55.66,2001
franklin,92.3,58,86.97,63.32,88.2,2001
fulton,69.87,46.2,67.93,51.73,68.06,2001
gallia,38.92,31.5,38.43,31.95,34.65,2001
geauga,93.32,51.01,92.63,56.47,90.53,2001
greene,74.37,50.77,73.66,51.92,72.85,2001
guernsey,62.34,49.84,65.82,57.91,61.04,2001
hamilton,87.87,55.91,85.5,63.08,83.46,2001
hancock,56.02,38.13,57.45,46.71,55.17,2001
hardin,54.67,38.92,53.49,39.41,53.05,2001
harrison,58.47,38.06,59.45,46.55,58.58,2001
henry,65.1,46.24,65.99,60.18,66.21,2001
highland,46.79,37.28,46.22,37.28,46.71,2001
hocking,57.3,43.49,56.28,44.18,57.15,2001
holmes,55.37,44.71,56.07,48.69,55.28,2001
huron,59.7,37.9,61.64,42.65,60.31,2001
jackson,46.98,40.74,48.91,44.34,47.26,2001
jefferson,56.75,38,55.71,48.48,51.69,2001
knox,63.42,45.56,60.55,51.67,60.79,2001
lake,85.75,47.99,82.49,54.83,79.93,2001
lawrence,36.85,33.38,36,32.35,36.98,2001
licking,62.05,43.69,58.38,44.76,58.31,2001
logan,64.5,45.34,64.37,50.75,62.92,2001
lorain,75.82,45.34,75.93,54.24,75.69,2001
lucas,91.99,51.25,89.55,64.23,87.14,2001
madison,56.3,42.16,56.89,48.22,55.53,2001
mahoning,75.63,49.18,77.37,55.24,75.86,2001
marion,67.11,46.57,68.37,53.22,67.51,2001
medina,87.82,50.6,90.07,57.03,87.52,2001
meigs,46.11,39.72,48.05,43.67,48.08,2001
mercer,49.6,40.64,49.36,43.28,49.54,2001
miami,65.04,41.17,65.35,46.74,65.67,2001
monroe,49.42,32.88,48.81,42.07,48.54,2001
montgomery,87.93,57.71,85.57,66.52,84.43,2001
morgan,49.49,34.25,50.92,39.92,51.58,2001
morrow,59.43,41.83,63.94,47.82,61.29,2001
muskingum,62.83,39.36,63.27,42.39,62.53,2001
noble,48.04,38.07,47.78,42.95,47.86,2001
ottawa,66.23,35.01,62.69,39.76,55.22,2001
paulding,58.34,45.66,62.79,50.89,56.99,2001
perry,61.61,43.97,62.59,49.43,61.07,2001
pickaway,56.01,40.22,56.64,43.91,55.97,2001
pike,60.23,43.8,65.36,47.72,53.85,2001
portage,87.14,45.83,88.38,51.47,86.73,2001
preble,51.12,37.65,52.05,38.59,52.07,2001
putnam,47.76,37.45,44.35,39.7,45.33,2001
richland,73.4,48.02,74.52,57.63,74.32,2001
ross,54.29,37.63,54.04,39.83,53.94,2001
sandusky,55.56,37.81,52.44,40.49,53.79,2001
scioto,56.66,43.04,58.35,44.54,55.93,2001
seneca,58.4,36.55,60.3,48.42,60.03,2001
shelby,55.38,40.11,57.9,45.02,54.16,2001
stark,72.62,43.85,71.54,48.56,70.37,2001
summit,80.24,51.75,78.04,56.99,78.23,2001
trumbull,68.15,47.39,65.57,50.74,67.04,2001
tuscarawas,62.17,40.73,62.88,45.71,61.85,2001
union,63.94,48.26,66.35,61.53,64.85,2001
van wert,63.1,43.4,64.15,55.87,63.7,2001
vinton,42.34,39.15,43.71,42.18,41.28,2001
warren,70.59,39.25,71.08,41.83,71.13,2001
washington,53.8,39.67,54.13,42.88,51.79,2001
wayne,70.01,46.18,74.47,58.23,73.18,2001
williams,65.67,36.96,65.58,43.09,65.25,2001
wood,75.43,46.31,74.72,49.63,73.8,2001
wyandot,52.37,34.22,51.33,38.93,52.1,2001
adams,48.48,38.69,46.78,42.76,44.72,2002
allen,53.52,42.79,53.51,45.88,52.87,2002
ashland,67.05,40.72,66.46,50.32,65.47,2002
ashtabula,73.68,50.9,74.24,59.36,73.68,2002
athens,79.85,54.45,85.02,60.26,77.03,2002
auglaize,56.11,40.28,56.18,45.54,57.68,2002
belmont,60.94,42.24,60.07,43.97,59.32,2002
brown,48.33,37.52,49.56,41.03,49.2,2002
butler,70.12,48.91,69.58,51.34,65.48,2002
carroll,52.4,36.81,53.77,39.72,52.91,2002
champaign,61.69,41.07,68.09,46.9,67.88,2002
clark,68.84,43.11,69.61,54.1,68.17,2002
clermont,79.39,48.97,76.46,51.48,70.41,2002
clinton,54.55,43.9,54.07,46.45,54.37,2002
columbiana,58.9,42.48,60.35,46.7,59.99,2002
coshocton,56.8,39,57.67,44.91,50.83,2002
crawford,72.38,43.47,73.62,56.34,71.74,2002
cuyahoga,104.1,62.02,95.95,67.82,93.36,2002
darke,49.65,35.81,52,39.78,50.97,2002
defiance,56.49,40.99,57.81,46.84,58.41,2002
delaware,69.48,47.98,70.88,49.65,67.11,2002
erie,80.53,45.34,81.18,57.58,80.64,2002
fairfield,75.04,40.26,77.66,39.73,72.26,2002
fayette,52.11,39.14,55.27,41.43,52.44,2002
franklin,93.21,58.73,87.48,63.31,88.6,2002
fulton,71.73,48.29,69.83,54.07,69.79,2002
gallia,38.97,31.54,38.56,32.12,35.55,2002
geauga,94.46,52.07,93.77,57.69,91.93,2002
greene,75.63,52.32,75.42,53.97,73.62,2002
guernsey,59.72,48.98,63.32,56.64,59.05,2002
hamilton,89.87,57.9,87.33,65.09,84.93,2002
hancock,55.59,36.65,56.95,46.19,55.08,2002
hardin,57.33,42.45,56.53,43.55,55.87,2002
harrison,58.32,40.56,59.3,46.37,58.9,2002
henry,64.72,46.54,65.06,59.28,65.33,2002
highland,46.96,38.34,46.34,38.3,47.15,2002
hocking,61.29,46.01,60.82,48.06,61.16,2002
holmes,54.37,44.42,55.07,47.86,54.34,2002
huron,59.36,37.67,61.39,42.76,60.28,2002
jackson,47.76,42.31,49.17,45.23,47.4,2002
jefferson,56.84,38.19,55.76,48.61,52.86,2002
knox,62.52,45.46,60.4,51.4,60.52,2002
lake,85.9,48.33,82.92,55.22,81.61,2002
lawrence,36.42,32.37,35.82,32.18,35.76,2002
licking,62.15,43.7,58.28,44.92,58.16,2002
logan,62.85,42.17,63.22,46.04,61.25,2002
lorain,78.88,49.13,78.79,57.96,79.39,2002
lucas,92.31,54.53,89.7,65.8,87.47,2002
madison,61.07,46.55,63.62,54.31,60.87,2002
mahoning,76.46,51.57,78.16,57.69,76.8,2002
marion,66.04,44.4,67.37,50.16,66.54,2002
medina,87.83,46.68,89.23,48.1,86.92,2002
meigs,46.09,38.64,48.21,43.95,47.65,2002
mercer,50.14,41.22,49.88,43.97,49.77,2002
miami,64.79,39.78,65.05,44.19,65.46,2002
monroe,49.93,32.41,49.41,42.35,49.04,2002
montgomery,88.34,58.36,86.19,67.21,84.99,2002
morgan,49.5,34.17,50.93,39.88,50.75,2002
morrow,57.24,42,62.27,47.81,60.61,2002
muskingum,63.39,40.02,63.62,42.82,63.29,2002
noble,47.95,37.92,47.66,42.94,47.77,2002
ottawa,66.24,36.32,62.79,39.84,61.68,2002
paulding,58.37,45.15,62.66,50.03,56.51,2002
perry,61.73,45.07,62.58,49.98,61.12,2002
pickaway,56.18,40.61,56.71,44.01,56.25,2002
pike,60.18,43.74,64.51,47.62,52.81,2002
portage,87.11,45.91,87.44,51,86.36,2002
preble,53.18,40.92,54.87,42.54,54.59,2002
putnam,48.4,38.24,44.65,40.14,46.12,2002
richland,73.26,48,74.29,57.72,74.11,2002
ross,53.73,36.06,53.63,37.63,53.63,2002
sandusky,57.65,39.97,54.58,42.89,55.47,2002
scioto,58.61,43.55,61.23,45.61,57.13,2002
seneca,59.99,38.29,61.81,50.16,61.37,2002
shelby,55.13,39.72,56.74,44.42,54.3,2002
stark,73.32,45.28,72.05,50.5,70.57,2002
summit,82.95,54.88,81.48,60.42,82.14,2002
trumbull,69.24,48.48,66.93,51.87,68.11,2002
tuscarawas,62.22,39.62,62.97,44.68,62.08,2002
union,66.02,47.67,67.6,59.34,66.58,2002
van wert,63.26,43.53,64.22,55.98,63.69,2002
vinton,42.4,39.11,44.03,42.46,41.43,2002
warren,74.27,42.91,75.49,46.45,75.06,2002
washington,54.49,38.07,54.71,42.73,52.67,2002
wayne,70.28,46.45,74.79,58.51,73.46,2002
williams,65.6,37.97,65.65,43.8,65.31,2002
wood,76.81,47.89,76.17,51.23,75.05,2002
wyandot,52.29,33.27,51.36,36.71,52.18,2002
adams,47.94,38.31,45.27,41.59,44.1,2003
allen,54.18,43.93,54.09,46.75,53.79,2003
ashland,66.9,37.89,66.47,43.19,65.38,2003
ashtabula,75.42,48.82,76.29,55.24,75.24,2003
athens,80.4,51.16,85.52,57.68,77.4,2003
auglaize,55.71,38.76,55.62,45.18,57.06,2003
belmont,61.06,42.37,60.19,44.15,59.24,2003
brown,48.14,37.41,49.18,41,48.59,2003
butler,70.02,45.54,69.57,48.98,64.58,2003
carroll,53.48,38.55,54.52,40.93,53.84,2003
champaign,61.35,41.06,67.94,47.22,64.57,2003
clark,69.11,47.73,69.74,54.03,68.97,2003
clermont,79.76,46.72,77.8,49.39,70.28,2003
clinton,54.21,43.55,53.35,46.22,53.94,2003
columbiana,58.39,42.42,59.57,46.19,59.46,2003
coshocton,56.83,39.13,57.63,44.87,50.95,2003
crawford,72.23,43.1,73.33,56.13,71.84,2003
cuyahoga,105.87,64.8,97.82,70.94,95,2003
darke,49.91,36.97,52.07,40.71,51,2003
defiance,58.99,43.21,60.4,46.63,60.02,2003
delaware,70.63,46.04,71.45,46.63,68.63,2003
erie,80.21,45.21,81.13,57.43,80.52,2003
fairfield,76.36,41.66,78.84,41.15,73.25,2003
fayette,55.42,43.38,57.23,44.78,55.78,2003
franklin,93.81,55.31,88.17,61.61,89.53,2003
fulton,72.05,47.44,70.07,50.1,69.87,2003
gallia,38.73,31.1,38.35,31.8,35.12,2003
geauga,94.95,50.44,94.8,56.89,91.9,2003
greene,74.61,49.09,74.7,50.53,72.62,2003
guernsey,59.53,48.81,62.89,56.29,58.81,2003
hamilton,90.67,55.16,87.31,62.6,85.4,2003
hancock,56.32,37.61,57.76,47.22,55.89,2003
hardin,53.64,38.28,52.78,39.68,51.59,2003
harrison,59.08,39.48,60.22,46,60.16,2003
henry,67.7,48.69,67.88,61.74,67.89,2003
highland,46.77,38.09,46.11,38.69,48,2003
hocking,61.38,46.38,60.82,49.09,61.29,2003
holmes,54.1,44.02,54.57,46.97,53.78,2003
huron,59.25,38.68,61.5,43.22,60.07,2003
jackson,46.32,41.45,48.13,44.92,46.01,2003
jefferson,57.32,38.81,56.48,49.42,54.21,2003
knox,64.08,45.69,60.19,48.86,60.91,2003
lake,85.91,48.97,83.21,55.2,81.85,2003
lawrence,36.31,32.33,35.68,32.02,35.7,2003
licking,61.96,42.85,58.89,45.7,58.53,2003
logan,62.6,42.16,63.1,46.01,61.24,2003
lorain,77.93,48.79,78.11,57.23,78.99,2003
lucas,95.25,57.8,92.63,69.03,90.05,2003
madison,61.87,44.8,63.53,51.24,59.95,2003
mahoning,77.15,52.34,78.19,58.28,76.68,2003
marion,66.03,44.54,67.53,50.46,66.75,2003
medina,87.86,47.01,88.7,48.41,86.73,2003
meigs,46.07,38.95,48.11,43.84,47.24,2003
mercer,52.32,43.45,51.34,45.49,51.98,2003
miami,65.49,40.65,65.62,44.96,66.12,2003
monroe,50.14,32.62,49.5,42.4,49.18,2003
montgomery,91.45,57.28,89.44,66.17,88.44,2003
morgan,50,35.12,51.46,40.54,51.53,2003
morrow,54.41,41.22,59.18,45.98,57.75,2003
muskingum,65.87,42.73,67.06,46.37,66.04,2003
noble,48.31,35.47,48,40.5,48.11,2003
ottawa,65.8,35.9,62.89,39.76,59.25,2003
paulding,59.75,46.71,64.06,51.71,57.21,2003
perry,61.59,44.38,62.59,50.8,61.09,2003
pickaway,54.68,40.17,56.3,43.57,55.07,2003
pike,59.96,42.39,64.13,47.5,59.36,2003
portage,88.12,48.18,88.6,53.68,86.94,2003
preble,53.13,40.6,54.92,42.6,54.48,2003
putnam,50.2,40.08,48.36,43.64,50.1,2003
richland,73.23,46.11,74.18,58.32,73.96,2003
ross,53.69,37.19,53.67,38.35,53.62,2003
sandusky,56.57,40.56,53.21,42.51,54.25,2003
scioto,58.51,43.58,60.55,45.18,56.85,2003
seneca,59.68,38.06,62.48,51.08,62.28,2003
shelby,58.33,42.62,59.86,47.71,57.33,2003
stark,74.67,46.89,73,51.91,71.45,2003
summit,83.37,51.72,82.19,57.47,82.14,2003
trumbull,69.22,47.02,67.16,52.52,68.31,2003
tuscarawas,62.18,39.68,62.94,45.02,62.06,2003
union,67.66,48.95,68.44,58.97,67.31,2003
van wert,65.89,45.44,68.55,60.76,66.97,2003
vinton,42.44,39.6,44.16,42.74,41.43,2003
warren,76.39,47.1,77.47,50.56,77.26,2003
washington,54.52,39.42,54.71,43.41,52.71,2003
wayne,70.24,44.62,75.06,53.9,73.63,2003
williams,69.2,41.93,70.35,48.51,69.7,2003
wood,78.92,49.05,79.28,53.63,78.66,2003
wyandot,51.01,32.12,49.74,35.1,50.73,2003
adams,47.86,38.28,46.08,42.2,44.15,2004
allen,54.06,41.99,54.15,44.12,53.62,2004
ashland,66.89,38.66,66.32,43.91,65.14,2004
ashtabula,76.4,50.29,77.32,56.7,76.34,2004
athens,80.32,51.25,85.57,57.67,77.08,2004
auglaize,58.39,41.44,58.89,48.43,60.97,2004
belmont,60.95,40.96,60.16,43.54,59.02,2004
brown,48.72,36.97,50.23,41.29,49.39,2004
butler,70.49,48.34,70.2,51.16,66.18,2004
carroll,53.41,38.61,54.48,40.99,53.45,2004
champaign,61.63,41.43,68.2,48,64.95,2004
clark,69.62,50.29,69.7,54.97,69.1,2004
clermont,82.14,49.24,79.8,52.08,72.14,2004
clinton,53.8,43.42,52.89,46.23,53.99,2004
columbiana,57.76,42.03,58.94,45.59,58.74,2004
coshocton,59.76,40.07,60.79,44.22,53.6,2004
crawford,76.66,45.31,77.36,58.33,75.64,2004
cuyahoga,109.26,64.33,100.87,73.13,98.29,2004
darke,50.06,37.19,52.2,41.05,51.1,2004
defiance,59.07,43.42,60.45,46.68,60.12,2004
delaware,70.74,46.14,71.84,49.44,68.73,2004
erie,80.97,42.65,83.4,55.21,82.36,2004
fairfield,79.17,44.4,81.12,43.62,73.51,2004
fayette,53.97,41.54,55.97,43.96,54.3,2004
franklin,94.24,55.67,88.47,62.05,89.68,2004
fulton,72.05,48.56,69.94,50.56,70.3,2004
gallia,38.98,32.25,37.73,31.97,35.18,2004
geauga,96.66,52.05,96.77,58.21,91.85,2004
greene,77.47,52.26,77.84,54.41,74.91,2004
guernsey,59.2,46.88,60.86,51.25,57.9,2004
hamilton,91.97,56.55,89.67,65.42,87.43,2004
hancock,55.97,37.29,57.61,47.29,55.42,2004
hardin,58.75,43.41,57.72,44.62,56.65,2004
harrison,59.07,39.59,60.23,46.02,60.2,2004
henry,67.76,48.69,67.93,61.76,68.08,2004
highland,46.61,37.92,46.06,39.12,47.37,2004
hocking,61.4,46.6,60.86,49.63,61.28,2004
holmes,53.92,43.94,54.15,46.87,53.51,2004
huron,58.97,38.36,61.19,42.32,59.78,2004
jackson,46.59,42.06,48.45,45.43,46.32,2004
jefferson,57.17,37.71,56.58,47.29,54.25,2004
knox,63.81,46.16,60.3,49.62,60.7,2004
lake,87.37,46.77,84.83,54.99,83.12,2004
lawrence,35.82,31.86,35.52,31.77,35.49,2004
licking,63.28,44.29,60.2,46.9,60.17,2004
logan,62.57,42.66,63.02,46.44,61.96,2004
lorain,77.82,47.43,77.69,55.51,78.72,2004
lucas,96.99,54.66,94.68,70.44,92.42,2004
madison,64.16,47.38,65.3,53.02,63.47,2004
mahoning,79.42,54.66,81.02,61.08,78.76,2004
marion,65.95,44.5,67.31,50.74,66.58,2004
medina,89.69,48.8,90.33,50.49,88.62,2004
meigs,48.08,40.94,50.1,45.83,49.39,2004
mercer,51.63,42.84,50.74,44.92,50.88,2004
miami,68.27,43.33,68.08,47.52,68.38,2004
monroe,50.12,32.62,49.54,42.25,49.31,2004
montgomery,93.15,61.2,90.94,69.02,89.86,2004
morgan,50.46,34.97,51.82,40.73,52.06,2004
morrow,53.94,40.94,58.52,45.63,57.84,2004
muskingum,66.43,42.78,67.53,45.56,66.39,2004
noble,48,35.26,47.89,40.39,47.97,2004
ottawa,68.88,37.58,66.22,41.45,64.21,2004
paulding,59.72,47.21,64.04,52.14,57.2,2004
perry,61.63,44.48,62.72,50.89,61.14,2004
pickaway,55.22,41.64,56.42,44.68,55.63,2004
pike,59.9,42.38,64.06,47.41,57.99,2004
portage,88.41,45.75,89.99,54.61,87.47,2004
preble,52.31,39.9,54.11,42,53.67,2004
putnam,50.49,40.7,48.53,44.08,51.78,2004
richland,76.49,49.62,77.61,61.34,77.47,2004
ross,53.98,38.04,54.02,38.98,53.86,2004
sandusky,56.63,39.22,53.37,40.93,54.32,2004
scioto,59.26,44.53,62.05,46.73,57.7,2004
seneca,60.05,38.35,62.47,51.02,61.84,2004
shelby,58.88,43.17,60.4,48.22,57.76,2004
stark,76.54,46.08,74.88,52.61,73.35,2004
summit,83.58,52.31,82.15,57.93,82.16,2004
trumbull,71.29,49.13,69.89,55.43,70.82,2004
tuscarawas,63.63,41.43,64.78,46.9,63.84,2004
union,70.42,51.52,72.82,63.21,72.76,2004
van wert,66.01,45.42,68.56,60.71,66.63,2004
vinton,44.47,40.53,46.11,43.48,43.39,2004
warren,78.23,47.29,79.77,52.46,79.21,2004
washington,54.57,40.92,54.85,44.42,52.7,2004
wayne,72.04,46.31,77.63,56.97,76.01,2004
williams,68.28,41.74,69.3,47.04,68.5,2004
wood,80.36,50.79,80.98,55.78,79.62,2004
wyandot,51.95,32.98,49.98,35.36,50.93,2004
adams,48.01,37.89,47.02,41.93,44.65,2005
allen,56.58,44.62,56.38,46.22,57.11,2005
ashland,73.58,45.52,76.1,53.62,72.91,2005
ashtabula,75.94,50.21,76.91,56.56,76.16,2005
athens,82.93,54.28,89.58,62.36,79.51,2005
auglaize,60.61,43.74,61.23,50.71,63.48,2005
belmont,62.03,42.03,61.16,44.66,60.53,2005
brown,48.2,36.86,49.63,41.03,48.89,2005
butler,71.46,57.19,71.52,52.84,67.49,2005
carroll,54.33,38.87,55.25,41.35,54.43,2005
champaign,59.92,40,67.28,47.02,64.11,2005
clark,69.06,47.8,69.01,53.03,68.34,2005
clermont,85.41,52.58,84.12,56.43,75.08,2005
clinton,53.77,38.77,52.91,46.34,53.84,2005
columbiana,57.42,41.16,58.47,44.01,58.32,2005
coshocton,62.19,42.93,63.21,47.6,55.74,2005
crawford,76.44,46.57,77.22,58.63,75.51,2005
cuyahoga,111.19,66.93,102.99,75.22,99.88,2005
darke,49.41,36.9,51.56,40.83,50.5,2005
defiance,59.48,44.04,60.88,47.18,60.78,2005
delaware,76.67,52.22,79.02,54.32,75.32,2005
erie,80.91,42.92,83.41,55.25,82.23,2005
fairfield,81.55,44.7,84.13,44.73,76.19,2005
fayette,53.94,41.55,55.93,44.06,53.97,2005
franklin,99.48,61.22,94.86,67.76,95.23,2005
fulton,73.05,48.9,70.5,50.86,70.71,2005
gallia,38.54,31.79,37.38,31.56,34.32,2005
geauga,96.8,53.38,97.11,59.51,93.58,2005
greene,79.99,56.37,79.87,57.33,77.43,2005
guernsey,58.86,46.94,60.54,51.54,57.7,2005
hamilton,92.57,58.82,90.28,67.25,87.85,2005
hancock,59.13,38.52,60.13,49.49,58.31,2005
hardin,60.74,45.99,59.78,46.8,58.49,2005
harrison,59.19,39.9,60.19,46.11,60.49,2005
henry,71.29,52.42,72.57,66.39,72.39,2005
highland,45.94,37.45,45.65,39.09,46.5,2005
hocking,60.89,44.93,60.85,47.34,60.8,2005
holmes,53.81,43.04,54.01,45.91,53.41,2005
huron,59.04,38.62,61.28,42.59,59.94,2005
jackson,45.24,41.19,47.15,44.61,45,2005
jefferson,58.69,39.26,58.08,48.83,55.87,2005
knox,63.79,46.41,60.19,49.89,61.32,2005
lake,91.18,50.66,88.84,59.71,86.34,2005
lawrence,36.46,32.21,36.94,32.72,36.07,2005
licking,65.17,45.96,62.61,49.2,61.96,2005
logan,62.6,42.07,62.81,45.72,62.04,2005
lorain,78.24,48.55,78.23,56.17,79.05,2005
lucas,98.77,57.06,96.09,72.57,93.71,2005
madison,64.83,47.85,65.74,52.88,64.24,2005
mahoning,79.51,55.29,81.24,61.57,78.91,2005
marion,65.86,44.28,67.2,50.38,66.46,2005
medina,91.33,48.56,91.58,50.7,89.56,2005
meigs,47.4,39.13,49.54,45.72,48.87,2005
mercer,57.43,48.86,57.1,52.16,57.13,2005
miami,69.04,43.39,69.01,47.88,69.28,2005
monroe,50.12,31.66,49.62,41.51,49.28,2005
montgomery,95.46,63.63,93.31,71.55,92.19,2005
