id,soil_series,texture,slope,erosion,drainage,indx,CAUV 2018,Projected Expected 2019,Projected Low 2019,Projected High 2019
ALVADAL0-1SVP,ALVADA,L,0-1,S,VP,indx_99,3090,2745,2495,3440
ALVADASICL0-1SVP,ALVADA,SICL,0-1,S,VP,indx_99,2950,2620,2375,3310
AMANDAL12-18MW,AMANDA,L,12-18,M,W,indx_69,370,360,360,560
AMANDAL18-25SW,AMANDA,L,18-25,S,W,indx_59,350,350,350,350
"AMANDA-LOUDONVILLE,C12-20MW","AMANDA-LOUDONVILLE,C",,12-20,M,W,indx_59,350,350,350,470
"AMANDA-LOUDONVILLE,C2-6MW","AMANDA-LOUDONVILLE,C",,2-6,M,W,indx_69,960,775,655,1320
"AMANDA-LOUDONVILLE,C6-12MW","AMANDA-LOUDONVILLE,C",,6-12,M,W,indx_69,680,515,515,1e3
"AMANDA-OCKLEY,C12-20MW","AMANDA-OCKLEY,C",,12-20,M,W,indx_69,630,490,490,960
"AMANDA-OCKLEY,C6-12MW","AMANDA-OCKLEY,C",,6-12,M,W,indx_69,1230,1020,810,1570
AMANDASICL12-20SEW,AMANDA,SICL,12-20,SE,W,indx_59,350,350,350,350
AMANDASICL6-12SEW,AMANDA,SICL,6-12,SE,W,indx_69,430,390,390,750
AMANDASIL12-18MW,AMANDA,SIL,12-18,M,W,indx_69,370,360,360,560
AMANDASIL12-20MW,AMANDA,SIL,12-20,M,W,indx_69,370,360,360,530
AMANDASIL18-25MW,AMANDA,SIL,18-25,M,W,indx_59,350,350,350,350
AMANDASIL18-25SW,AMANDA,SIL,18-25,S,W,indx_59,350,350,350,350
AMANDASIL2-6MW,AMANDA,SIL,2-6,M,W,indx_79,1040,840,695,1390
AMANDASIL2-6SW,AMANDA,SIL,2-6,S,W,indx_79,1320,1100,890,1660
AMANDASIL6-12MW,AMANDA,SIL,6-12,M,W,indx_69,770,570,560,1070
"AMANDA,VSIL12-18MW","AMANDA,V",SIL,12-18,M,W,indx_59,350,350,350,350
"AMANDA,VSIL6-12MW","AMANDA,V",SIL,6-12,M,W,indx_69,1570,1345,1135,1920
"AMANDA-WOOSTER,C12-18MW","AMANDA-WOOSTER,C",,12-18,M,W,indx_59,350,350,350,350
"AMANDA-WOOSTER,C2-6SW","AMANDA-WOOSTER,C",,2-6,S,W,indx_79,1010,780,680,1290
"AMANDA-WOOSTER,C6-12MW","AMANDA-WOOSTER,C",,6-12,M,W,indx_69,370,360,360,560
"AQUENTS,CLAYEY0-1SVP","AQUENTS,CLAYEY",,0-1,S,VP,indx_49,350,350,350,350
"AQUENTS,NEARLY LEVEL0-2SVP","AQUENTS,NEARLY LEVEL",,0-2,S,VP,indx_49,350,350,350,350
ARKPORTFS2-6SW,ARKPORT,FS,2-6,S,W,indx_69,970,795,660,1340
ARKPORTFS6-12SW,ARKPORT,FS,6-12,S,W,indx_69,790,645,570,1190
ARKPORTFSL0-6SW,ARKPORT,FSL,0-6,S,W,indx_69,1250,1070,860,1640
ARKPORTFSL12-18SW,ARKPORT,FSL,12-18,S,W,indx_59,350,350,350,620
ARKPORTFSL6-12SW,ARKPORT,FSL,6-12,S,W,indx_69,950,780,650,1320
ARKPORTLFS0-2SW,ARKPORT,LFS,0-2,S,W,indx_69,1250,1070,860,1640
ARKPORTLFS12-18SW,ARKPORT,LFS,12-18,S,W,indx_59,350,350,350,480
ARKPORTLFS2-6SW,ARKPORT,LFS,2-6,S,W,indx_69,970,795,660,1340
ARKPORTLFS6-12SW,ARKPORT,LFS,6-12,S,W,indx_69,790,645,570,1190
"ARKPORT,V.LFS0-2SW","ARKPORT,V.",LFS,0-2,S,W,indx_69,580,465,465,940
"ARKPORT,V.LFS2-6SW","ARKPORT,V.",LFS,2-6,S,W,indx_69,370,360,360,550
"ASHTON,OF-PHSIL0-2SW","ASHTON,OF-PH",SIL,0-2,S,W,indx_89,1780,1510,1280,2100
ASHTONSIL0-2SW,ASHTON,SIL,0-2,S,W,indx_89,1780,1510,1280,2100
ASHTONSIL0-3SW,ASHTON,SIL,0-3,S,W,indx_89,1780,1510,1280,2100
ASHTONSIL2-6SW,ASHTON,SIL,2-6,S,W,indx_79,1580,1335,1110,1920
ATHERTONSIL0-2SVP,ATHERTON,SIL,0-2,S,VP,indx_69,1220,1040,835,1600
ATLASSICL6-12MSWP,ATLAS,SICL,6-12,M,SWP,indx_59,430,390,390,750
ATLASSIL2-6MSWP,ATLAS,SIL,2-6,M,SWP,indx_69,820,640,585,1170
ATLASSIL2-6SSWP,ATLAS,SIL,2-6,S,SWP,indx_69,980,790,665,1330
ATLASSIL6-12MSWP,ATLAS,SIL,6-12,M,SWP,indx_69,540,445,445,890
ATLASSIL6-12SESWP,ATLAS,SIL,6-12,SE,SWP,indx_49,350,350,350,350
AURANDFSL0-2SSWP,AURAND,FSL,0-2,S,SWP,indx_99,2950,2620,2375,3310
AURANDL0-2SSWP,AURAND,L,0-2,S,SWP,indx_99,3090,2745,2495,3440
AURANDL0-3SSWP,AURAND,L,0-3,S,SWP,indx_99,3090,2745,2495,3440
AURANDSIL0-3SSWP,AURAND,SIL,0-3,S,SWP,indx_99,3090,2745,2495,3440
AVASIL0-3SMW,AVA,SIL,0-3,S,MW,indx_79,1910,1665,1440,2260
AVASIL3-8MMW,AVA,SIL,3-8,M,MW,indx_69,1330,1130,920,1700
AVASIL8-15MMW,AVA,SIL,8-15,M,MW,indx_69,980,810,665,1350
AVERYSIL2-6SMW,AVERY,SIL,2-6,S,MW,indx_79,1760,1515,1290,2100
"AVONBURG-ATLAS,C.2-6MSWP","AVONBURG-ATLAS,C.",,2-6,M,SWP,indx_69,1100,915,725,1470
AVONBURGSIL0-2SSWP,AVONBURG,SIL,0-2,S,SWP,indx_79,1570,1340,1125,1920
AVONBURGSIL2-6MSWP,AVONBURG,SIL,2-6,M,SWP,indx_69,1100,915,725,1470
AVONBURGSIL2-6SSWP,AVONBURG,SIL,2-6,S,SWP,indx_69,1350,1135,925,1700
BARKCAMPCL0-8SW,BARKCAMP,CL,0-8,S,W,indx_59,350,350,350,350
BARKCAMPCL8-25SW,BARKCAMP,CL,8-25,S,W,indx_49,350,350,350,350
BARKCAMPGR-LS8-25SW,BARKCAMP,GR-LS,8-25,S,W,indx_49,350,350,350,350
BARKCAMPGR-SL0-8SW,BARKCAMP,GR-SL,0-8,S,W,indx_49,350,350,350,350
BARKCAMPL8-25SW,BARKCAMP,L,8-25,S,W,indx_49,350,350,350,350
"BARKCAMP,VERY STONYCN-SL0-8SW","BARKCAMP,VERY STONY",CN-SL,0-8,S,W,indx_49,350,350,350,350
"BARKCAMP,VERY STONYFLV-SL0-8SW","BARKCAMP,VERY STONY",FLV-SL,0-8,S,W,indx_49,350,350,350,350
"BARKCAMP,VERY STONYFLV-SL8-25SW","BARKCAMP,VERY STONY",FLV-SL,8-25,S,W,indx_49,350,350,350,350
BEASLEYSIL12-18MW,BEASLEY,SIL,12-18,M,W,indx_69,360,355,355,590
BEASLEYSIL6-12MW,BEASLEY,SIL,6-12,M,W,indx_69,550,450,450,870
"BEAUCOUP,OF-PHSICL0-2SVP","BEAUCOUP,OF-PH",SICL,0-2,S,VP,indx_79,2500,2230,1995,2890
BELMOREL0-2SW,BELMORE,L,0-2,S,W,indx_69,680,515,515,1e3
BELMOREL12-18MW,BELMORE,L,12-18,M,W,indx_59,350,350,350,350
BELMOREL12-18SW,BELMORE,L,12-18,S,W,indx_59,350,350,350,350
BELMOREL1-4SW,BELMORE,L,1-4,S,W,indx_69,540,445,445,890
BELMOREL2-6SW,BELMORE,L,2-6,S,W,indx_69,510,430,430,840
BELMOREL6-12MW,BELMORE,L,6-12,M,W,indx_59,350,350,350,470
BELMOREL6-12SW,BELMORE,L,6-12,S,W,indx_69,390,370,370,700
BELMORESL0-2SW,BELMORE,SL,0-2,S,W,indx_69,520,435,435,870
BELMORESL1-4SW,BELMORE,SL,1-4,S,W,indx_69,540,445,445,890
BELMORESL1-6SW,BELMORE,SL,1-6,S,W,indx_69,420,385,385,730
BELMORESL2-6SW,BELMORE,SL,2-6,S,W,indx_69,410,380,380,710
BELMORESL6-12SW,BELMORE,SL,6-12,S,W,indx_69,360,355,355,480
"BELMORE,T-SUBSTL2-6SW","BELMORE,T-SUBST",L,2-6,S,W,indx_69,510,430,430,840
BELPREC12-18SW,BELPRE,C,12-18,S,W,indx_59,350,350,350,350
BELPREC18-25SW,BELPRE,C,18-25,S,W,indx_49,350,350,350,350
BELPREC6-12SW,BELPRE,C,6-12,S,W,indx_69,450,400,400,740
BENNINGTON-FITCHVILLESIL2-6SSWP,BENNINGTON-FITCHVILLE,SIL,2-6,S,SWP,indx_69,1130,935,740,1490
BENNINGTONL0-2SSWP,BENNINGTON,L,0-2,S,SWP,indx_69,1460,1250,1035,1830
"BENNINGTON-PYRMONT,LM-SUBSTSIL0-2SSWP","BENNINGTON-PYRMONT,LM-SUBST",SIL,0-2,S,SWP,indx_69,500,425,425,830
"BENNINGTON,SH-SUBSTSIL0-2SSWP","BENNINGTON,SH-SUBST",SIL,0-2,S,SWP,indx_69,1200,1005,795,1560
"BENNINGTON,SH-SUBSTSIL2-6SSWP","BENNINGTON,SH-SUBST",SIL,2-6,S,SWP,indx_69,670,510,510,970
BENNINGTONSIL0-2SSWP,BENNINGTON,SIL,0-2,S,SWP,indx_69,1460,1250,1035,1830
BENNINGTONSIL0-3SSWP,BENNINGTON,SIL,0-3,S,SWP,indx_69,1460,1250,1035,1830
BENNINGTONSIL2-4SSWP,BENNINGTON,SIL,2-4,S,SWP,indx_69,1270,1065,850,1620
BENNINGTONSIL2-6MSWP,BENNINGTON,SIL,2-6,M,SWP,indx_69,880,700,615,1230
BENNINGTONSIL2-6SSWP,BENNINGTON,SIL,2-6,S,SWP,indx_69,1170,975,765,1530
BENNINGTON-TIROSIL0-2SSWP,BENNINGTON-TIRO,SIL,0-2,S,SWP,indx_69,1250,1070,860,1640
"BERKS-AARON,C6-15SW","BERKS-AARON,C",,6-15,S,W,indx_59,350,350,350,350
BERKSCH-SIL2-8SW,BERKS,CH-SIL,2-8,S,W,indx_59,350,350,350,350
BERKSCN-SIL0-6SW,BERKS,CN-SIL,0-6,S,W,indx_59,350,350,350,350
BERKSCN-SIL12-18SW,BERKS,CN-SIL,12-18,S,W,indx_49,350,350,350,350
BERKSCN-SIL12-20SW,BERKS,CN-SIL,12-20,S,W,indx_49,350,350,350,350
BERKSCN-SIL15-25MW,BERKS,CN-SIL,15-25,M,W,indx_49,350,350,350,350
BERKSCN-SIL15-25SW,BERKS,CN-SIL,15-25,S,W,indx_49,350,350,350,350
BERKSCN-SIL2-6SW,BERKS,CN-SIL,2-6,S,W,indx_59,350,350,350,350
BERKSCN-SIL2-8SW,BERKS,CN-SIL,2-8,S,W,indx_59,350,350,350,350
BERKSCN-SIL6-12SW,BERKS,CN-SIL,6-12,S,W,indx_59,350,350,350,350
BERKSCN-SIL6-15SW,BERKS,CN-SIL,6-15,S,W,indx_59,350,350,350,350
BERKSCN-SIL6-18SW,BERKS,CN-SIL,6-18,S,W,indx_59,350,350,350,350
BERKSCN-SIL8-15SW,BERKS,CN-SIL,8-15,S,W,indx_59,350,350,350,350
"BERKS-GUERNSEY,C.15-25SW","BERKS-GUERNSEY,C.",,15-25,S,W,indx_49,350,350,350,350
"BERKS-GUERNSEY,C.8-15SW","BERKS-GUERNSEY,C.",,8-15,S,W,indx_59,350,350,350,350
BERKS-MUSKINGUM-NEOTOMACN-SIL6-18SW,BERKS-MUSKINGUM-NEOTOMA,CN-SIL,6-18,S,W,indx_49,350,350,350,350
BERKSSH-SIL15-25SW,BERKS,SH-SIL,15-25,S,W,indx_49,350,350,350,350
BERKSSH-SIL3-8SW,BERKS,SH-SIL,3-8,S,W,indx_59,350,350,350,350
BERKSSH-SIL8-15SW,BERKS,SH-SIL,8-15,S,W,indx_59,350,350,350,350
BERKSSIL12-18SW,BERKS,SIL,12-18,S,W,indx_49,350,350,350,350
BERKSSIL15-25SW,BERKS,SIL,15-25,S,W,indx_49,350,350,350,350
BERKSSIL18-25SW,BERKS,SIL,18-25,S,W,indx_49,350,350,350,350
BERKSSIL3-8SW,BERKS,SIL,3-8,S,W,indx_59,350,350,350,350
BERKSSTV-SIL15-25MW,BERKS,STV-SIL,15-25,M,W,indx_49,350,350,350,350
"BERKS-TARHOLLOW,C6-15SW","BERKS-TARHOLLOW,C",,6-15,S,W,indx_59,450,400,400,820
BERKS-WESTMORELANDSIL15-25SW,BERKS-WESTMORELAND,SIL,15-25,S,W,indx_49,350,350,350,350
BETHESDACL0-8SW,BETHESDA,CL,0-8,S,W,indx_49,350,350,350,350
BETHESDACL8-25SW,BETHESDA,CL,8-25,S,W,indx_49,350,350,350,350
BETHESDACN-CL0-8SW,BETHESDA,CN-CL,0-8,S,W,indx_49,350,350,350,350
BETHESDACN-CL15-25SW,BETHESDA,CN-CL,15-25,S,W,indx_49,350,350,350,350
BETHESDACN-CL8-15SW,BETHESDA,CN-CL,8-15,S,W,indx_49,350,350,350,350
BETHESDACN-CL8-20SW,BETHESDA,CN-CL,8-20,S,W,indx_49,350,350,350,350
BETHESDACN-CL8-25SW,BETHESDA,CN-CL,8-25,S,W,indx_49,350,350,350,350
BETHESDACN-L0-8SW,BETHESDA,CN-L,0-8,S,W,indx_49,350,350,350,350
BETHESDACN-L8-20SW,BETHESDA,CN-L,8-20,S,W,indx_49,350,350,350,350
BETHESDACN-L8-25SW,BETHESDA,CN-L,8-25,S,W,indx_49,350,350,350,350
BETHESDACN-SICL0-8SW,BETHESDA,CN-SICL,0-8,S,W,indx_49,350,350,350,350
BETHESDACN-SICL8-25SW,BETHESDA,CN-SICL,8-25,S,W,indx_49,350,350,350,350
BETHESDACNV-CL0-8SW,BETHESDA,CNV-CL,0-8,S,W,indx_49,350,350,350,350
BETHESDACNV-CL3-15SW,BETHESDA,CNV-CL,3-15,S,W,indx_49,350,350,350,350
BETHESDACNV-CL8-20SW,BETHESDA,CNV-CL,8-20,S,W,indx_49,350,350,350,350
BETHESDAL0-8SW,BETHESDA,L,0-8,S,W,indx_49,350,350,350,350
BETHESDAL8-25SW,BETHESDA,L,8-25,S,W,indx_49,350,350,350,350
BETHESDASH-CL0-8SW,BETHESDA,SH-CL,0-8,S,W,indx_49,350,350,350,350
BETHESDASH-CL8-25SW,BETHESDA,SH-CL,8-25,S,W,indx_49,350,350,350,350
BETHESDASH-SICL0-8SW,BETHESDA,SH-SICL,0-8,S,W,indx_49,350,350,350,350
BETHESDASH-SICL8-25SW,BETHESDA,SH-SICL,8-25,S,W,indx_49,350,350,350,350
BETHESDASH-SIL1-15SW,BETHESDA,SH-SIL,1-15,S,W,indx_49,350,350,350,350
BETHESDASH-SIL15-25SW,BETHESDA,SH-SIL,15-25,S,W,indx_49,350,350,350,350
BETHESDASHV-CL3-15SW,BETHESDA,SHV-CL,3-15,S,W,indx_49,350,350,350,350
BETHESDASHV-CL8-25SW,BETHESDA,SHV-CL,8-25,S,W,indx_49,350,350,350,350
BETHESDASHV-SIC0-8SW,BETHESDA,SHV-SIC,0-8,S,W,indx_49,350,350,350,350
BETHESDASICL0-8SW,BETHESDA,SICL,0-8,S,W,indx_49,350,350,350,350
BETHESDASICL15-25SW,BETHESDA,SICL,15-25,S,W,indx_49,350,350,350,350
BETHESDASICL2-12SW,BETHESDA,SICL,2-12,S,W,indx_49,350,350,350,350
BETHESDASICL8-20SW,BETHESDA,SICL,8-20,S,W,indx_49,350,350,350,350
BETHESDASIL0-8SW,BETHESDA,SIL,0-8,S,W,indx_49,350,350,350,350
BETHESDASIL8-20SW,BETHESDA,SIL,8-20,S,W,indx_49,350,350,350,350
BETHESDASIL8-25SW,BETHESDA,SIL,8-25,S,W,indx_49,350,350,350,350
"BIGLICK-MILTON,C0-2SW","BIGLICK-MILTON,C",,0-2,S,W,indx_59,350,350,350,350
"BIGLICK-MILTON,C2-6SW","BIGLICK-MILTON,C",,2-6,S,W,indx_59,350,350,350,350
BIRKBECKSIL0-2SMW,BIRKBECK,SIL,0-2,S,MW,indx_89,2340,2080,1850,2740
BIRKBECKSIL1-4SMW,BIRKBECK,SIL,1-4,S,MW,indx_89,2240,1980,1750,2630
BIRKBECKSIL2-6MMW,BIRKBECK,SIL,2-6,M,MW,indx_79,1770,1525,1305,2110
BIRKBECKSIL2-6SMW,BIRKBECK,SIL,2-6,S,MW,indx_79,2080,1815,1590,2430
"BIXLER,C-SUBSTLS0-2SSWP","BIXLER,C-SUBST",LS,0-2,S,SWP,indx_69,1080,885,715,1430
BIXLERLFS0-2SSWP,BIXLER,LFS,0-2,S,SWP,indx_69,1320,1120,910,1690
BIXLERLFS0-3SSWP,BIXLER,LFS,0-3,S,SWP,indx_69,1320,1120,910,1690
BIXLERLFS2-6SSWP,BIXLER,LFS,2-6,S,SWP,indx_69,1030,850,690,1400
"BLAIRTON-RARDEN-GILPIN,AS5-20SMW","BLAIRTON-RARDEN-GILPIN,AS",,5-20,S,MW,indx_59,350,350,350,350
BLAKESLEESIL0-2SMW,BLAKESLEE,SIL,0-2,S,MW,indx_79,1490,1275,1060,1860
BLAKESLEESIL2-6SMW,BLAKESLEE,SIL,2-6,S,MW,indx_69,1310,1095,885,1650
BLAKESLEESIL6-12SMW,BLAKESLEE,SIL,6-12,S,MW,indx_69,930,760,640,1300
BLANCHESTERSICL0-1SVP,BLANCHESTER,SICL,0-1,S,VP,indx_79,1850,1620,1395,2230
BLANCHESTERSIL0-1SVP,BLANCHESTER,SIL,0-1,S,VP,indx_79,1850,1620,1395,2230
BLANCHESTERSIL0-2SVP,BLANCHESTER,SIL,0-2,S,VP,indx_79,2010,1755,1530,2360
BLOUNT-DEL REYSIL1-6SSWP,BLOUNT-DEL REY,SIL,1-6,S,SWP,indx_69,1420,1210,995,1780
"BLOUNT-HOUCKTOWN,C0-3SSWP","BLOUNT-HOUCKTOWN,C",,0-3,S,SWP,indx_79,2050,1820,1595,2460
"BLOUNT-JENERA,C0-3SSWP","BLOUNT-JENERA,C",,0-3,S,SWP,indx_79,1920,1675,1450,2280
BLOUNTL0-2SSWP,BLOUNT,L,0-2,S,SWP,indx_79,2020,1765,1535,2370
BLOUNTL0-3SSWP,BLOUNT,L,0-3,S,SWP,indx_79,2020,1765,1535,2370
BLOUNTL2-6MSWP,BLOUNT,L,2-6,M,SWP,indx_79,1460,1245,1035,1820
BLOUNTL2-6SSWP,BLOUNT,L,2-6,S,SWP,indx_79,1710,1470,1250,2060
"BLOUNT,LM-SUBSTSIL0-3SSWP","BLOUNT,LM-SUBST",SIL,0-3,S,SWP,indx_79,2020,1765,1535,2370
"BLOUNT,L-SUBSTL0-2SSWP","BLOUNT,L-SUBST",L,0-2,S,SWP,indx_79,2020,1765,1535,2370
"BLOUNT,L-SUBSTL2-6SSWP","BLOUNT,L-SUBST",L,2-6,S,SWP,indx_79,1710,1470,1250,2060
"BLOUNT-RIMER,C.2-6SSWP","BLOUNT-RIMER,C.",,2-6,S,SWP,indx_69,850,680,600,1210
BLOUNTSIL0-2SSWP,BLOUNT,SIL,0-2,S,SWP,indx_79,2020,1765,1535,2370
BLOUNTSIL0-4SSWP,BLOUNT,SIL,0-4,S,SWP,indx_79,1880,1645,1420,2260
BLOUNTSIL2-4SSWP,BLOUNT,SIL,2-4,S,SWP,indx_79,1730,1485,1265,2070
BLOUNTSIL2-6MSWP,BLOUNT,SIL,2-6,M,SWP,indx_79,1460,1245,1035,1820
BLOUNTSIL2-6SSWP,BLOUNT,SIL,2-6,S,SWP,indx_79,1710,1470,1250,2060
BOGARTGR-L0-2SMW,BOGART,GR-L,0-2,S,MW,indx_79,1310,1095,885,1660
BOGARTGR-L2-6SMW,BOGART,GR-L,2-6,S,MW,indx_69,1120,930,735,1490
"BOGART-HASKINS,C2-6SMW","BOGART-HASKINS,C",,2-6,S,MW,indx_69,1160,960,755,1510
BOGART-HASKINSL2-6SMW,BOGART-HASKINS,L,2-6,S,MW,indx_69,1160,960,755,1510
BOGARTL0-2SMW,BOGART,L,0-2,S,MW,indx_79,1440,1215,1e3,1790
BOGARTL2-5SMW,BOGART,L,2-5,S,MW,indx_69,1250,1040,830,1600
BOGARTL2-6SMW,BOGART,L,2-6,S,MW,indx_69,1250,1040,830,1600
BOGARTL6-12MMW,BOGART,L,6-12,M,MW,indx_69,740,575,545,1100
BOGARTSIL0-2SMW,BOGART,SIL,0-2,S,MW,indx_79,1440,1215,1e3,1790
BOGARTSIL2-5SMW,BOGART,SIL,2-5,S,MW,indx_79,1270,1065,850,1620
BOGARTSIL2-6SMW,BOGART,SIL,2-6,S,MW,indx_79,1270,1065,850,1620
BOGARTSIL6-12SMW,BOGART,SIL,6-12,S,MW,indx_69,890,710,620,1250
BOGARTSL0-2SMW,BOGART,SL,0-2,S,MW,indx_79,1310,1095,885,1660
BOGARTSOILS5-10MMW,BOGART,SOILS,5-10,M,MW,indx_69,790,625,570,1160
BOGARTSOILS5-10SMW,BOGART,SOILS,5-10,S,MW,indx_69,950,765,650,1310
"BOGART,T-SUBSTL2-6SMW","BOGART,T-SUBST",L,2-6,S,MW,indx_79,1250,1040,830,1600
"BOGART,T-SUBSTL6-12SMW","BOGART,T-SUBST",L,6-12,S,MW,indx_69,740,575,545,1100
"BOGART,VL0-3SMW","BOGART,V",L,0-3,S,MW,indx_79,1580,1355,1140,1930
"BOGART,VL3-8SMW","BOGART,V",L,3-8,S,MW,indx_79,1190,995,785,1550
BONNELLSICL15-25SEW,BONNELL,SICL,15-25,SE,W,indx_49,350,350,350,350
BONNELLSIL15-25MW,BONNELL,SIL,15-25,M,W,indx_49,350,350,350,350
BONNELLSIL15-25SW,BONNELL,SIL,15-25,S,W,indx_59,350,350,350,350
"BONNIE,FF-PHSIL0-2SVP","BONNIE,FF-PH",SIL,0-2,S,VP,indx_69,350,350,350,350
"BONNIE,PO-PHSIL0-2SVP","BONNIE,PO-PH",SIL,0-2,S,VP,indx_49,350,350,350,350
"BONO,LO-SUBSTSIC0-2SVP","BONO,LO-SUBST",SIC,0-2,S,VP,indx_79,1810,1560,1335,2150
BONOSIC0-2SVP,BONO,SIC,0-2,S,VP,indx_79,2290,2030,1800,2680
BONOSICL0-2SVP,BONO,SICL,0-2,S,VP,indx_79,2500,2200,1965,2830
"BONPAS,OV-PHSIL0-2SVP","BONPAS,OV-PH",SIL,0-2,S,VP,indx_79,2110,1870,1640,2510
BONPASSICL0-2SVP,BONPAS,SICL,0-2,S,VP,indx_79,2110,1870,1640,2510
BONPASSIL0-2SVP,BONPAS,SIL,0-2,S,VP,indx_79,2270,2015,1785,2670
"BOSTON-BRATTON,C12-18MW","BOSTON-BRATTON,C",,12-18,M,W,indx_59,350,350,350,350
"BOSTON-BRATTON,C12-18SEW","BOSTON-BRATTON,C",,12-18,SE,W,indx_49,350,350,350,350
"BOSTON-BRATTON,C18-25MW","BOSTON-BRATTON,C",,18-25,M,W,indx_49,350,350,350,350
"BOSTON-BRATTON,C6-12MW","BOSTON-BRATTON,C",,6-12,M,W,indx_69,450,400,400,720
"BOSTON-BRATTON,C6-12SEW","BOSTON-BRATTON,C",,6-12,SE,W,indx_59,350,350,350,350
BOSTON-GRAYFORDSIL2-6MW,BOSTON-GRAYFORD,SIL,2-6,M,W,indx_69,350,350,350,350
BOSTON-GRAYFORDSIL2-6SW,BOSTON-GRAYFORD,SIL,2-6,S,W,indx_69,350,350,350,410
BOYERGR-LS12-18SW,BOYER,GR-LS,12-18,S,W,indx_49,350,350,350,350
BOYERL0-4SW,BOYER,L,0-4,S,W,indx_69,800,655,575,1200
BOYERLS1-6SW,BOYER,LS,1-6,S,W,indx_69,800,655,575,1200
BOYERLS6-12SW,BOYER,LS,6-12,S,W,indx_59,560,455,455,960
BRACEVILLEL0-2SMW,BRACEVILLE,L,0-2,S,MW,indx_69,1240,1055,850,1630
BRACEVILLEL2-6SMW,BRACEVILLE,L,2-6,S,MW,indx_69,1040,860,695,1400
BRACEVILLEL6-12MMW,BRACEVILLE,L,6-12,M,MW,indx_59,570,460,460,960
BRADYSL0-3SSWP,BRADY,SL,0-3,S,SWP,indx_59,900,735,625,1270
"BRATTON-OPEQUON,C8-15MW","BRATTON-OPEQUON,C",,8-15,M,W,indx_59,350,350,350,350
BRATTONSICL12-18SEW,BRATTON,SICL,12-18,SE,W,indx_59,350,350,350,350
BRATTONSIL12-18MW,BRATTON,SIL,12-18,M,W,indx_59,350,350,350,350
BRATTONSIL2-6MW,BRATTON,SIL,2-6,M,W,indx_69,510,430,430,880
BRATTONSIL2-6SW,BRATTON,SIL,2-6,S,W,indx_69,800,600,575,1100
BRATTONSIL2-8SW,BRATTON,SIL,2-8,S,W,indx_69,650,500,500,980
BRATTONSIL3-8MW,BRATTON,SIL,3-8,M,W,indx_69,480,415,415,830
BRATTONSIL6-12MW,BRATTON,SIL,6-12,M,W,indx_69,390,370,370,580
BRENTONSIL0-2SSWP,BRENTON,SIL,0-2,S,SWP,indx_89,2810,2470,2225,3120
BRONSONSL1-6SMW,BRONSON,SL,1-6,S,MW,indx_69,1370,1160,950,1720
BROOKESICL12-18MW,BROOKE,SICL,12-18,M,W,indx_59,350,350,350,350
BROOKESICL12-25MW,BROOKE,SICL,12-25,M,W,indx_49,350,350,350,350
BROOKESICL4-12MW,BROOKE,SICL,4-12,M,W,indx_69,440,395,395,750
BROOKSIDESICL12-18SW,BROOKSIDE,SICL,12-18,S,W,indx_59,350,350,350,350
BROOKSIDESICL12-20SW,BROOKSIDE,SICL,12-20,S,W,indx_59,350,350,350,350
BROOKSIDESICL15-25SW,BROOKSIDE,SICL,15-25,S,W,indx_59,350,350,350,350
BROOKSIDESICL18-25SW,BROOKSIDE,SICL,18-25,S,W,indx_59,350,350,350,350
BROOKSIDESICL6-12SW,BROOKSIDE,SICL,6-12,S,W,indx_69,350,350,350,350
BROOKSIDESICL8-15MW,BROOKSIDE,SICL,8-15,M,W,indx_59,350,350,350,350
BROOKSIDESICL8-15SW,BROOKSIDE,SICL,8-15,S,W,indx_69,350,350,350,350
BROOKSIDESIL15-25MW,BROOKSIDE,SIL,15-25,M,W,indx_49,350,350,350,350
BROOKSIDESIL15-25SW,BROOKSIDE,SIL,15-25,S,W,indx_59,350,350,350,350
BROOKSIDESIL8-15MW,BROOKSIDE,SIL,8-15,M,W,indx_69,350,350,350,350
BROOKSIDESIL8-15SW,BROOKSIDE,SIL,8-15,S,W,indx_69,350,350,350,350
"BROOKSIDE-VANDALIA,C15-25MW","BROOKSIDE-VANDALIA,C",,15-25,M,W,indx_59,350,350,350,350
"BROOKSIDE-VANDALIA,C15-25SW","BROOKSIDE-VANDALIA,C",,15-25,S,W,indx_59,350,350,350,350
"BROOKSIDE-VANDALIA,C8-15SW","BROOKSIDE-VANDALIA,C",,8-15,S,W,indx_59,350,350,350,350
BROOKSTONCL0-2SVP,BROOKSTON,CL,0-2,S,VP,indx_89,2940,2640,2395,3340
"BROOKSTON,OV-PHSIL0-2SVP","BROOKSTON,OV-PH",SIL,0-2,S,VP,indx_79,2010,1755,1530,2360
BROOKSTONSICL0-2SVP,BROOKSTON,SICL,0-2,S,VP,indx_89,2940,2640,2395,3340
BROOKSTONSICL2-6SVP,BROOKSTON,SICL,2-6,S,VP,indx_89,2650,2365,2125,3040
BROOKSTONSIL0-2SVP,BROOKSTON,SIL,0-2,S,VP,indx_99,3130,2805,2555,3510
BROUGHTONC12-18MMW,BROUGHTON,C,12-18,M,MW,indx_49,350,350,350,350
BROUGHTONC18-25SEMW,BROUGHTON,C,18-25,SE,MW,indx_49,350,350,350,350
BROUGHTONC2-6MMW,BROUGHTON,C,2-6,M,MW,indx_59,350,350,350,410
BROUGHTONC6-12MMW,BROUGHTON,C,6-12,M,MW,indx_49,350,350,350,350
