id,soil_series,texture,slope,erosion,drainage,indx,CAUV 2018,Projected Expected 2019,Projected Low 2019,Projected High 2019
COOLVILLE-RARDENSIL8-15SMW,COOLVILLE-RARDEN,SIL,8-15,S,MW,indx_69,350,350,350,430
COOLVILLESIL0-2SMW,COOLVILLE,SIL,0-2,S,MW,indx_79,1160,970,760,1520
COOLVILLESIL1-6SMW,COOLVILLE,SIL,1-6,S,MW,indx_69,1040,860,695,1410
COOLVILLESIL1-8SMW,COOLVILLE,SIL,1-8,S,MW,indx_69,910,745,630,1290
COOLVILLESIL2-6SMW,COOLVILLE,SIL,2-6,S,MW,indx_69,1040,860,695,1410
COOLVILLESIL3-8SMW,COOLVILLE,SIL,3-8,S,MW,indx_69,910,745,630,1290
COOLVILLESIL6-12MMW,COOLVILLE,SIL,6-12,M,MW,indx_69,530,440,440,860
COOLVILLESIL8-15SMW,COOLVILLE,SIL,8-15,S,MW,indx_69,580,465,465,960
COOLVILLE-TILSITSIL2-6SMW,COOLVILLE-TILSIT,SIL,2-6,S,MW,indx_69,1040,860,695,1410
CORWINSIL0-2SMW,CORWIN,SIL,0-2,S,MW,indx_89,2350,2085,1850,2740
CORWINSIL2-6SMW,CORWIN,SIL,2-6,S,MW,indx_79,2080,1815,1585,2420
COSHOCTON-GUERNSEYSIL15-25SMW,COSHOCTON-GUERNSEY,SIL,15-25,S,MW,indx_59,350,350,350,350
COSHOCTON-GUERNSEYSIL8-15SMW,COSHOCTON-GUERNSEY,SIL,8-15,S,MW,indx_69,580,465,465,900
COSHOCTON-GUERNSEYSTV-SIL15-25SMW,COSHOCTON-GUERNSEY,STV-SIL,15-25,S,MW,indx_49,350,350,350,350
COSHOCTON-GUERNSEYSTV-SIL8-15SMW,COSHOCTON-GUERNSEY,STV-SIL,8-15,S,MW,indx_49,350,350,350,350
COSHOCTON-KEENESIL3-8SMW,COSHOCTON-KEENE,SIL,3-8,S,MW,indx_79,1470,1240,1025,1810
COSHOCTONL15-25SMW,COSHOCTON,L,15-25,S,MW,indx_59,350,350,350,440
COSHOCTONL2-6SMW,COSHOCTON,L,2-6,S,MW,indx_79,1110,920,730,1480
COSHOCTONL6-15SMW,COSHOCTON,L,6-15,S,MW,indx_69,570,460,460,920
"COSHOCTON-RIGLEY,C15-25SMW","COSHOCTON-RIGLEY,C",,15-25,S,MW,indx_59,350,350,350,350
COSHOCTONSIL12-18MMW,COSHOCTON,SIL,12-18,M,MW,indx_69,430,390,390,740
COSHOCTONSIL12-18SMW,COSHOCTON,SIL,12-18,S,MW,indx_69,470,410,410,810
COSHOCTONSIL15-25MMW,COSHOCTON,SIL,15-25,M,MW,indx_59,350,350,350,350
COSHOCTONSIL15-25SMW,COSHOCTON,SIL,15-25,S,MW,indx_59,350,350,350,440
COSHOCTONSIL1-7SMW,COSHOCTON,SIL,1-7,S,MW,indx_79,1150,960,750,1520
COSHOCTONSIL18-25MMW,COSHOCTON,SIL,18-25,M,MW,indx_59,350,350,350,350
COSHOCTONSIL2-6SMW,COSHOCTON,SIL,2-6,S,MW,indx_79,1150,960,750,1520
COSHOCTONSIL3-8SMW,COSHOCTON,SIL,3-8,S,MW,indx_79,980,790,665,1330
COSHOCTONSIL6-12MMW,COSHOCTON,SIL,6-12,M,MW,indx_69,720,535,535,1030
COSHOCTONSIL6-12SMW,COSHOCTON,SIL,6-12,S,MW,indx_69,870,685,610,1220
COSHOCTONSIL6-15MMW,COSHOCTON,SIL,6-15,M,MW,indx_69,720,535,535,1030
COSHOCTONSIL6-15SMW,COSHOCTON,SIL,6-15,S,MW,indx_69,830,655,590,1190
COSHOCTONSIL8-15MMW,COSHOCTON,SIL,8-15,M,MW,indx_69,690,520,520,1e3
COSHOCTONSIL8-15SMW,COSHOCTON,SIL,8-15,S,MW,indx_69,800,635,575,1170
"COSHOCTON,VERY STONYSIL12-25SMW","COSHOCTON,VERY STONY",SIL,12-25,S,MW,indx_49,350,350,350,350
"COSHOCTON,VERY STONYSIL15-25SMW","COSHOCTON,VERY STONY",SIL,15-25,S,MW,indx_49,350,350,350,350
"COSHOCTON,VERY STONYSIL6-15SMW","COSHOCTON,VERY STONY",SIL,6-15,S,MW,indx_49,350,350,350,350
"COSHOCTON-WESTMORELAND,C15-25SMW","COSHOCTON-WESTMORELAND,C",,15-25,S,MW,indx_59,350,350,350,420
CRANESIL0-2SSWP,CRANE,SIL,0-2,S,SWP,indx_79,2290,2030,1800,2680
CRANESIL1-4SSWP,CRANE,SIL,1-4,S,SWP,indx_79,2290,2030,1800,2680
CRIDERSIL1-6SW,CRIDER,SIL,1-6,S,W,indx_79,2220,1940,1705,2560
CRIDERSIL2-6SW,CRIDER,SIL,2-6,S,W,indx_79,2220,1940,1705,2560
CROSBYBY-SIL0-2SSWP,CROSBY,BY-SIL,0-2,S,SWP,indx_69,1020,835,685,1370
CROSBYBY-SIL0-6SSWP,CROSBY,BY-SIL,0-6,S,SWP,indx_69,870,705,610,1250
CROSBYBY-SIL2-6SSWP,CROSBY,BY-SIL,2-6,S,SWP,indx_69,700,545,525,1070
CROSBY-CELINASIL0-2SSWP,CROSBY-CELINA,SIL,0-2,S,SWP,indx_89,2080,1815,1590,2430
CROSBY-CELINASIL2-4SSWP,CROSBY-CELINA,SIL,2-4,S,SWP,indx_89,1940,1695,1470,2310
CROSBY-CELINASIL2-6SSWP,CROSBY-CELINA,SIL,2-6,S,SWP,indx_79,1820,1565,1345,2150
CROSBY-FINCASTLESIL0-2SSWP,CROSBY-FINCASTLE,SIL,0-2,S,SWP,indx_89,2560,2310,2080,3e3
CROSBY-FINCASTLESIL2-6SSWP,CROSBY-FINCASTLE,SIL,2-6,S,SWP,indx_89,2440,2205,1980,2890
CROSBY-LEWISBURGSIL0-2SSWP,CROSBY-LEWISBURG,SIL,0-2,S,SWP,indx_79,1810,1560,1335,2150
CROSBY-LEWISBURGSIL2-6SSWP,CROSBY-LEWISBURG,SIL,2-6,S,SWP,indx_79,1440,1210,995,1780
"CROSBY,LM-SUBSTSIL0-2SSWP","CROSBY,LM-SUBST",SIL,0-2,S,SWP,indx_79,2010,1755,1530,2360
CROSBYSIL0-2SSWP,CROSBY,SIL,0-2,S,SWP,indx_89,2100,1830,1605,2440
CROSBYSIL2-6MSWP,CROSBY,SIL,2-6,M,SWP,indx_79,1570,1340,1125,1920
CROSBYSIL2-6SSWP,CROSBY,SIL,2-6,S,SWP,indx_79,1820,1565,1345,2150
CROUSE-MIAMIANSIL12-18MMW,CROUSE-MIAMIAN,SIL,12-18,M,MW,indx_69,1150,955,750,1510
CROUSE-MIAMIANSIL6-12MMW,CROUSE-MIAMIAN,SIL,6-12,M,MW,indx_79,1480,1270,1055,1860
CRUZESIL12-20SMW,CRUZE,SIL,12-20,S,MW,indx_59,350,350,350,350
CRUZESIL6-12MMW,CRUZE,SIL,6-12,M,MW,indx_69,660,505,505,980
CRUZESIL8-15SMW,CRUZE,SIL,8-15,S,MW,indx_69,640,495,495,950
"CUBA,FF-PHSIL0-2SW","CUBA,FF-PH",SIL,0-2,S,W,indx_79,910,660,630,1180
"CUBA,OF-PHSIL0-2SW","CUBA,OF-PH",SIL,0-2,S,W,indx_79,1150,940,750,1490
CULLEOKASIL3-8SW,CULLEOKA,SIL,3-8,S,W,indx_69,1260,1050,840,1610
CULLEOKASIL8-15SW,CULLEOKA,SIL,8-15,S,W,indx_69,670,510,510,980
CYCLONEL0-2SVP,CYCLONE,L,0-2,S,VP,indx_89,2940,2640,2395,3340
CYGNETL0-2SMW,CYGNET,L,0-2,S,MW,indx_79,1710,1495,1275,2090
CYGNETL0-3SMW,CYGNET,L,0-3,S,MW,indx_79,1700,1480,1265,2070
DAMASCUSL0-2SP,DAMASCUS,L,0-2,S,P,indx_59,450,400,400,770
DAMASCUSSIL0-2SP,DAMASCUS,SIL,0-2,S,P,indx_59,450,400,400,770
"DAMASCUS,T-SUBSTL0-2SP","DAMASCUS,T-SUBST",L,0-2,S,P,indx_59,450,400,400,770
"DANA,BR-SUBSTSIL2-8SMW","DANA,BR-SUBST",SIL,2-8,S,MW,indx_79,2600,2325,2085,3e3
DANASIL0-2SMW,DANA,SIL,0-2,S,MW,indx_89,2900,2615,2370,3330
DANASIL0-4SMW,DANA,SIL,0-4,S,MW,indx_89,2730,2440,2200,3120
DANASIL2-6SMW,DANA,SIL,2-6,S,MW,indx_89,2610,2330,2095,3010
"DARIEN,BR-SUBSTSIL0-2SSWP","DARIEN,BR-SUBST",SIL,0-2,S,SWP,indx_69,860,705,605,1250
"DARIEN,BR-SUBSTSIL2-6SSWP","DARIEN,BR-SUBST",SIL,2-6,S,SWP,indx_69,630,490,490,1e3
"DARIEN-HORNELL,CSIL2-6SSWP","DARIEN-HORNELL,C",SIL,2-6,S,SWP,indx_59,520,435,435,900
DARIEN-PLATEASIL6-12MSWP,DARIEN-PLATEA,SIL,6-12,M,SWP,indx_59,350,350,350,550
DARIEN-PLATEASIL6-12SSWP,DARIEN-PLATEA,SIL,6-12,S,SWP,indx_59,440,395,395,750
DARIENSIL0-1SSWP,DARIEN,SIL,0-1,S,SWP,indx_69,890,730,620,1270
DARIENSIL0-2SSWP,DARIEN,SIL,0-2,S,SWP,indx_69,890,730,620,1270
DARIENSIL1-4SSWP,DARIEN,SIL,1-4,S,SWP,indx_69,720,570,535,1100
DARIENSIL2-6SSWP,DARIEN,SIL,2-6,S,SWP,indx_69,630,490,490,1e3
DARIENSIL6-12SSWP,DARIEN,SIL,6-12,S,SWP,indx_59,440,395,395,750
DARROCHL0-2SSWP,DARROCH,L,0-2,S,SWP,indx_89,2990,2685,2440,3370
DARROCHSIL0-2SSWP,DARROCH,SIL,0-2,S,SWP,indx_89,2990,2685,2440,3370
"DARROCH,V,CO-SUBSLFSL0-2SSWP","DARROCH,V,CO-SUBSL",FSL,0-2,S,SWP,indx_89,2820,2535,2295,3220
"DEFIANCE,FF-PHSIC0-2SSWP","DEFIANCE,FF-PH",SIC,0-2,S,SWP,indx_59,610,480,480,920
"DEFIANCE,FF-PHSICL0-2SSWP","DEFIANCE,FF-PH",SICL,0-2,S,SWP,indx_59,780,565,565,1060
"DEFIANCE,OF-PHSICL0-2SSWP","DEFIANCE,OF-PH",SICL,0-2,S,SWP,indx_69,1170,975,765,1540
DEFIANCESIC0-2SSWP,DEFIANCE,SIC,0-2,S,SWP,indx_69,610,480,480,940
DEFIANCESICL0-2SSWP,DEFIANCE,SICL,0-2,S,SWP,indx_69,780,580,565,1080
DEFIANCESIL0-2SSWP,DEFIANCE,SIL,0-2,S,SWP,indx_69,930,740,640,1280
DEKALBCN-L12-18SW,DEKALB,CN-L,12-18,S,W,indx_59,350,350,350,350
DEKALBCN-L12-25SW,DEKALB,CN-L,12-25,S,W,indx_59,350,350,350,350
DEKALBCN-L15-25SW,DEKALB,CN-L,15-25,S,W,indx_49,350,350,350,350
DEKALBCN-L18-25SW,DEKALB,CN-L,18-25,S,W,indx_49,350,350,350,350
DEKALBCN-L2-6SW,DEKALB,CN-L,2-6,S,W,indx_69,710,570,530,1100
DEKALBCN-L6-12SW,DEKALB,CN-L,6-12,S,W,indx_69,450,400,400,820
DEKALBCN-L6-15SW,DEKALB,CN-L,6-15,S,W,indx_49,350,350,350,350
DEKALBCN-L8-15SW,DEKALB,CN-L,8-15,S,W,indx_49,350,350,350,350
DEKALBCN-SL6-15SW,DEKALB,CN-SL,6-15,S,W,indx_49,350,350,350,350
DEKALBCNV-L1-6SW,DEKALB,CNV-L,1-6,S,W,indx_59,350,350,350,350
DEKALBFSL0-2SW,DEKALB,FSL,0-2,S,W,indx_69,870,705,610,1240
DEKALBFSL2-6SW,DEKALB,FSL,2-6,S,W,indx_69,710,570,530,1100
DEKALBL10-15MW,DEKALB,L,10-15,M,W,indx_59,380,365,365,580
DEKALBL12-18MW,DEKALB,L,12-18,M,W,indx_59,350,350,350,360
DEKALBL12-18SW,DEKALB,L,12-18,S,W,indx_59,350,350,350,500
DEKALBL15-20MW,DEKALB,L,15-20,M,W,indx_59,350,350,350,350
DEKALBL15-25SW,DEKALB,L,15-25,S,W,indx_59,350,350,350,350
DEKALBL18-25SW,DEKALB,L,18-25,S,W,indx_49,350,350,350,350
DEKALBL2-5SW,DEKALB,L,2-5,S,W,indx_69,870,705,610,1240
DEKALBL3-8SW,DEKALB,L,3-8,S,W,indx_69,750,610,550,1150
DEKALBL5-10MW,DEKALB,L,5-10,M,W,indx_69,460,405,405,830
DEKALBL5-10SW,DEKALB,L,5-10,S,W,indx_69,580,465,465,960
DEKALBL6-12MW,DEKALB,L,6-12,M,W,indx_69,460,405,405,830
DEKALBL6-12SW,DEKALB,L,6-12,S,W,indx_69,580,465,465,960
DEKALBL8-15SW,DEKALB,L,8-15,S,W,indx_69,440,395,395,790
DEKALBSL12-18SW,DEKALB,SL,12-18,S,W,indx_59,350,350,350,450
DEKALBSL12-25MW,DEKALB,SL,12-25,M,W,indx_59,350,350,350,350
DEKALBSL18-25SW,DEKALB,SL,18-25,S,W,indx_49,350,350,350,350
DEKALBSL2-6SW,DEKALB,SL,2-6,S,W,indx_69,710,570,530,1100
DEKALBSL6-12SW,DEKALB,SL,6-12,S,W,indx_69,450,400,400,820
DEKALBST-L5-20SW,DEKALB,ST-L,5-20,S,W,indx_59,350,350,350,350
"DEKALB,STONYCN-SL6-15SW","DEKALB,STONY",CN-SL,6-15,S,W,indx_49,350,350,350,350
DEKALBSTV-L12-25SW,DEKALB,STV-L,12-25,S,W,indx_49,350,350,350,350
DEKALBSTV-L2-12SW,DEKALB,STV-L,2-12,S,W,indx_49,350,350,350,350
"DEKALB-WESTMORELAND,C15-25SW","DEKALB-WESTMORELAND,C",,15-25,S,W,indx_59,350,350,350,350
DELMARSIL0-2SP,DELMAR,SIL,0-2,S,P,indx_59,350,350,350,440
"DEL REY-BLOUNT,C0-3SSWP","DEL REY-BLOUNT,C",,0-3,S,SWP,indx_79,1880,1645,1420,2260
DEL REY-FULTONSIL1-6SSWP,DEL REY-FULTON,SIL,1-6,S,SWP,indx_69,940,770,645,1310
DEL REYL0-2SSWP,DEL REY,L,0-2,S,SWP,indx_79,1730,1485,1265,2070
DEL REYL0-3SSWP,DEL REY,L,0-3,S,SWP,indx_79,1730,1485,1265,2070
DEL REYL2-6SSWP,DEL REY,L,2-6,S,SWP,indx_79,1480,1270,1055,1850
DEL REYSICL0-2SSWP,DEL REY,SICL,0-2,S,SWP,indx_79,1600,1365,1150,1940
DEL REYSICL2-6SSWP,DEL REY,SICL,2-6,S,SWP,indx_79,1410,1205,990,1780
DEL REYSIL0-2SSWP,DEL REY,SIL,0-2,S,SWP,indx_79,1730,1485,1265,2070
DEL REYSIL0-3SSWP,DEL REY,SIL,0-3,S,SWP,indx_79,1730,1485,1265,2070
DEL REYSIL1-3SSWP,DEL REY,SIL,1-3,S,SWP,indx_79,1610,1375,1160,1950
DEL REYSIL1-4SSWP,DEL REY,SIL,1-4,S,SWP,indx_79,1610,1375,1160,1950
DEL REYSIL2-6SSWP,DEL REY,SIL,2-6,S,SWP,indx_79,1480,1270,1055,1850
"DEL REY,S-SUBSTL0-2SSWP","DEL REY,S-SUBST",L,0-2,S,SWP,indx_79,1330,1115,905,1680
"DEL REY,T-SUBSTSIL0-3SSWP","DEL REY,T-SUBST",SIL,0-3,S,SWP,indx_79,1730,1485,1265,2070
"DEL REY,VSIL0-3SSWP","DEL REY,V",SIL,0-3,S,SWP,indx_79,1970,1720,1495,2330
DIGBYFSL0-2SSWP,DIGBY,FSL,0-2,S,SWP,indx_79,2e3,1775,1550,2410
DIGBYFSL2-6SSWP,DIGBY,FSL,2-6,S,SWP,indx_79,1740,1520,1300,2120
DIGBYL0-2SSWP,DIGBY,L,0-2,S,SWP,indx_79,2140,1905,1675,2550
DIGBYL0-3SSWP,DIGBY,L,0-3,S,SWP,indx_79,2140,1905,1675,2550
DIGBYL1-4SSWP,DIGBY,L,1-4,S,SWP,indx_79,2020,1795,1570,2440
DIGBYL2-6SSWP,DIGBY,L,2-6,S,SWP,indx_79,1870,1635,1410,2240
DIGBYSIL0-2SSWP,DIGBY,SIL,0-2,S,SWP,indx_79,2140,1905,1675,2550
DIGBYSIL2-6SSWP,DIGBY,SIL,2-6,S,SWP,indx_79,1870,1635,1410,2240
DIGBYSL0-2SSWP,DIGBY,SL,0-2,S,SWP,indx_79,2e3,1775,1550,2410
DIGBYSL0-3SSWP,DIGBY,SL,0-3,S,SWP,indx_79,2e3,1775,1550,2410
DIGBYSL2-6SSWP,DIGBY,SL,2-6,S,SWP,indx_79,1740,1520,1300,2120
"DIGBY,VL0-2SSWP","DIGBY,V",L,0-2,S,SWP,indx_69,480,415,415,800
"DIGBY,VSIL0-2SSWP","DIGBY,V",SIL,0-2,S,SWP,indx_79,2090,1860,1635,2500
DIXBOROFSL0-2SSWP,DIXBORO,FSL,0-2,S,SWP,indx_69,1230,1030,820,1580
DIXBOROFSL0-3SSWP,DIXBORO,FSL,0-3,S,SWP,indx_69,1230,1030,820,1580
"DIXBORO-KIBBIE,C0-2SSWP","DIXBORO-KIBBIE,C",,0-2,S,SWP,indx_89,2650,2370,2135,3050
DOLESSIL0-2SSWP,DOLES,SIL,0-2,S,SWP,indx_69,1130,940,740,1490
DOLESSIL0-3SSWP,DOLES,SIL,0-3,S,SWP,indx_69,1130,940,740,1490
"DRUMMER,GR-SUBSTSICL0-2SVP","DRUMMER,GR-SUBST",SICL,0-2,S,VP,indx_89,3400,3070,2815,3810
DUBOISSIL0-2SSWP,DUBOIS,SIL,0-2,S,SWP,indx_69,1220,1040,835,1610
DUBOISSIL2-6SSWP,DUBOIS,SIL,2-6,S,SWP,indx_69,1e3,830,675,1380
DUNBRIDGEFSL2-6SW,DUNBRIDGE,FSL,2-6,S,W,indx_59,400,375,375,630
DUNBRIDGELFS1-4SW,DUNBRIDGE,LFS,1-4,S,W,indx_59,350,350,350,540
DUNBRIDGELFS2-6SW,DUNBRIDGE,LFS,2-6,S,W,indx_59,350,350,350,530
DUNBRIDGELS0-2SW,DUNBRIDGE,LS,0-2,S,W,indx_59,400,375,375,660
DUNBRIDGELS2-6SW,DUNBRIDGE,LS,2-6,S,W,indx_59,350,350,350,530
DUNBRIDGESL0-2SW,DUNBRIDGE,SL,0-2,S,W,indx_69,570,460,460,950
DUNBRIDGESL0-4SW,DUNBRIDGE,SL,0-4,S,W,indx_59,460,405,405,760
DUNBRIDGESL1-4SW,DUNBRIDGE,SL,1-4,S,W,indx_59,460,405,405,760
"DUNBRIDGE-SPINKS,C,DEEP TO LMLFS0-2SW","DUNBRIDGE-SPINKS,C,DEEP TO LM",LFS,0-2,S,W,indx_59,350,350,350,350
"DUNBRIDGE-SPINKS,C,DEEP TO LMLFS2-6SW","DUNBRIDGE-SPINKS,C,DEEP TO LM",LFS,2-6,S,W,indx_59,350,350,350,350
"DUNBRIDGE-SPINKS,OVER LMLFS0-2SW","DUNBRIDGE-SPINKS,OVER LM",LFS,0-2,S,W,indx_59,350,350,350,350
"DUNBRIDGE-SPINKS,OVER LMLFS2-6SW","DUNBRIDGE-SPINKS,OVER LM",LFS,2-6,S,W,indx_59,350,350,350,350
"DUNBRIDGE-SPINKS,OVER LMST-LFS0-2SW","DUNBRIDGE-SPINKS,OVER LM",ST-LFS,0-2,S,W,indx_49,350,350,350,350
"DUNCANNON-LAKIN,C12-18SW","DUNCANNON-LAKIN,C",,12-18,S,W,indx_59,350,350,350,350
"DUNCANNON-LAKIN,C18-25SW","DUNCANNON-LAKIN,C",,18-25,S,W,indx_59,350,350,350,350
DUNCANNONSIL0-2SW,DUNCANNON,SIL,0-2,S,W,indx_79,1390,1175,960,1740
DUNCANNONSIL2-6SW,DUNCANNON,SIL,2-6,S,W,indx_79,1260,1050,840,1610
DUNCANNONSIL6-12SW,DUNCANNON,SIL,6-12,S,W,indx_69,920,735,635,1270
"DUNHAM,OV-PHSIL0-2SP","DUNHAM,OV-PH",SIL,0-2,S,P,indx_89,3200,2870,2620,3580
DUNHAMSICL0-2SP,DUNHAM,SICL,0-2,S,P,indx_89,3400,3070,2815,3810
"EDEN,C12-18MW","EDEN,C",,12-18,M,W,indx_49,350,350,350,350
"EDEN,C18-25MW","EDEN,C",,18-25,M,W,indx_49,350,350,350,350
"EDEN,C2-6MW","EDEN,C",,2-6,M,W,indx_69,400,375,375,670
"EDEN,C6-12MW","EDEN,C",,6-12,M,W,indx_69,350,350,350,350
EDENFL-SICL12-18MW,EDEN,FL-SICL,12-18,M,W,indx_49,350,350,350,350
EDENFL-SICL18-25MW,EDEN,FL-SICL,18-25,M,W,indx_49,350,350,350,350
EDENSICL15-25MW,EDEN,SICL,15-25,M,W,indx_49,350,350,350,350
EDENSICL15-25SW,EDEN,SICL,15-25,S,W,indx_49,350,350,350,350
EDENSICL3-8MW,EDEN,SICL,3-8,M,W,indx_69,400,375,375,670
EDENSICL8-15MW,EDEN,SICL,8-15,M,W,indx_59,350,350,350,350
EDENTONCL12-25SEW,EDENTON,CL,12-25,SE,W,indx_49,350,350,350,350
EDENTON-FAIRMONTSOILS18-25MW,EDENTON-FAIRMONT,SOILS,18-25,M,W,indx_49,350,350,350,350
EDENTON-FAIRMONTSOILS18-25SEW,EDENTON-FAIRMONT,SOILS,18-25,SE,W,indx_49,350,350,350,350
EDENTONL12-18MW,EDENTON,L,12-18,M,W,indx_59,390,370,370,640
EDENTONL18-25MW,EDENTON,L,18-25,M,W,indx_59,350,350,350,350
EDENTONL6-12MW,EDENTON,L,6-12,M,W,indx_69,760,615,555,1160
EDENTONSIL12-18MW,EDENTON,SIL,12-18,M,W,indx_59,390,370,370,640
EDENTONSIL2-6MW,EDENTON,SIL,2-6,M,W,indx_69,980,810,665,1360
EDENTONSIL2-6SW,EDENTON,SIL,2-6,S,W,indx_69,1190,1015,810,1590
EDENTONSIL6-12MW,EDENTON,SIL,6-12,M,W,indx_69,640,495,495,1020
EDENTONSOILS12-18SEW,EDENTON,SOILS,12-18,SE,W,indx_59,350,350,350,350
EDENTONSOILS6-12SEW,EDENTON,SOILS,6-12,SE,W,indx_59,350,350,350,350
EDWARDSMUCK0-1SVP,EDWARDS,MUCK,0-1,S,VP,indx_89,2010,1690,1450,2300
EDWARDSMUCK0-2SVP,EDWARDS,MUCK,0-2,S,VP,indx_89,2010,1690,1450,2300
"EEL,FF-PHL0-2SMW","EEL,FF-PH",L,0-2,S,MW,indx_69,1380,1120,900,1680
"EEL,FF-PHSIL0-2SMW","EEL,FF-PH",SIL,0-2,S,MW,indx_69,1380,1120,900,1680
"EEL,GR-SUBST,OF-PHSIL0-1SMW","EEL,GR-SUBST,OF-PH",SIL,0-1,S,MW,indx_79,1810,1580,1360,2170
"EEL,GR-SUBST,OF-PHSIL0-2SMW","EEL,GR-SUBST,OF-PH",SIL,0-2,S,MW,indx_79,1810,1580,1360,2170
EELL0-2SMW,EEL,L,0-2,S,MW,indx_79,1810,1580,1360,2170
"EEL,MOD DEEP TO LM,FF-PHSIL0-2SMW","EEL,MOD DEEP TO LM,FF-PH",SIL,0-2,S,MW,indx_59,350,350,350,350
"EEL,OF-PHSIL0-2SMW","EEL,OF-PH",SIL,0-2,S,MW,indx_79,1810,1580,1360,2170
"EEL,OVER LMSIL0-2SMW","EEL,OVER LM",SIL,0-2,S,MW,indx_59,350,350,350,350
EELSIL0-2SMW,EEL,SIL,0-2,S,MW,indx_79,1810,1580,1360,2170
"EEL,V,OF-PHSIL0-2SMW","EEL,V,OF-PH",SIL,0-2,S,MW,indx_89,2560,2285,2055,2950
"ELBA-BELPRE,C12-18SW","ELBA-BELPRE,C",,12-18,S,W,indx_69,440,395,395,760
"ELBA-BELPRE,C18-25MW","ELBA-BELPRE,C",,18-25,M,W,indx_59,350,350,350,350
ELBA-GUERNSEYSICL15-25MW,ELBA-GUERNSEY,SICL,15-25,M,W,indx_59,350,350,350,350
ELBASICL15-25MW,ELBA,SICL,15-25,M,W,indx_59,350,350,350,350
ELBASICL15-25SW,ELBA,SICL,15-25,S,W,indx_59,350,350,350,350
ELBASICL3-8SW,ELBA,SICL,3-8,S,W,indx_69,810,610,580,1120
ELBASICL8-15MW,ELBA,SICL,8-15,M,W,indx_69,450,400,400,790
ELBASICL8-15SW,ELBA,SICL,8-15,S,W,indx_69,600,475,475,930
ELBA-UPSHURSICL15-25MW,ELBA-UPSHUR,SICL,15-25,M,W,indx_59,350,350,350,350
"ELDEAN-CASCO,C6-12MW","ELDEAN-CASCO,C",,6-12,M,W,indx_59,350,350,350,350
"ELDEAN-CASCO,C6-15MW","ELDEAN-CASCO,C",,6-15,M,W,indx_59,350,350,350,350
"ELDEAN-CASCO,C6-18SEW","ELDEAN-CASCO,C",,6-18,SE,W,indx_49,350,350,350,350
ELDEAN-CASCOGR-L12-18MW,ELDEAN-CASCO,GR-L,12-18,M,W,indx_49,350,350,350,350
ELDEAN-CASCOGR-L6-12MW,ELDEAN-CASCO,GR-L,6-12,M,W,indx_59,350,350,350,350
ELDEANCL6-12SEW,ELDEAN,CL,6-12,SE,W,indx_49,350,350,350,350
ELDEANGR-CL12-18SEW,ELDEAN,GR-CL,12-18,SE,W,indx_49,350,350,350,350
ELDEANGR-CL6-12SEW,ELDEAN,GR-CL,6-12,SE,W,indx_49,350,350,350,350
ELDEANGR-L0-2SW,ELDEAN,GR-L,0-2,S,W,indx_69,1200,1005,790,1570
ELDEANGR-L2-6MW,ELDEAN,GR-L,2-6,M,W,indx_69,930,745,640,1280
ELDEANGR-L2-6SW,ELDEAN,GR-L,2-6,S,W,indx_69,1e3,805,675,1350
ELDEANGR-L6-12MW,ELDEAN,GR-L,6-12,M,W,indx_69,710,545,530,1070
ELDEAN-KENDALLVILLEL0-2SW,ELDEAN-KENDALLVILLE,L,0-2,S,W,indx_79,1420,1195,980,1760
ELDEAN-KENDALLVILLEL2-6SW,ELDEAN-KENDALLVILLE,L,2-6,S,W,indx_79,1300,1090,880,1650
ELDEAN-KENDALLVILLEL6-12MW,ELDEAN-KENDALLVILLE,L,6-12,M,W,indx_69,430,390,390,740
ELDEANL0-2SW,ELDEAN,L,0-2,S,W,indx_79,1540,1315,1100,1900
ELDEANL2-6MW,ELDEAN,L,2-6,M,W,indx_69,1080,895,715,1450
ELDEANL2-6SW,ELDEAN,L,2-6,S,W,indx_69,1260,1050,840,1610
ELDEANL6-12MW,ELDEAN,L,6-12,M,W,indx_69,850,675,600,1200
ELDEANL6-12SW,ELDEAN,L,6-12,S,W,indx_69,1050,875,700,1440
"ELDEAN-MIAMIAN,C12-18MW","ELDEAN-MIAMIAN,C",,12-18,M,W,indx_69,350,350,350,350
"ELDEAN-MIAMIAN,C12-18SEW","ELDEAN-MIAMIAN,C",,12-18,SE,W,indx_49,350,350,350,350
"ELDEAN-MIAMIAN,C2-6MW","ELDEAN-MIAMIAN,C",,2-6,M,W,indx_69,600,475,475,950
"ELDEAN-MIAMIAN,C2-6SW","ELDEAN-MIAMIAN,C",,2-6,S,W,indx_79,790,590,570,1090
"ELDEAN-MIAMIAN,C6-12MW","ELDEAN-MIAMIAN,C",,6-12,M,W,indx_69,420,385,385,730
"ELDEAN-MIAMIAN,C6-12SEW","ELDEAN-MIAMIAN,C",,6-12,SE,W,indx_49,350,350,350,350
"ELDEAN-MIAMIAN,C6-12SW","ELDEAN-MIAMIAN,C",,6-12,S,W,indx_69,610,480,480,930
"ELDEAN-MORLEY,C2-6MW","ELDEAN-MORLEY,C",,2-6,M,W,indx_69,1120,940,735,1490
"ELDEAN-MORLEY,C6-15MW","ELDEAN-MORLEY,C",,6-15,M,W,indx_59,460,405,405,820
ELDEANSIL0-2SW,ELDEAN,SIL,0-2,S,W,indx_79,1540,1315,1100,1900
