soil_series,texture,slope,erosion,drainage,year,cropland,woodland,indx,id,soil_region,corn_base,soy_base,wheat_base,oats_base,hay_base,prod_index,prod_index_new,indx_new
GUERNSEY,SIL,5-10,M,MW,2016,1120,230,indx_49,GUERNSEYSIL5-10MMW,2,87,33,43,69,4.2,66,63,indx_69
GUERNSEY,SIL,5-10,S,MW,2016,1440,440,indx_49,GUERNSEYSIL5-10SMW,2,92,35,45,72,4.3,69,66,indx_69
GUERNSEY,SIL,6-12,M,MW,2016,1150,230,indx_49,GUERNSEYSIL6-12MMW,2,90,33,35,60,4.2,64,61,indx_69
GUERNSEY,SIL,6-12,S,MW,2016,1440,440,indx_49,GUERNSEYSIL6-12SMW,2,92,35,45,72,4.3,69,66,indx_69
GUERNSEY,SIL,6-15,M,MW,2016,960,230,indx_49,GUERNSEYSIL6-15MMW,2,88,32,41,65,4.1,65,62,indx_69
GUERNSEY,SIL,6-15,S,MW,2016,1440,440,indx_49,GUERNSEYSIL6-15SMW,2,92,35,45,72,4.3,69,66,indx_69
GUERNSEY,SIL,8-15,S,MW,2016,1120,230,indx_49,GUERNSEYSIL8-15SMW,2,87,33,43,69,4.3,67,63,indx_69
GUERNSEY,SOILS,12-18,SE,MW,2016,350,230,indx_49,GUERNSEYSOILS12-18SEMW,3,0,0,0,0,2.2,37,0,indx_49
GUERNSEY-GILPIN,,8-15,S,MW,2016,920,230,indx_49,GUERNSEY-GILPIN8-15SMW,2,90,31,38,60,3.7,61,61,indx_69
GUERNSEY-GILPIN,SIL,8-15,S,MW,2016,920,230,indx_49,GUERNSEY-GILPINSIL8-15SMW,2,90,31,38,60,3.7,61,61,indx_69
"GUERNSEY-GILPIN,C",,15-25,S,MW,2016,350,230,indx_49,"GUERNSEY-GILPIN,C15-25SMW",3,83,0,30,53,3.5,56,43,indx_49
GUERNSEY-UPSHUR,SICL,15-25,M,MW,2016,350,230,indx_49,GUERNSEY-UPSHURSICL15-25MMW,3,0,0,0,0,3,50,0,indx_49
GUERNSEY-UPSHUR,SICL,6-15,M,MW,2016,820,230,indx_49,GUERNSEY-UPSHURSICL6-15MMW,2,90,30,35,60,4,63,60,indx_69
"GUERNSEY-UPSHUR,C",,12-18,M,MW,2016,350,230,indx_49,"GUERNSEY-UPSHUR,C12-18MMW",3,80,0,34,50,3.5,56,43,indx_49
"GUERNSEY-UPSHUR,C",,12-20,M,MW,2016,350,230,indx_49,"GUERNSEY-UPSHUR,C12-20MMW",3,80,0,34,50,3.5,56,43,indx_49
"GUERNSEY-UPSHUR,C",,15-25,S,MW,2016,350,230,indx_49,"GUERNSEY-UPSHUR,C15-25SMW",3,75,0,28,50,3.3,52,39,indx_49
"GUERNSEY-UPSHUR,C",,2-6,S,MW,2016,1790,790,indx_49,"GUERNSEY-UPSHUR,C2-6SMW",2,95,37,48,76,4.5,72,69,indx_69
"GUERNSEY-UPSHUR,C",,6-12,M,MW,2016,1160,230,indx_49,"GUERNSEY-UPSHUR,C6-12MMW",2,90,33,37,55,3.9,62,62,indx_69
"GUERNSEY-UPSHUR,C",,8-15,S,MW,2016,840,230,indx_49,"GUERNSEY-UPSHUR,C8-15SMW",2,90,30,38,55,3.7,61,61,indx_69
GUERNSEY-WESTMORE,SIL,12-18,M,MW,2016,350,230,indx_49,GUERNSEY-WESTMORESIL12-18MMW,3,90,0,36,56,4,63,48,indx_49
GUERNSEY-WESTMORE,SIL,6-12,M,MW,2016,990,230,indx_49,GUERNSEY-WESTMORESIL6-12MMW,2,95,30,40,60,4.5,68,63,indx_69
GUERNSEY-WESTMORELAND,SIL,15-25,S,MW,2016,350,230,indx_49,GUERNSEY-WESTMORELANDSIL15-25SMW,3,80,0,30,55,3.5,56,42,indx_49
GUERNSEY-WESTMORELAND,SIL,8-15,S,MW,2016,920,230,indx_49,GUERNSEY-WESTMORELANDSIL8-15SMW,2,90,31,38,60,3.7,61,61,indx_69
"GUERNSEY,V,THIN SOLUM",SICL,10-15,M,MW,2016,350,230,indx_49,"GUERNSEY,V,THIN SOLUMSICL10-15MMW",2,87,0,40,45,4,62,48,indx_49
"GUERNSEY,V,THIN SOLUM",SICL,15-20,M,MW,2016,350,230,indx_49,"GUERNSEY,V,THIN SOLUMSICL15-20MMW",3,68,0,34,40,3.8,54,39,indx_49
HACKERS,SIL,0-2,S,W,2016,2030,1030,indx_49,HACKERSSIL0-2SW,2,120,34,36,72,4.4,73,73,indx_79
HACKERS,SIL,0-3,S,W,2016,2030,1030,indx_49,HACKERSSIL0-3SW,2,120,34,36,72,4.4,73,73,indx_79
HACKERS,SIL,2-6,S,W,2016,1670,670,indx_49,HACKERSSIL2-6SW,2,116,32,34,68,4.4,71,70,indx_79
HACKERS,SIL,3-8,S,W,2016,1590,590,indx_49,HACKERSSIL3-8SW,2,113,32,34,68,4.1,69,69,indx_69
HACKERS,SIL,6-12,S,W,2016,1440,440,indx_49,HACKERSSIL6-12SW,2,111,31,33,67,4.1,68,67,indx_69
HANEY,FSL,0-2,S,MW,2016,1980,980,indx_49,HANEYFSL0-2SMW,2,97,39,47,81,4.3,72,71,indx_79
HANEY,FSL,2-6,S,MW,2016,1710,710,indx_49,HANEYFSL2-6SMW,2,93,37,45,78,4.1,69,68,indx_69
HANEY,L,0-2,S,MW,2016,2240,1240,indx_49,HANEYL0-2SMW,2,100,40,48,84,4.4,74,73,indx_79
HANEY,L,1-6,S,MW,2016,1940,940,indx_49,HANEYL1-6SMW,2,98,38,46,82,4.2,71,70,indx_79
HANEY,L,2-6,S,MW,2016,1940,940,indx_49,HANEYL2-6SMW,2,98,38,46,82,4.2,71,70,indx_79
HANEY,L,6-12,M,MW,2016,1680,680,indx_49,HANEYL6-12MMW,2,92,37,44,77,4,68,67,indx_69
HANEY,SIL,0-2,S,MW,2016,2240,1240,indx_49,HANEYSIL0-2SMW,2,100,40,48,84,4.1,72,73,indx_79
HANEY,SIL,2-6,S,MW,2016,1940,940,indx_49,HANEYSIL2-6SMW,2,98,38,46,82,4.2,71,70,indx_79
HANEY,SIL,6-15,M,MW,2016,910,230,indx_49,HANEYSIL6-15MMW,2,85,32,42,74,3.6,62,61,indx_69
HANEY,SL,0-2,S,MW,2016,1980,980,indx_49,HANEYSL0-2SMW,2,97,39,47,81,4.3,72,71,indx_79
HANEY,SL,2-6,S,MW,2016,1710,710,indx_49,HANEYSL2-6SMW,2,93,37,45,78,4.1,69,68,indx_69
HANEY-RAWSON,L,6-12,S,MW,2016,1600,600,indx_49,HANEY-RAWSONL6-12SMW,2,98,35,46,80,4.2,71,69,indx_69
HANEY-RAWSON,SL,1-6,S,MW,2016,1980,980,indx_49,HANEY-RAWSONSL1-6SMW,2,100,38,46,82,4.4,73,71,indx_79
HANEY-RAWSON,SL,6-12,S,MW,2016,1430,430,indx_49,HANEY-RAWSONSL6-12SMW,2,95,34,44,78,4.2,69,67,indx_69
HANOVER,SIL,10-15,M,W,2016,1230,230,indx_49,HANOVERSIL10-15MW,3,97,32,45,70,3,61,67,indx_69
HANOVER,SIL,12-18,M,W,2016,930,230,indx_49,HANOVERSIL12-18MW,3,92,30,43,66,3,59,64,indx_69
HANOVER,SIL,12-18,S,W,2016,1230,230,indx_49,HANOVERSIL12-18SW,3,97,32,45,70,3,61,67,indx_69
HANOVER,SIL,12-18,SE,W,2016,350,230,indx_49,HANOVERSIL12-18SEW,3,0,0,0,0,2.5,42,0,indx_49
HANOVER,SIL,15-20,M,W,2016,350,230,indx_49,HANOVERSIL15-20MW,3,0,0,26,26,2.6,40,10,indx_49
HANOVER,SIL,18-25,S,W,2016,350,230,indx_49,HANOVERSIL18-25SW,3,0,0,0,0,2.4,40,0,indx_49
HANOVER,SIL,2-5,M,W,2016,1750,750,indx_49,HANOVERSIL2-5MW,2,106,34,50,78,4,71,73,indx_79
HANOVER,SIL,2-5,S,W,2016,2130,1130,indx_49,HANOVERSIL2-5SW,2,110,36,52,80,4,73,76,indx_79
HANOVER,SIL,2-6,M,W,2016,1750,750,indx_49,HANOVERSIL2-6MW,2,106,34,50,78,4,71,73,indx_79
HANOVER,SIL,2-6,S,W,2016,2130,1130,indx_49,HANOVERSIL2-6SW,2,110,36,52,80,4,73,76,indx_79
HANOVER,SIL,5-10,M,W,2016,1530,530,indx_49,HANOVERSIL5-10MW,2,101,33,48,73,3.2,64,70,indx_79
HANOVER,SIL,5-10,S,W,2016,1830,830,indx_49,HANOVERSIL5-10SW,2,106,35,50,76,3.5,68,74,indx_79
HANOVER,SIL,6-12,M,W,2016,1450,450,indx_49,HANOVERSIL6-12MW,2,98,33,48,73,3.2,63,69,indx_69
HANOVER,SIL,6-12,S,W,2016,1500,500,indx_49,HANOVERSIL6-12SW,2,106,32,50,76,3.5,67,72,indx_79
HANOVER,SIL,6-12,SE,W,2016,350,230,indx_49,HANOVERSIL6-12SEW,3,73,26,26,43,3,48,48,indx_49
"HAPLAQUENTS,LOAMY",,0-2,S,VP,2016,350,230,indx_49,"HAPLAQUENTS,LOAMY0-2SVP",11,0,0,0,0,0,0,0,indx_49
HARBOR,FSL,0-3,S,MW,2016,1180,230,indx_49,HARBORFSL0-3SMW,2,88,34,36,75,3.5,61,61,indx_69
HARBOR,FSL,6-12,S,MW,2016,630,230,indx_49,HARBORFSL6-12SMW,2,80,31,32,70,3.3,57,55,indx_59
"HARROD,FF-PH",SIL,0-1,S,MW,2016,2760,1760,indx_49,"HARROD,FF-PHSIL0-1SMW",11,106,44,50,76,4.8,78,77,indx_79
"HARROD,FF-PH",SIL,0-2,S,MW,2016,2760,1760,indx_49,"HARROD,FF-PHSIL0-2SMW",11,106,44,50,76,4.8,78,77,indx_79
HARTSHORN,SIL,0-2,S,W,2016,1690,690,indx_49,HARTSHORNSIL0-2SW,2,104,34,48,80,4.4,73,72,indx_79
"HARTSHORN,OF-PH",SIL,0-2,S,W,2016,1690,690,indx_49,"HARTSHORN,OF-PHSIL0-2SW",2,104,34,48,80,4.4,73,72,indx_79
"HARTSHORN,V,WET",SIL,0-2,S,SWP,2016,1160,230,indx_49,"HARTSHORN,V,WETSIL0-2SSWP",3,90,33,36,55,3,56,61,indx_69
HASKINS,FSL,0-2,S,SWP,2016,2520,750,indx_49,HASKINSFSL0-2SSWP,2,105,42,44,84,4.2,73,74,indx_79
HASKINS,FSL,2-6,S,SWP,2016,2200,430,indx_49,HASKINSFSL2-6SSWP,2,100,40,42,80,4.2,71,70,indx_79
HASKINS,L,0-2,S,SWP,2016,2920,1150,indx_49,HASKINSL0-2SSWP,2,110,44,46,86,4.4,77,77,indx_79
HASKINS,L,0-3,S,SWP,2016,2920,1150,indx_49,HASKINSL0-3SSWP,2,110,44,46,86,4.4,77,77,indx_79
HASKINS,L,2-6,S,SWP,2016,2610,840,indx_49,HASKINSL2-6SSWP,2,108,42,46,86,4.4,76,76,indx_79
HASKINS,LS,0-2,S,SWP,2016,2260,490,indx_49,HASKINSLS0-2SSWP,2,102,40,42,78,4,70,71,indx_79
HASKINS,SIL,0-2,S,SWP,2016,2920,1150,indx_49,HASKINSSIL0-2SSWP,2,110,44,46,86,4.4,77,77,indx_79
HASKINS,SIL,0-3,S,SWP,2016,2920,1150,indx_49,HASKINSSIL0-3SSWP,2,110,44,46,86,4.4,77,77,indx_79
HASKINS,SIL,2-6,S,SWP,2016,2610,840,indx_49,HASKINSSIL2-6SSWP,2,108,42,46,86,4.4,76,76,indx_79
HASKINS,SL,0-3,S,SWP,2016,2520,750,indx_49,HASKINSSL0-3SSWP,2,105,42,45,84,4.2,74,74,indx_79
HASKINS,SL,1-4,S,SWP,2016,2520,750,indx_49,HASKINSSL1-4SSWP,2,105,42,45,84,4.2,74,74,indx_79
"HASKINS-CANEADEA,C",,2-6,S,SWP,2016,1320,230,indx_49,"HASKINS-CANEADEA,C2-6SSWP",2,90,35,35,70,3.5,61,62,indx_69
"HASKINS-DIGBY,OVER CLAY",FSL,0-2,S,SWP,2016,2840,1070,indx_49,"HASKINS-DIGBY,OVER CLAYFSL0-2SSWP",2,107,44,46,86,4.4,76,76,indx_79
"HASKINS-DIGBY,OVER CLAY",FSL,2-6,S,SWP,2016,2460,690,indx_49,"HASKINS-DIGBY,OVER CLAYFSL2-6SSWP",2,103,42,44,83,4.2,73,73,indx_79
"HASKINS-DIGBY,OVER CLAY",L,0-2,S,SWP,2016,2920,1150,indx_49,"HASKINS-DIGBY,OVER CLAYL0-2SSWP",2,110,44,46,86,4.4,77,77,indx_79
"HASKINS-DIGBY,OVER CLAY",L,2-6,S,SWP,2016,2800,1030,indx_49,"HASKINS-DIGBY,OVER CLAYL2-6SSWP",2,106,44,46,86,4.4,76,76,indx_79
"HASKINS-DIGBY,OVER CLAY",SIL,0-2,S,SWP,2016,2920,1150,indx_49,"HASKINS-DIGBY,OVER CLAYSIL0-2SSWP",2,110,44,46,86,4.4,77,77,indx_79
"HASKINS-DIGBY,OVER CLAY",SIL,2-6,S,SWP,2016,2800,1030,indx_49,"HASKINS-DIGBY,OVER CLAYSIL2-6SSWP",2,106,44,46,86,4.4,76,76,indx_79
"HASKINS-DIGBY,T-SUBST",FSL,0-2,S,SWP,2016,2610,840,indx_49,"HASKINS-DIGBY,T-SUBSTFSL0-2SSWP",2,109,42,44,82,4.4,75,75,indx_79
"HASKINS-DIGBY,T-SUBST",FSL,2-6,S,SWP,2016,2440,670,indx_49,"HASKINS-DIGBY,T-SUBSTFSL2-6SSWP",2,106,41,43,80,4.3,73,73,indx_79
"HASKINS-DIGBY,T-SUBST",L,0-2,S,SWP,2016,2860,1090,indx_49,"HASKINS-DIGBY,T-SUBSTL0-2SSWP",2,112,43,45,84,4.5,77,77,indx_79
"HASKINS-DIGBY,T-SUBST",L,2-6,S,SWP,2016,2610,840,indx_49,"HASKINS-DIGBY,T-SUBSTL2-6SSWP",2,109,42,44,82,4.4,75,75,indx_79
"HASKINS-SEWARD,C",,2-6,S,SWP,2016,1820,230,indx_49,"HASKINS-SEWARD,C2-6SSWP",2,95,38,40,80,4.1,69,67,indx_69
"HASKINS,ST-SUBST",FSL,0-2,S,SWP,2016,2520,750,indx_49,"HASKINS,ST-SUBSTFSL0-2SSWP",2,105,42,44,84,4.2,73,74,indx_79
"HASKINS,V,DARK SURFACE",L,0-2,S,SWP,2016,2990,1220,indx_49,"HASKINS,V,DARK SURFACEL0-2SSWP",2,125,41,50,90,4.5,81,83,indx_89
HAUBSTADT,SIL,0-2,S,MW,2016,2030,1030,indx_49,HAUBSTADTSIL0-2SMW,2,102,38,46,74,4.2,71,72,indx_79
HAUBSTADT,SIL,12-18,M,MW,2016,630,230,indx_49,HAUBSTADTSIL12-18MMW,3,82,30,37,59,3.2,56,57,indx_59
HAUBSTADT,SIL,12-18,SE,MW,2016,350,230,indx_49,HAUBSTADTSIL12-18SEMW,3,0,0,0,0,3,50,0,indx_49
HAUBSTADT,SIL,2-6,S,MW,2016,1760,760,indx_49,HAUBSTADTSIL2-6SMW,2,98,36,44,72,4,68,69,indx_69
HAUBSTADT,SIL,6-12,M,MW,2016,740,230,indx_49,HAUBSTADTSIL6-12MMW,2,86,30,38,66,3.4,59,59,indx_59
HAUBSTADT,SIL,6-12,SE,MW,2016,350,230,indx_49,HAUBSTADTSIL6-12SEMW,3,75,20,20,0,3,47,44,indx_49
"HAYMOND,OF-PH",SIL,0-2,S,W,2016,2290,1290,indx_49,"HAYMOND,OF-PHSIL0-2SW",2,105,40,35,0,3.7,66,69,indx_69
HAYTER,L,12-18,S,W,2016,1040,230,indx_49,HAYTERL12-18SW,3,92,32,34,58,3.5,60,61,indx_69
HAYTER,L,18-25,S,W,2016,350,230,indx_49,HAYTERL18-25SW,3,75,0,35,0,3,51,42,indx_49
HAYTER,L,2-6,S,W,2016,1920,920,indx_49,HAYTERL2-6SW,2,106,36,38,66,4,68,69,indx_69
HAYTER,L,6-12,S,W,2016,1500,500,indx_49,HAYTERL6-12SW,2,100,34,36,64,3.8,64,65,indx_69
HAYTER-VANDALIA,CN-L,12-25,S,W,2016,350,230,indx_49,HAYTER-VANDALIACN-L12-25SW,3,77,0,32,59,3.2,54,42,indx_49
HAZLETON,CN-L,15-25,S,W,2016,350,230,indx_49,HAZLETONCN-L15-25SW,3,71,29,34,0,2.9,50,52,indx_59
HAZLETON,CN-L,2-6,S,W,2016,1140,230,indx_49,HAZLETONCN-L2-6SW,2,98,31,39,64,4.2,67,65,indx_69
HAZLETON,CN-L,6-15,S,W,2016,930,230,indx_49,HAZLETONCN-L6-15SW,2,91,31,37,60,3.9,63,61,indx_69
HAZLETON,CN-L,8-15,S,W,2016,910,230,indx_49,HAZLETONCN-L8-15SW,2,90,31,37,59,3.9,62,61,indx_69
HAZLETON,CN-SL,15-25,S,W,2016,350,230,indx_49,HAZLETONCN-SL15-25SW,3,70,26,30,0,2.9,48,49,indx_49
HAZLETON,L,15-25,S,W,2016,350,230,indx_49,HAZLETONL15-25SW,3,75,0,35,0,3,51,42,indx_49
HAZLETON,L,3-8,S,W,2016,1190,230,indx_49,HAZLETONL3-8SW,2,100,31,40,65,4.3,68,66,indx_69
HAZLETON,L,8-15,S,W,2016,1100,230,indx_49,HAZLETONL8-15SW,2,94,32,38,61,4,64,63,indx_69
HENNEPIN-MIAMIAN,L,18-25,M,W,2016,350,230,indx_49,HENNEPIN-MIAMIANL18-25MW,3,0,0,0,0,2,33,0,indx_49
HENNEPIN-MIAMIAN,SIL,18-25,M,W,2016,350,230,indx_49,HENNEPIN-MIAMIANSIL18-25MW,3,0,0,0,0,2,33,0,indx_49
HENNEPIN-MIAMIAN,SIL,18-25,S,W,2016,350,230,indx_49,HENNEPIN-MIAMIANSIL18-25SW,3,0,0,0,0,2.2,37,0,indx_49
"HENNEPIN-MIAMIAN,C",,12-18,SE,W,2016,350,230,indx_49,"HENNEPIN-MIAMIAN,C12-18SEW",3,0,0,0,0,1.5,25,0,indx_49
"HENNEPIN-MIAMIAN,C",,12-25,SE,W,2016,350,230,indx_49,"HENNEPIN-MIAMIAN,C12-25SEW",3,0,0,0,0,1.5,25,0,indx_49
HENNEPIN-WYNN,SIL,18-25,M,W,2016,350,230,indx_49,HENNEPIN-WYNNSIL18-25MW,3,0,0,0,0,2.6,43,0,indx_49
HENSHAW,SIL,0-2,S,SWP,2016,2900,1130,indx_49,HENSHAWSIL0-2SSWP,2,110,44,44,70,4.2,73,76,indx_79
HENSHAW,SIL,0-4,S,SWP,2016,2750,980,indx_49,HENSHAWSIL0-4SSWP,2,108,43,43,69,4.1,72,75,indx_79
HENSHAW,SIL,1-4,S,SWP,2016,2750,980,indx_49,HENSHAWSIL1-4SSWP,2,108,43,43,69,4.1,72,75,indx_79
HENSHAW,SIL,2-6,S,SWP,2016,2520,750,indx_49,HENSHAWSIL2-6SSWP,2,106,42,42,68,4,70,73,indx_79
"HENSHAW,V,DARK",SIL,0-2,S,SWP,2016,2900,1130,indx_49,"HENSHAW,V,DARKSIL0-2SSWP",2,110,44,44,70,4.2,73,76,indx_79
HICKORY,CL,12-18,SE,W,2016,350,230,indx_49,HICKORYCL12-18SEW,3,0,0,0,0,2.8,47,0,indx_49
HICKORY,CL,18-25,SE,W,2016,350,230,indx_49,HICKORYCL18-25SEW,3,0,0,0,0,2.3,38,0,indx_49
HICKORY,CL,6-12,SE,W,2016,350,230,indx_49,HICKORYCL6-12SEW,3,80,28,35,62,3.3,56,55,indx_59
HICKORY,L,12-18,M,W,2016,780,230,indx_49,HICKORYL12-18MW,3,88,30,38,70,3.6,61,60,indx_69
HICKORY,SIL,12-18,M,W,2016,780,230,indx_49,HICKORYSIL12-18MW,3,88,30,38,70,3.6,61,60,indx_69
HICKORY,SIL,12-20,M,W,2016,760,230,indx_49,HICKORYSIL12-20MW,3,87,30,38,69,3.6,61,60,indx_69
HICKORY,SIL,18-25,M,W,2016,350,230,indx_49,HICKORYSIL18-25MW,3,0,0,0,0,2.8,47,0,indx_49
HICKORY,SIL,18-25,S,W,2016,350,230,indx_49,HICKORYSIL18-25SW,3,0,0,0,0,3,50,0,indx_49
HICKORY,SIL,2-6,M,W,2016,1440,440,indx_49,HICKORYSIL2-6MW,2,96,34,42,74,4,67,66,indx_69
HICKORY,SIL,6-12,M,W,2016,1080,230,indx_49,HICKORYSIL6-12MW,2,92,32,40,72,3.8,64,63,indx_69
"HICKORY-FAIRMONT,C",,18-25,M,W,2016,350,230,indx_49,"HICKORY-FAIRMONT,C18-25MW",3,0,0,0,0,3,50,0,indx_49
"HICKORY-GILPIN,C",,12-20,M,W,2016,350,230,indx_49,"HICKORY-GILPIN,C12-20MW",3,83,27,37,63,3.3,57,57,indx_59
HICKORY-MORRISVILLE,SIL,18-25,M,W,2016,350,230,indx_49,HICKORY-MORRISVILLESIL18-25MW,3,0,0,0,0,2.8,47,0,indx_49
HOLLY,SIL,0-2,S,P,2016,1260,230,indx_49,HOLLYSIL0-2SP,2,100,32,38,66,4,66,65,indx_69
"HOLLY,ALK-PH",SIL,0-2,S,P,2016,430,230,indx_49,"HOLLY,ALK-PHSIL0-2SP",2,100,25,25,75,3.5,60,57,indx_59
"HOLLY,FF-PH",SIL,0-2,S,P,2016,350,230,indx_49,"HOLLY,FF-PHSIL0-2SP",11,90,25,0,0,3.5,58,44,indx_49
"HOLLY,OF-PH",SIL,0-1,S,P,2016,1260,230,indx_49,"HOLLY,OF-PHSIL0-1SP",2,100,32,38,66,4,66,65,indx_69
"HOLLY,PO-PH",SIL,0-2,S,P,2016,350,230,indx_49,"HOLLY,PO-PHSIL0-2SP",3,0,0,0,0,0,0,0,indx_49
"HOLTON,OF-PH",SIL,0-2,S,SWP,2016,1690,230,indx_49,"HOLTON,OF-PHSIL0-2SSWP",2,106,34,42,74,4.4,72,70,indx_79
HOMER,SIL,0-2,S,SWP,2016,2690,920,indx_49,HOMERSIL0-2SSWP,2,116,40,50,74,4.6,78,79,indx_79
HOMER,SIL,2-6,S,SWP,2016,2290,520,indx_49,HOMERSIL2-6SSWP,2,111,38,48,71,4.4,74,76,indx_79
HOMEWOOD,SIL,12-18,M,W,2016,350,230,indx_49,HOMEWOODSIL12-18MW,3,95,20,35,80,3,57,57,indx_59
HOMEWOOD,SIL,15-20,M,W,2016,350,230,indx_49,HOMEWOODSIL15-20MW,3,90,20,35,56,3,53,56,indx_59
HOMEWOOD,SIL,15-25,M,W,2016,350,230,indx_49,HOMEWOODSIL15-25MW,3,0,0,0,0,2.6,43,0,indx_49
HOMEWOOD,SIL,18-25,M,W,2016,350,230,indx_49,HOMEWOODSIL18-25MW,3,0,0,0,0,2.6,43,0,indx_49
HOMEWOOD,SIL,2-6,S,W,2016,1710,710,indx_49,HOMEWOODSIL2-6SW,2,120,30,50,90,4.4,77,77,indx_79
HOMEWOOD,SIL,6-12,M,W,2016,550,230,indx_49,HOMEWOODSIL6-12MW,2,104,24,38,82,3.4,63,64,indx_69
HOMEWOOD,SIL,6-12,S,W,2016,810,230,indx_49,HOMEWOODSIL6-12SW,2,110,25,40,85,3.5,66,67,indx_69
HOMEWOOD,SIL,6-15,S,W,2016,770,230,indx_49,HOMEWOODSIL6-15SW,2,109,25,40,85,3.5,65,67,indx_69
HOMEWOOD,SIL,8-15,M,W,2016,550,230,indx_49,HOMEWOODSIL8-15MW,2,104,24,38,82,3.4,63,64,indx_69
"HOMEWOOD-GILPIN,C",,12-20,M,W,2016,350,230,indx_49,"HOMEWOOD-GILPIN,C12-20MW",3,87,25,36,68,3.1,56,57,indx_59
HOMEWOOD-WESTMORELAND,SIL,15-25,M,W,2016,350,230,indx_49,HOMEWOOD-WESTMORELANDSIL15-25MW,3,0,0,0,0,2.6,43,0,indx_49
HOMEWORTH,L,0-2,S,SWP,2016,1600,230,indx_49,HOMEWORTHL0-2SSWP,2,100,35,39,74,4.1,68,67,indx_69
HOMEWORTH,L,2-6,S,SWP,2016,1430,230,indx_49,HOMEWORTHL2-6SSWP,2,97,34,38,72,4,66,65,indx_69
HOMEWORTH,SIL,0-2,S,SWP,2016,1600,230,indx_49,HOMEWORTHSIL0-2SSWP,2,100,35,39,74,4.1,68,67,indx_69
HOMEWORTH,SIL,2-6,S,SWP,2016,1430,230,indx_49,HOMEWORTHSIL2-6SSWP,2,97,34,38,72,4,66,65,indx_69
HORNELL,L,2-6,S,SWP,2016,350,230,indx_49,HORNELLL2-6SSWP,3,85,27,32,75,2.8,54,55,indx_59
HORNELL,SICL,0-2,S,SWP,2016,1280,230,indx_49,HORNELLSICL0-2SSWP,2,100,32,40,75,3.4,63,66,indx_69
HORNELL,SIL,0-2,S,SWP,2016,350,230,indx_49,HORNELLSIL0-2SSWP,3,86,30,38,68,2.8,55,59,indx_59
HORNELL,SIL,12-18,M,SWP,2016,350,230,indx_49,HORNELLSIL12-18MSWP,3,69,24,30,54,2.2,44,47,indx_49
HORNELL,SIL,12-18,S,SWP,2016,350,230,indx_49,HORNELLSIL12-18SSWP,3,72,25,32,57,2.4,47,50,indx_59
HORNELL,SIL,2-6,S,SWP,2016,350,230,indx_49,HORNELLSIL2-6SSWP,3,83,29,37,65,2.7,53,57,indx_59
HORNELL,SIL,3-8,S,SWP,2016,350,230,indx_49,HORNELLSIL3-8SSWP,3,81,28,36,64,2.6,52,56,indx_59
HORNELL,SIL,6-12,M,SWP,2016,350,230,indx_49,HORNELLSIL6-12MSWP,3,77,27,34,61,2.5,49,53,indx_59
HORNELL,SIL,6-12,S,SWP,2016,350,230,indx_49,HORNELLSIL6-12SSWP,3,79,26,35,63,2.6,51,54,indx_59
HOUCKTOWN,L,0-2,S,MW,2016,2660,1660,indx_49,HOUCKTOWNL0-2SMW,2,110,42,45,80,4.5,76,76,indx_79
HOUCKTOWN,L,2-6,S,MW,2016,2490,1490,indx_49,HOUCKTOWNL2-6SMW,2,107,41,44,78,4.4,74,74,indx_79
HOUCKTOWN,SIL,0-2,S,MW,2016,2660,1660,indx_49,HOUCKTOWNSIL0-2SMW,2,110,42,45,80,4.5,76,76,indx_79
HOUCKTOWN,SIL,2-4,S,MW,2016,2510,1510,indx_49,HOUCKTOWNSIL2-4SMW,2,108,41,44,79,4.4,75,74,indx_79
HOUCKTOWN,SL,0-2,S,MW,2016,2490,1490,indx_49,HOUCKTOWNSL0-2SMW,2,107,41,44,78,4.4,74,74,indx_79
HOUCKTOWN,SL,2-4,S,MW,2016,2340,1340,indx_49,HOUCKTOWNSL2-4SMW,2,105,40,43,76,4.3,73,72,indx_79
"HOUCKTOWN-GLYNWOOD-JENERA,C",,1-4,S,MW,2016,2110,1110,indx_49,"HOUCKTOWN-GLYNWOOD-JENERA,C1-4SMW",2,108,37,46,78,4.5,75,74,indx_79
"HOUCKTOWN-GLYNWOOD,C",,6-12,M,MW,2016,1520,520,indx_49,"HOUCKTOWN-GLYNWOOD,C6-12MMW",2,97,35,39,70,4,67,66,indx_69
HOYTVILLE,C,0-2,S,VP,2016,3450,1680,indx_49,HOYTVILLEC0-2SVP,2,124,46,48,78,4.6,81,84,indx_89
HOYTVILLE,CL,0-1,S,VP,2016,3520,1750,indx_49,HOYTVILLECL0-1SVP,2,126,46,50,78,4.8,83,85,indx_89
HOYTVILLE,CL,0-2,S,VP,2016,3520,1750,indx_49,HOYTVILLECL0-2SVP,2,126,46,50,78,4.8,83,85,indx_89
HOYTVILLE,SIC,0-1,S,VP,2016,3460,1690,indx_49,HOYTVILLESIC0-1SVP,2,124,46,50,78,4.6,81,85,indx_89
HOYTVILLE,SIC,0-2,S,VP,2016,3460,1690,indx_49,HOYTVILLESIC0-2SVP,2,124,46,50,78,4.6,81,85,indx_89
HOYTVILLE,SICL,0-1,S,VP,2016,3520,1750,indx_49,HOYTVILLESICL0-1SVP,2,126,46,50,78,4.8,83,85,indx_89
