id,soil_series,texture,slope,erosion,drainage,prod_index,indx,cropland_unadj,woodland_unadj,year
LEWISBURG-CELINASIL2-6SMW,LEWISBURG-CELINA,SIL,2-6,S,MW,72,indx_79,990,240,2018
"LEWISBURG-CROSBY,C2-6SMW","LEWISBURG-CROSBY,C",,2-6,S,MW,65,indx_69,815,225,2018
LEWISBURGSIL0-2SMW,LEWISBURG,SIL,0-2,S,MW,61,indx_69,730,230,2018
LEWISBURGSIL2-6MMW,LEWISBURG,SIL,2-6,M,MW,54,indx_59,350,230,2018
LEWISBURGSIL2-6SMW,LEWISBURG,SIL,2-6,S,MW,58,indx_59,355,230,2018
LEWISBURGSOILS6-12SEMW,LEWISBURG,SOILS,6-12,SE,MW,46,indx_49,350,230,2018
"LEWISBURG,VSIL0-2SMW","LEWISBURG,V",SIL,0-2,S,MW,63,indx_69,350,230,2018
"LEWISBURG,VSIL2-6SMW","LEWISBURG,V",SIL,2-6,S,MW,61,indx_69,350,230,2018
"LEWISBURG,VSIL6-12SMW","LEWISBURG,V",SIL,6-12,S,MW,54,indx_59,350,230,2018
"LIBRARY,VSIL3-8SSWP","LIBRARY,V",SIL,3-8,S,SWP,68,indx_69,750,230,2018
LIBRESIL0-2SW,LIBRE,SIL,0-2,S,W,76,indx_79,1615,615,2018
LIBRESIL2-6SW,LIBRE,SIL,2-6,S,W,74,indx_79,1425,425,2018
LIBRESIL6-12MW,LIBRE,SIL,6-12,M,W,67,indx_69,975,225,2018
LICKINGSICL6-12MMW,LICKING,SICL,6-12,M,MW,62,indx_69,680,230,2018
LICKINGSIL0-2SMW,LICKING,SIL,0-2,S,MW,72,indx_79,1530,530,2018
LICKINGSIL0-6SMW,LICKING,SIL,0-6,S,MW,70,indx_79,1420,420,2018
LICKINGSIL12-18MMW,LICKING,SIL,12-18,M,MW,47,indx_49,350,230,2018
LICKINGSIL12-18SMW,LICKING,SIL,12-18,S,MW,50,indx_59,350,230,2018
LICKINGSIL12-25MMW,LICKING,SIL,12-25,M,MW,47,indx_49,350,230,2018
LICKINGSIL15-25MMW,LICKING,SIL,15-25,M,MW,42,indx_49,350,230,2018
LICKINGSIL1-6SMW,LICKING,SIL,1-6,S,MW,69,indx_69,1305,305,2018
LICKINGSIL2-6SMW,LICKING,SIL,2-6,S,MW,69,indx_69,1305,305,2018
LICKINGSIL3-8SMW,LICKING,SIL,3-8,S,MW,68,indx_69,1255,255,2018
LICKINGSIL6-12MMW,LICKING,SIL,6-12,M,MW,63,indx_69,870,240,2018
LICKINGSIL6-12SMW,LICKING,SIL,6-12,S,MW,67,indx_69,1095,235,2018
LICKINGSIL6-15MMW,LICKING,SIL,6-15,M,MW,63,indx_69,870,240,2018
LICKINGSIL8-15SMW,LICKING,SIL,8-15,S,MW,63,indx_69,870,240,2018
LILYL15-25SW,LILY,L,15-25,S,W,47,indx_49,350,230,2018
LILYL8-15SW,LILY,L,8-15,S,W,55,indx_59,350,230,2018
"LILY-RARDEN,C15-25SW","LILY-RARDEN,C",,15-25,S,W,42,indx_49,350,230,2018
LILYSIL15-25SW,LILY,SIL,15-25,S,W,42,indx_49,350,230,2018
LILYSIL8-15SW,LILY,SIL,8-15,S,W,55,indx_59,350,230,2018
"LILY-UPSHUR,C15-25SW","LILY-UPSHUR,C",,15-25,S,W,43,indx_49,350,230,2018
"LINDSIDE,FF-PHSIL0-2SMW","LINDSIDE,FF-PH",SIL,0-2,S,MW,73,indx_79,1535,535,2018
"LINDSIDE,OF-PHSIL0-2SMW","LINDSIDE,OF-PH",SIL,0-2,S,MW,80,indx_89,2055,1055,2018
LINDSIDESIL0-2SMW,LINDSIDE,SIL,0-2,S,MW,80,indx_89,2055,1055,2018
"LINWOOD,DRAINEDMK-SIL0-2SVP","LINWOOD,DRAINED",MK-SIL,0-2,S,VP,73,indx_79,1055,230,2018
LINWOODMUCK0-2SVP,LINWOOD,MUCK,0-2,S,VP,83,indx_89,1785,230,2018
"LINWOOD,PO-PHMK-SIL0-2SVP","LINWOOD,PO-PH",MK-SIL,0-2,S,VP,0,indx_49,350,230,2018
"LINWOOD,UNDRAINEDMUCK0-2SVP","LINWOOD,UNDRAINED",MUCK,0-2,S,VP,0,indx_49,350,230,2018
LIPPINCOTTMK-SIL0-2SVP,LIPPINCOTT,MK-SIL,0-2,S,VP,80,indx_89,1975,240,2018
LIPPINCOTTSICL0-2SVP,LIPPINCOTT,SICL,0-2,S,VP,80,indx_89,1975,240,2018
"LOBDELL,ALK-PHSIL0-2SMW","LOBDELL,ALK-PH",SIL,0-2,S,MW,75,indx_79,1625,625,2018
"LOBDELL,CN-SUBST,OF-PHL0-2SMW","LOBDELL,CN-SUBST,OF-PH",L,0-2,S,MW,72,indx_79,1035,235,2018
"LOBDELL,CN-SUBST,OF-PHSIL0-2SMW","LOBDELL,CN-SUBST,OF-PH",SIL,0-2,S,MW,72,indx_79,1035,235,2018
"LOBDELL,FF-PHSIL0-2SMW","LOBDELL,FF-PH",SIL,0-2,S,MW,66,indx_69,900,230,2018
LOBDELLFSL0-2SMW,LOBDELL,FSL,0-2,S,MW,77,indx_79,1655,655,2018
LOBDELLL0-2SMW,LOBDELL,L,0-2,S,MW,77,indx_79,1655,655,2018
"LOBDELL,OF-PHL0-2SMW","LOBDELL,OF-PH",L,0-2,S,MW,77,indx_79,1655,655,2018
"LOBDELL,OF-PHSIL0-2SMW","LOBDELL,OF-PH",SIL,0-2,S,MW,77,indx_79,1655,655,2018
"LOBDELL,RF-PHSIL0-2SMW","LOBDELL,RF-PH",SIL,0-2,S,MW,77,indx_79,1655,655,2018
LOBDELLSIL0-2SMW,LOBDELL,SIL,0-2,S,MW,77,indx_79,1655,655,2018
"LOBDELL-SLOAN,C,OF-PH0-2SMW","LOBDELL-SLOAN,C,OF-PH",,0-2,S,MW,75,indx_79,1475,475,2018
LOCKPORTSICL1-4SSWP,LOCKPORT,SICL,1-4,S,SWP,59,indx_59,360,230,2018
LORAINC0-2SVP,LORAIN,C,0-2,S,VP,70,indx_79,1295,230,2018
"LORAIN,L-SUBSTSICL0-2SVP","LORAIN,L-SUBST",SICL,0-2,S,VP,73,indx_79,1460,235,2018
LORAINSIC0-2SVP,LORAIN,SIC,0-2,S,VP,70,indx_79,1295,230,2018
LORAINSICL0-2SVP,LORAIN,SICL,0-2,S,VP,73,indx_79,1460,230,2018
LORAINSIL0-2SVP,LORAIN,SIL,0-2,S,VP,75,indx_79,1635,245,2018
"LORAIN,SI-SUBSTSICL0-2SVP","LORAIN,SI-SUBST",SICL,0-2,S,VP,73,indx_79,1460,235,2018
"LORAIN,S-SUBSTSICL0-2SVP","LORAIN,S-SUBST",SICL,0-2,S,VP,73,indx_79,1460,235,2018
LORDSTOWNCN-SIL2-6SW,LORDSTOWN,CN-SIL,2-6,S,W,62,indx_69,510,230,2018
LORDSTOWNCN-SIL6-12SW,LORDSTOWN,CN-SIL,6-12,S,W,59,indx_59,350,230,2018
LORDSTOWNL2-6SW,LORDSTOWN,L,2-6,S,W,64,indx_69,620,230,2018
LORDSTOWNL6-12SW,LORDSTOWN,L,6-12,S,W,61,indx_69,415,230,2018
LORDSTOWN-LOUDONVILLESIL18-25SW,LORDSTOWN-LOUDONVILLE,SIL,18-25,S,W,47,indx_49,350,230,2018
"LORDSTOWN-ROCK OUTCROP,C12-18SW","LORDSTOWN-ROCK OUTCROP,C",,12-18,S,W,0,indx_49,350,230,2018
LORDSTOWNSIL12-18SW,LORDSTOWN,SIL,12-18,S,W,59,indx_59,350,230,2018
LORDSTOWNSIL18-25SW,LORDSTOWN,SIL,18-25,S,W,50,indx_59,350,230,2018
LORDSTOWNSIL2-6SW,LORDSTOWN,SIL,2-6,S,W,64,indx_69,620,230,2018
LORDSTOWNSIL6-12SW,LORDSTOWN,SIL,6-12,S,W,61,indx_69,415,230,2018
"LORENZO-RODMAN,C12-18MW","LORENZO-RODMAN,C",,12-18,M,W,42,indx_49,350,230,2018
"LORENZO-RODMAN,C4-12MW","LORENZO-RODMAN,C",,4-12,M,W,47,indx_49,350,230,2018
LOUDON-EDENTONSIL18-25MMW,LOUDON-EDENTON,SIL,18-25,M,MW,55,indx_59,350,230,2018
LOUDONSIL0-2SMW,LOUDON,SIL,0-2,S,MW,77,indx_79,1705,705,2018
LOUDONSIL12-18MMW,LOUDON,SIL,12-18,M,MW,59,indx_59,635,230,2018
LOUDONSIL2-6MMW,LOUDON,SIL,2-6,M,MW,71,indx_79,1360,360,2018
LOUDONSIL2-6SMW,LOUDON,SIL,2-6,S,MW,74,indx_79,1485,485,2018
LOUDONSIL3-8MMW,LOUDON,SIL,3-8,M,MW,70,indx_79,1165,225,2018
LOUDONSIL6-12MMW,LOUDON,SIL,6-12,M,MW,67,indx_69,1065,225,2018
LOUDONSIL6-15MMW,LOUDON,SIL,6-15,M,MW,64,indx_69,800,230,2018
LOUDONSIL6-15SMW,LOUDON,SIL,6-15,S,MW,71,indx_79,1185,225,2018
LOUDONVILLEL0-2SW,LOUDONVILLE,L,0-2,S,W,74,indx_79,1625,625,2018
LOUDONVILLEL12-18MW,LOUDONVILLE,L,12-18,M,W,57,indx_59,360,230,2018
LOUDONVILLEL18-25MW,LOUDONVILLE,L,18-25,M,W,47,indx_49,350,230,2018
LOUDONVILLEL2-6SW,LOUDONVILLE,L,2-6,S,W,71,indx_79,1335,335,2018
LOUDONVILLEL6-12MW,LOUDONVILLE,L,6-12,M,W,62,indx_69,705,230,2018
LOUDONVILLEL6-12SW,LOUDONVILLE,L,6-12,S,W,65,indx_69,925,240,2018
LOUDONVILLE-MUSKINGUMSOILS10-15MW,LOUDONVILLE-MUSKINGUM,SOILS,10-15,M,W,45,indx_49,350,230,2018
LOUDONVILLE-MUSKINGUMSOILS15-20SEW,LOUDONVILLE-MUSKINGUM,SOILS,15-20,SE,W,25,indx_49,350,230,2018
LOUDONVILLE-MUSKINGUMSOILS15-20SW,LOUDONVILLE-MUSKINGUM,SOILS,15-20,S,W,36,indx_49,350,230,2018
LOUDONVILLE-MUSKINGUMSOILS2-5MW,LOUDONVILLE-MUSKINGUM,SOILS,2-5,M,W,60,indx_69,855,230,2018
LOUDONVILLE-MUSKINGUMSOILS2-5SW,LOUDONVILLE-MUSKINGUM,SOILS,2-5,S,W,63,indx_69,1085,225,2018
LOUDONVILLE-MUSKINGUMSOILS5-10MW,LOUDONVILLE-MUSKINGUM,SOILS,5-10,M,W,50,indx_59,350,230,2018
LOUDONVILLE-MUSKINGUMSOILS5-15SEW,LOUDONVILLE-MUSKINGUM,SOILS,5-15,SE,W,34,indx_49,350,230,2018
LOUDONVILLESIL10-15MW,LOUDONVILLE,SIL,10-15,M,W,52,indx_59,350,230,2018
LOUDONVILLESIL12-18MW,LOUDONVILLE,SIL,12-18,M,W,52,indx_59,350,230,2018
LOUDONVILLESIL12-18SEW,LOUDONVILLE,SIL,12-18,SE,W,49,indx_49,350,230,2018
LOUDONVILLESIL12-18SW,LOUDONVILLE,SIL,12-18,S,W,55,indx_59,350,230,2018
LOUDONVILLESIL12-25MW,LOUDONVILLE,SIL,12-25,M,W,52,indx_59,350,230,2018
LOUDONVILLESIL15-20MW,LOUDONVILLE,SIL,15-20,M,W,48,indx_49,350,230,2018
LOUDONVILLESIL15-20SW,LOUDONVILLE,SIL,15-20,S,W,53,indx_59,350,230,2018
LOUDONVILLESIL15-25SW,LOUDONVILLE,SIL,15-25,S,W,49,indx_49,350,230,2018
LOUDONVILLESIL18-25MW,LOUDONVILLE,SIL,18-25,M,W,42,indx_49,350,230,2018
LOUDONVILLESIL18-25SEW,LOUDONVILLE,SIL,18-25,SE,W,33,indx_49,350,230,2018
LOUDONVILLESIL18-25SW,LOUDONVILLE,SIL,18-25,S,W,47,indx_49,350,230,2018
LOUDONVILLESIL2-5MW,LOUDONVILLE,SIL,2-5,M,W,65,indx_69,925,240,2018
LOUDONVILLESIL2-5SW,LOUDONVILLE,SIL,2-5,S,W,71,indx_79,1335,335,2018
LOUDONVILLESIL2-6MW,LOUDONVILLE,SIL,2-6,M,W,65,indx_69,925,240,2018
LOUDONVILLESIL2-6SW,LOUDONVILLE,SIL,2-6,S,W,71,indx_79,1335,335,2018
LOUDONVILLESIL5-10MW,LOUDONVILLE,SIL,5-10,M,W,62,indx_69,705,230,2018
LOUDONVILLESIL5-10SW,LOUDONVILLE,SIL,5-10,S,W,65,indx_69,925,240,2018
LOUDONVILLESIL6-12MW,LOUDONVILLE,SIL,6-12,M,W,62,indx_69,705,230,2018
LOUDONVILLESIL6-12SEW,LOUDONVILLE,SIL,6-12,SE,W,58,indx_59,360,230,2018
LOUDONVILLESIL6-12SW,LOUDONVILLE,SIL,6-12,S,W,65,indx_69,925,240,2018
LOUDONVILLESIL6-15SW,LOUDONVILLE,SIL,6-15,S,W,64,indx_69,825,240,2018
LOUDONVILLESIL6-18SW,LOUDONVILLE,SIL,6-18,S,W,62,indx_69,705,230,2018
"LOUDONVILLE-STEINSBURG,C12-20MW","LOUDONVILLE-STEINSBURG,C",,12-20,M,W,52,indx_59,350,230,2018
"LOUDONVILLE-STEINSBURG,C6-12MW","LOUDONVILLE-STEINSBURG,C",,6-12,M,W,61,indx_69,490,230,2018
LOWELLSICL15-25MW,LOWELL,SICL,15-25,M,W,50,indx_59,350,230,2018
LOWELLSIL12-20MW,LOWELL,SIL,12-20,M,W,54,indx_59,350,230,2018
LOWELLSIL15-25MW,LOWELL,SIL,15-25,M,W,52,indx_59,350,230,2018
LOWELLSIL15-25SW,LOWELL,SIL,15-25,S,W,54,indx_59,350,230,2018
LOWELLSIL1-7SW,LOWELL,SIL,1-7,S,W,69,indx_69,1175,235,2018
LOWELLSIL2-8SW,LOWELL,SIL,2-8,S,W,69,indx_69,1175,235,2018
LOWELLSIL3-8MW,LOWELL,SIL,3-8,M,W,61,indx_69,585,230,2018
LOWELLSIL3-8SW,LOWELL,SIL,3-8,S,W,69,indx_69,1175,235,2018
LOWELLSIL6-15SW,LOWELL,SIL,6-15,S,W,67,indx_69,740,230,2018
LOWELLSIL7-15SW,LOWELL,SIL,7-15,S,W,65,indx_69,920,230,2018
LOWELLSIL8-15MW,LOWELL,SIL,8-15,M,W,58,indx_59,360,230,2018
LOWELLSIL8-15SW,LOWELL,SIL,8-15,S,W,65,indx_69,920,230,2018
"LOWELL-UPSHUR,C12-18SW","LOWELL-UPSHUR,C",,12-18,S,W,57,indx_59,350,230,2018
"LOWELL-UPSHUR,C18-25SW","LOWELL-UPSHUR,C",,18-25,S,W,47,indx_49,350,230,2018
"LOWELL-UPSHUR,C6-12SW","LOWELL-UPSHUR,C",,6-12,S,W,64,indx_69,640,230,2018
LOWELL-UPSHURSICL15-25SW,LOWELL-UPSHUR,SICL,15-25,S,W,49,indx_49,350,230,2018
"LOWELL-WESTMORELAND,C15-25SW","LOWELL-WESTMORELAND,C",,15-25,S,W,57,indx_59,350,230,2018
"LOWELL-WESTMORELAND,C8-15SW","LOWELL-WESTMORELAND,C",,8-15,S,W,61,indx_69,655,230,2018
LOWELL-WESTMORELANDSIL15-25SW,LOWELL-WESTMORELAND,SIL,15-25,S,W,57,indx_59,350,230,2018
LOWELL-WESTMORELANDSIL3-8SW,LOWELL-WESTMORELAND,SIL,3-8,S,W,68,indx_69,1180,240,2018
LOWELL-WESTMORELANDSIL8-15SW,LOWELL-WESTMORELAND,SIL,8-15,S,W,61,indx_69,655,230,2018
"LUCAS,L-SUBSTSICL2-6MMW","LUCAS,L-SUBST",SICL,2-6,M,MW,57,indx_59,350,230,2018
"LUCAS,L-SUBSTSICL6-12MMW","LUCAS,L-SUBST",SICL,6-12,M,MW,54,indx_59,350,230,2018
"LUCAS,L-SUBSTSIL0-2SMW","LUCAS,L-SUBST",SIL,0-2,S,MW,64,indx_69,570,230,2018
LUCASSIC2-6SMW,LUCAS,SIC,2-6,S,MW,58,indx_59,345,230,2018
LUCASSIC6-12SEMW,LUCAS,SIC,6-12,SE,MW,42,indx_49,350,230,2018
LUCASSICL12-18MMW,LUCAS,SICL,12-18,M,MW,43,indx_49,350,230,2018
LUCASSICL12-25MMW,LUCAS,SICL,12-25,M,MW,0,indx_49,350,230,2018
LUCASSICL2-6MMW,LUCAS,SICL,2-6,M,MW,57,indx_59,350,230,2018
LUCASSICL2-6SMW,LUCAS,SICL,2-6,S,MW,59,indx_59,345,230,2018
LUCASSICL6-12MMW,LUCAS,SICL,6-12,M,MW,54,indx_59,350,230,2018
LUMBERTONSIL0-2SW,LUMBERTON,SIL,0-2,S,W,70,indx_79,1050,230,2018
LUMBERTONSIL12-18MW,LUMBERTON,SIL,12-18,M,W,56,indx_59,355,230,2018
LUMBERTONSIL2-6SW,LUMBERTON,SIL,2-6,S,W,67,indx_69,860,225,2018
LUMBERTONSIL6-12MW,LUMBERTON,SIL,6-12,M,W,62,indx_69,430,230,2018
LURAY-MARENGOSICL0-2SVP,LURAY-MARENGO,SICL,0-2,S,VP,78,indx_79,1665,230,2018
LURAY-MARENGOSIL0-2SVP,LURAY-MARENGO,SIL,0-2,S,VP,80,indx_89,1875,240,2018
LURAYSICL0-2SVP,LURAY,SICL,0-2,S,VP,78,indx_79,1665,230,2018
LURAYSIL0-2SVP,LURAY,SIL,0-2,S,VP,80,indx_89,1875,240,2018
"LURAY,V,GRAV-SUBSLSIL0-2SVP","LURAY,V,GRAV-SUBSL",SIL,0-2,S,VP,82,indx_89,1795,240,2018
LYBRANDSICL12-18SEW,LYBRAND,SICL,12-18,SE,W,47,indx_49,350,230,2018
LYBRANDSICL12-20MW,LYBRAND,SICL,12-20,M,W,57,indx_59,350,230,2018
LYBRANDSIL12-18MW,LYBRAND,SIL,12-18,M,W,61,indx_69,360,230,2018
LYBRANDSIL18-25MW,LYBRAND,SIL,18-25,M,W,50,indx_59,350,230,2018
LYKENS-MILTONSIL2-6SMW,LYKENS-MILTON,SIL,2-6,S,MW,74,indx_79,1170,230,2018
LYKENSSIL0-2SMW,LYKENS,SIL,0-2,S,MW,77,indx_79,1670,670,2018
LYKENSSIL2-6SMW,LYKENS,SIL,2-6,S,MW,74,indx_79,1170,230,2018
MAHALASVILLESICL0-2SVP,MAHALASVILLE,SICL,0-2,S,VP,82,indx_89,2515,720,2018
MAHALASVILLESIL0-2SVP,MAHALASVILLE,SIL,0-2,S,VP,82,indx_89,2515,720,2018
MAHONINGL0-2SSWP,MAHONING,L,0-2,S,SWP,63,indx_69,690,230,2018
"MAHONING,SH-SUBSTSIL0-2SSWP","MAHONING,SH-SUBST",SIL,0-2,S,SWP,63,indx_69,690,230,2018
"MAHONING,SH-SUBSTSIL1-6SSWP","MAHONING,SH-SUBST",SIL,1-6,S,SWP,62,indx_69,560,230,2018
"MAHONING,SH-SUBSTSIL2-6MSWP","MAHONING,SH-SUBST",SIL,2-6,M,SWP,60,indx_69,415,230,2018
"MAHONING,SH-SUBSTSIL2-6SSWP","MAHONING,SH-SUBST",SIL,2-6,S,SWP,62,indx_69,560,230,2018
"MAHONING,SH-SUBSTSIL6-12SSWP","MAHONING,SH-SUBST",SIL,6-12,S,SWP,60,indx_69,415,230,2018
MAHONINGSIL0-2SSWP,MAHONING,SIL,0-2,S,SWP,63,indx_69,690,230,2018
MAHONINGSIL2-6MSWP,MAHONING,SIL,2-6,M,SWP,60,indx_69,415,230,2018
MAHONINGSIL2-6SSWP,MAHONING,SIL,2-6,S,SWP,62,indx_69,560,230,2018
MAHONINGSIL6-12SSWP,MAHONING,SIL,6-12,S,SWP,60,indx_69,415,230,2018
"MAHONING,SS-SUBSTL0-2SSWP","MAHONING,SS-SUBST",L,0-2,S,SWP,63,indx_69,690,230,2018
"MAHONING,SS-SUBSTSIL0-2SSWP","MAHONING,SS-SUBST",SIL,0-2,S,SWP,63,indx_69,690,230,2018
"MAHONING,SS-SUBSTSIL2-6SSWP","MAHONING,SS-SUBST",SIL,2-6,S,SWP,62,indx_69,560,230,2018
MAHONINGST-SIL0-2SSWP,MAHONING,ST-SIL,0-2,S,SWP,53,indx_59,350,230,2018
MAHONING-TIROSIL0-2SSWP,MAHONING-TIRO,SIL,0-2,S,SWP,64,indx_69,770,230,2018
MAHONING-TIROSIL2-6SSWP,MAHONING-TIRO,SIL,2-6,S,SWP,64,indx_69,770,230,2018
MARBLEHEADL0-6SW,MARBLEHEAD,L,0-6,S,W,0,indx_49,350,230,2018
MARENGOCL0-2SVP,MARENGO,CL,0-2,S,VP,79,indx_79,2255,460,2018
"MARENGO,OV-PHSIL0-2SVP","MARENGO,OV-PH",SIL,0-2,S,VP,80,indx_89,2340,525,2018
MARENGOSICL0-2SVP,MARENGO,SICL,0-2,S,VP,79,indx_79,2255,460,2018
MARENGOSIL0-2SVP,MARENGO,SIL,0-2,S,VP,80,indx_89,2340,525,2018
MARKLAND-GLENFORDSIL0-2SMW,MARKLAND-GLENFORD,SIL,0-2,S,MW,69,indx_69,800,225,2018
MARKLAND-GLENFORDSIL2-6MMW,MARKLAND-GLENFORD,SIL,2-6,M,MW,63,indx_69,345,230,2018
MARKLANDSICL12-18MMW,MARKLAND,SICL,12-18,M,MW,53,indx_59,350,230,2018
MARKLANDSICL12-20MMW,MARKLAND,SICL,12-20,M,MW,53,indx_59,350,230,2018
MARKLANDSICL12-25MMW,MARKLAND,SICL,12-25,M,MW,53,indx_59,350,230,2018
MARKLANDSICL15-25MMW,MARKLAND,SICL,15-25,M,MW,50,indx_59,350,230,2018
MARKLANDSICL18-25MMW,MARKLAND,SICL,18-25,M,MW,47,indx_49,350,230,2018
MARKLANDSICL2-6SMW,MARKLAND,SICL,2-6,S,MW,66,indx_69,790,230,2018
MARKLANDSICL3-8MMW,MARKLAND,SICL,3-8,M,MW,62,indx_69,570,230,2018
MARKLANDSICL6-12MMW,MARKLAND,SICL,6-12,M,MW,61,indx_69,380,230,2018
MARKLANDSICL6-15MMW,MARKLAND,SICL,6-15,M,MW,59,indx_59,355,230,2018
MARKLANDSICL8-15MMW,MARKLAND,SICL,8-15,M,MW,58,indx_59,355,230,2018
MARKLANDSIL12-18MMW,MARKLAND,SIL,12-18,M,MW,53,indx_59,350,230,2018
MARKLANDSIL2-6SMW,MARKLAND,SIL,2-6,S,MW,67,indx_69,980,225,2018
MARKLANDSIL6-12MMW,MARKLAND,SIL,6-12,M,MW,61,indx_69,345,230,2018
MARKLANDSIL6-12SMW,MARKLAND,SIL,6-12,S,MW,64,indx_69,420,230,2018
MARKLANDSIL6-15SMW,MARKLAND,SIL,6-15,S,MW,64,indx_69,415,230,2018
MARSH0-2SVP,MARSH,,0-2,S,VP,0,indx_49,350,230,2018
MARTINSVILLEFSL2-6SW,MARTINSVILLE,FSL,2-6,S,W,75,indx_79,1835,835,2018
MARTINSVILLEL0-2SW,MARTINSVILLE,L,0-2,S,W,81,indx_89,2270,1270,2018
MARTINSVILLEL1-4SW,MARTINSVILLE,L,1-4,S,W,79,indx_79,2150,1150,2018
MARTINSVILLEL2-6SW,MARTINSVILLE,L,2-6,S,W,77,indx_79,1990,990,2018
"MARTINSVILLE-OCKLEY,T-SUBSTL2-6SW","MARTINSVILLE-OCKLEY,T-SUBST",L,2-6,S,W,77,indx_79,1990,990,2018
"MARTINSVILLE,RF-PHL0-2SW","MARTINSVILLE,RF-PH",L,0-2,S,W,81,indx_89,2270,1270,2018
MARTINSVILLESIL0-2SW,MARTINSVILLE,SIL,0-2,S,W,81,indx_89,2270,1270,2018
MARTINSVILLESIL2-6SW,MARTINSVILLE,SIL,2-6,S,W,77,indx_79,1990,990,2018
"MARTINSVILLE,T-SUBSTL2-6SW","MARTINSVILLE,T-SUBST",L,2-6,S,W,77,indx_79,1990,990,2018
MARTISCOMK-SIL0-2SVP,MARTISCO,MK-SIL,0-2,S,VP,67,indx_69,1140,230,2018
MARTISCOMUCK0-2SVP,MARTISCO,MUCK,0-2,S,VP,67,indx_69,1140,230,2018
"MARTISCO,VSIL0-2SVP","MARTISCO,V",SIL,0-2,S,VP,57,indx_59,360,230,2018
MC GARY-FITCHVILLEL0-2SSWP,MC GARY-FITCHVILLE,L,0-2,S,SWP,68,indx_69,1345,235,2018
MC GARY-FITCHVILLESIL0-2SSWP,MC GARY-FITCHVILLE,SIL,0-2,S,SWP,68,indx_69,1345,235,2018
MC GARY-FITCHVILLESIL2-6SSWP,MC GARY-FITCHVILLE,SIL,2-6,S,SWP,65,indx_69,1140,230,2018
MC GARY-SEBRINGSIL0-2SSWP,MC GARY-SEBRING,SIL,0-2,S,SWP,62,indx_69,875,230,2018
MC GARYSICL0-2SSWP,MC GARY,SICL,0-2,S,SWP,66,indx_69,1215,230,2018
MC GARYSICL2-6SSWP,MC GARY,SICL,2-6,S,SWP,63,indx_69,935,230,2018
MC GARYSIL0-2SSWP,MC GARY,SIL,0-2,S,SWP,68,indx_69,1345,235,2018
MC GARYSIL0-3SSWP,MC GARY,SIL,0-3,S,SWP,68,indx_69,1345,235,2018
MC GARYSIL0-4SSWP,MC GARY,SIL,0-4,S,SWP,67,indx_69,1235,230,2018
MC GARYSIL1-6SSWP,MC GARY,SIL,1-6,S,SWP,65,indx_69,1140,230,2018
MC GARYSIL2-6SSWP,MC GARY,SIL,2-6,S,SWP,65,indx_69,1140,230,2018
"MC GARY,V,RF-PHSICL0-3SSWP","MC GARY,V,RF-PH",SICL,0-3,S,SWP,60,indx_69,875,230,2018
MC GUFFEYMUCK0-2SVP,MC GUFFEY,MUCK,0-2,S,VP,80,indx_89,1825,230,2018
MECHANICSBURGSIL12-18MW,MECHANICSBURG,SIL,12-18,M,W,57,indx_59,345,230,2018
MECHANICSBURGSIL12-18SW,MECHANICSBURG,SIL,12-18,S,W,60,indx_69,355,230,2018
MECHANICSBURGSIL18-25SW,MECHANICSBURG,SIL,18-25,S,W,47,indx_49,350,230,2018
MECHANICSBURGSIL2-6SW,MECHANICSBURG,SIL,2-6,S,W,70,indx_79,1055,235,2018
MECHANICSBURGSIL6-12MW,MECHANICSBURG,SIL,6-12,M,W,66,indx_69,755,225,2018
MECHANICSBURGSIL6-12SW,MECHANICSBURG,SIL,6-12,S,W,68,indx_69,925,225,2018
MECHANICSBURGSIL6-15SW,MECHANICSBURG,SIL,6-15,S,W,65,indx_69,710,235,2018
MEDWAYL0-2SMW,MEDWAY,L,0-2,S,MW,88,indx_89,2190,1190,2018
"MEDWAY,LM-SUBST,OF-PHSIL0-2SMW","MEDWAY,LM-SUBST,OF-PH",SIL,0-2,S,MW,88,indx_89,2185,1185,2018
"MEDWAY,OF-PHSIL0-1SMW","MEDWAY,OF-PH",SIL,0-1,S,MW,88,indx_89,2185,1185,2018
"MEDWAY,OF-PHSIL0-2SMW","MEDWAY,OF-PH",SIL,0-2,S,MW,88,indx_89,2185,1185,2018
"MEDWAY,OV-PHSIL0-2SMW","MEDWAY,OV-PH",SIL,0-2,S,MW,85,indx_89,2015,1015,2018
"MEDWAY,RF-PHCL0-2SMW","MEDWAY,RF-PH",CL,0-2,S,MW,92,indx_99,2775,1775,2018
"MEDWAY,RF-PHSIL0-2SMW","MEDWAY,RF-PH",SIL,0-2,S,MW,93,indx_99,2800,1800,2018
MEDWAYSIL0-2SMW,MEDWAY,SIL,0-2,S,MW,88,indx_89,2190,1190,2018
"MEDWAY,V,MOD.SHALLOWSIL0-2SMW","MEDWAY,V,MOD.SHALLOW",SIL,0-2,S,MW,79,indx_79,1815,815,2018
"MELVIN,FF-PHSIL0-2SP","MELVIN,FF-PH",SIL,0-2,S,P,57,indx_59,350,230,2018
"MELVIN,OF-PHSIL0-2SP","MELVIN,OF-PH",SIL,0-2,S,P,59,indx_59,375,230,2018
"MELVIN,PO-PHSIL0-2SP","MELVIN,PO-PH",SIL,0-2,S,P,0,indx_49,350,230,2018
MELVINSIL0-2SP,MELVIN,SIL,0-2,S,P,57,indx_59,350,230,2018
