"county","county_code","asd_desc","year","corn_acres_planted","corn_grain_acres_harvest","corn_grain_prod_bu","corn_grain_yield","corn_silage_acres_harvest","corn_silage_prod_tons","corn_silage_yield","soy_acres_harvest","soy_acres_planted","soy_prod_bu","soy_yield","wheat_acres_harvest","wheat_acres_planted","wheat_prod_bu","wheat_yield","cattle_inventory","cattle_milk_inventory"
"pickaway","129","CENTRAL",1920,NA,76100,3015000,39.6,NA,NA,NA,NA,NA,NA,NA,58100,NA,681000,11.7,NA,NA
"pickaway","129","CENTRAL",1921,NA,73500,2903000,39.5,NA,NA,NA,NA,NA,NA,NA,51400,NA,570000,11.1,NA,NA
"pickaway","129","CENTRAL",1922,NA,67300,2680000,39.8,NA,NA,NA,NA,NA,NA,NA,57800,NA,824000,14.3,NA,NA
"pickaway","129","CENTRAL",1923,NA,75300,3677000,48.8,NA,NA,NA,NA,NA,NA,NA,55300,NA,1214000,22,NA,NA
"pickaway","129","CENTRAL",1924,NA,70000,2e+06,28.6,NA,NA,NA,NA,NA,NA,NA,3500,NA,64000,18.3,NA,NA
"pickaway","129","CENTRAL",1927,NA,66700,2582000,38.7,NA,NA,NA,NA,NA,NA,NA,53000,NA,1006000,19,NA,NA
"pickaway","129","CENTRAL",1928,NA,70800,2759000,39,NA,NA,NA,NA,NA,NA,NA,9900,NA,77000,7.8,NA,NA
"pickaway","129","CENTRAL",1929,NA,73000,3210000,44,NA,NA,NA,NA,NA,NA,NA,57700,NA,1025000,17.8,NA,NA
"pickaway","129","CENTRAL",1930,NA,69200,1551000,22.4,NA,NA,NA,NA,NA,NA,NA,68000,NA,997000,14.7,NA,NA
"pickaway","129","CENTRAL",1931,NA,79700,3835000,48.1,NA,NA,NA,NA,NA,NA,NA,66900,NA,1754000,26.2,NA,NA
"pickaway","129","CENTRAL",1932,NA,80700,3261000,40.4,NA,NA,NA,NA,NA,NA,NA,58200,NA,916000,15.7,NA,NA
"pickaway","129","CENTRAL",1933,NA,79900,3264000,40.9,NA,NA,NA,NA,NA,NA,NA,66900,NA,1143000,17.1,NA,NA
"pickaway","129","CENTRAL",1934,NA,64900,2784000,42.9,NA,NA,NA,NA,NA,NA,NA,60100,NA,1155000,19.2,NA,NA
"pickaway","129","CENTRAL",1935,NA,76100,3511000,46.1,NA,NA,NA,NA,NA,NA,NA,60700,NA,901000,14.8,NA,NA
"pickaway","129","CENTRAL",1936,NA,71800,2086000,29.1,NA,NA,NA,NA,NA,NA,NA,68200,NA,1200000,17.6,NA,NA
"pickaway","129","CENTRAL",1937,NA,80100,4116000,51.4,NA,NA,NA,NA,NA,NA,NA,71000,NA,1650000,23.2,NA,NA
"pickaway","129","CENTRAL",1938,NA,71400,3250000,45.5,NA,NA,NA,NA,NA,NA,NA,73800,NA,1270000,17.2,NA,NA
"pickaway","129","CENTRAL",1939,NA,66500,3269000,49.2,NA,NA,NA,NA,NA,NA,NA,52900,NA,964000,18.2,NA,NA
"pickaway","129","CENTRAL",1940,NA,59500,2394000,40.2,NA,NA,NA,6300,NA,72000,11.4,60100,NA,1097000,18.3,NA,NA
"pickaway","129","CENTRAL",1941,NA,59600,2726000,45.7,NA,NA,NA,8400,NA,140000,16.7,59400,NA,1313000,22.1,NA,NA
"pickaway","129","CENTRAL",1942,NA,63400,3705000,58.4,NA,NA,NA,14500,NA,318000,21.9,49900,NA,1003000,20.1,NA,NA
"pickaway","129","CENTRAL",1943,NA,70200,3855000,54.9,NA,NA,NA,17600,NA,371000,21.1,45900,NA,496000,10.8,NA,NA
"pickaway","129","CENTRAL",1944,NA,75300,2887000,38.3,NA,NA,NA,18400,NA,259000,14.1,58700,NA,1127000,19.2,NA,NA
"pickaway","129","CENTRAL",1945,NA,75400,4082000,54.1,NA,NA,NA,14000,NA,218000,15.6,63100,NA,1331000,21.1,NA,NA
"pickaway","129","CENTRAL",1946,NA,78500,3962000,50.5,NA,NA,NA,11900,NA,217000,18.2,54200,NA,1192000,22,NA,NA
"pickaway","129","CENTRAL",1947,NA,74900,3513000,46.9,NA,NA,NA,12100,NA,269000,22.2,54800,NA,1091000,19.9,NA,NA
"pickaway","129","CENTRAL",1948,NA,78000,4604000,59,NA,NA,NA,13600,NA,264000,19.4,60000,NA,1260000,21,NA,NA
"pickaway","129","CENTRAL",1949,NA,76800,4152000,54.1,NA,NA,NA,11500,NA,265000,23,63400,NA,1369000,21.6,NA,NA
"pickaway","129","CENTRAL",1950,NA,72400,4227000,58.4,NA,NA,NA,13500,NA,321000,23.8,57500,NA,1041000,18.1,NA,NA
"pickaway","129","CENTRAL",1951,NA,80900,4247000,52.5,NA,NA,NA,11700,NA,221000,18.9,59600,NA,876000,14.7,NA,NA
"pickaway","129","CENTRAL",1952,NA,87800,4784000,54.5,NA,NA,NA,10200,NA,203000,19.9,62000,NA,1364000,22,NA,NA
"pickaway","129","CENTRAL",1953,NA,81700,4837000,59.2,NA,NA,NA,11500,NA,223000,19.4,64900,NA,1658000,25.5,NA,NA
"pickaway","129","CENTRAL",1954,NA,86000,5504000,64,NA,NA,NA,10400,NA,269000,25.9,47200,NA,1277000,27.1,NA,NA
"pickaway","129","CENTRAL",1955,NA,90300,5237000,58,NA,NA,NA,9400,NA,226000,24,41200,NA,1071000,26,NA,NA
"pickaway","129","CENTRAL",1956,NA,85700,5057000,59,NA,NA,NA,11900,NA,274000,23,41100,NA,904000,22,NA,NA
"pickaway","129","CENTRAL",1957,NA,77700,4662000,60,NA,NA,NA,16600,NA,440000,26.5,33400,NA,818000,24.5,NA,NA
"pickaway","129","CENTRAL",1958,NA,81600,4651000,57,NA,NA,NA,15900,NA,421000,26.5,37600,NA,959000,25.5,NA,NA
"pickaway","129","CENTRAL",1959,NA,90800,5993000,66,NA,NA,NA,19000,NA,505000,26.6,35500,NA,799000,22.5,NA,NA
"pickaway","129","CENTRAL",1960,NA,91300,6939000,76,NA,NA,NA,19100,NA,516000,27,36600,NA,1135000,31,NA,NA
"pickaway","129","CENTRAL",1961,NA,76500,5967000,78,NA,NA,NA,21500,NA,613000,28.5,37000,NA,1110000,30,NA,NA
"pickaway","129","CENTRAL",1962,NA,77800,6224000,80,NA,NA,NA,20900,NA,533000,25.5,32600,NA,945000,29,NA,NA
"pickaway","129","CENTRAL",1963,NA,83600,6939000,83,NA,NA,NA,24800,NA,657000,26.5,36800,NA,1546000,42,NA,NA
"pickaway","129","CENTRAL",1964,NA,76000,3876000,51,NA,NA,NA,25500,NA,459000,18,37600,NA,1128000,30,NA,NA
"pickaway","129","CENTRAL",1965,NA,76600,6051000,79,NA,NA,NA,25000,NA,638000,25.5,36100,NA,1155000,32,NA,NA
"pickaway","129","CENTRAL",1966,NA,89600,7526000,84,NA,NA,NA,24500,NA,686000,28,31800,NA,1208000,38,NA,NA
"pickaway","129","CENTRAL",1967,NA,91400,6581000,72,NA,NA,NA,33500,NA,737000,22,40400,NA,1374000,34,NA,NA
"pickaway","129","CENTRAL",1968,NA,77900,5843000,75,NA,NA,NA,38000,NA,1159000,30.5,31700,NA,1205000,38,NA,NA
"pickaway","129","CENTRAL",1969,NA,73300,6744000,92,NA,NA,NA,41200,NA,1504000,36.5,30500,NA,1189000,39,NA,NA
"pickaway","129","CENTRAL",1970,NA,89400,6258000,70,NA,NA,NA,41100,NA,1356000,33,29600,NA,1095000,37,NA,NA
"pickaway","129","CENTRAL",1971,NA,92800,8166000,88,NA,NA,NA,48100,NA,1732000,36,27800,NA,1223000,44,NA,NA
"pickaway","129","CENTRAL",1972,80300,76200,6934000,91,NA,NA,NA,68400,69000,1847000,27,27400,27800,1123000,41,NA,NA
"pickaway","129","CENTRAL",1973,91500,86600,6638600,76.7,NA,NA,NA,76900,77300,2126000,27.6,23900,24500,717000,30,NA,NA
"pickaway","129","CENTRAL",1974,95100,91000,7903900,86.9,NA,NA,NA,73000,73900,2372000,32.5,35000,35700,1338400,38.2,NA,NA
"pickaway","129","CENTRAL",1975,90100,86400,7944000,91.9,31300,470000,15,74500,75000,2708500,36.4,39200,39600,1479500,37.7,45800,2300
"pickaway","129","CENTRAL",1976,106500,101400,11168000,110.1,36300,545000,15,61600,62200,2264000,36.8,38000,38400,1380400,36.3,45200,2300
"pickaway","129","CENTRAL",1977,106100,101200,10519700,103.9,32100,457000,14.2,81000,82000,2700000,33.3,34000,34000,1728500,50.8,42400,2300
"pickaway","129","CENTRAL",1978,1e+05,96900,10765000,111.1,28800,431000,15,89500,90400,3320000,37.1,25000,26800,1021000,40.8,35000,2400
"pickaway","129","CENTRAL",1979,95500,92500,10784000,116.6,26100,408000,15.6,98500,98800,3426000,34.8,30900,31600,1400800,45.3,25300,2000
"pickaway","129","CENTRAL",1980,100700,95500,10604000,111,29000,480000,16.6,83500,89300,2561000,30.7,31500,33100,1472000,46.7,24900,2000
"pickaway","129","CENTRAL",1981,98000,92300,7883000,85.4,44000,704000,16,82000,82700,1876000,22.9,41300,41600,1658000,40.1,25000,2000
"pickaway","129","CENTRAL",1982,114000,109000,12535000,115,26000,429000,16.5,86000,86600,3096000,36,32000,32100,1456000,45.5,26500,2100
"pickaway","129","CENTRAL",1983,72000,70000,4956000,70.8,26000,338000,13,69500,69900,2059000,29.6,28700,32000,1406000,49,24200,1800
"pickaway","129","CENTRAL",1984,113000,107000,11556000,108,31000,465000,15,90800,93000,2996400,33,27000,30900,1026000,38,25000,1700
"pickaway","129","CENTRAL",1985,119300,115300,14336400,124.3,29300,513600,17.5,97300,97800,4001000,41.1,21200,22100,1175400,55.4,24000,1600
"pickaway","129","CENTRAL",1986,103200,99200,11075900,111.7,20100,349300,17.4,85700,86500,3170900,37,25100,26900,1165700,46.4,25000,1500
"pickaway","129","CENTRAL",1987,88000,83000,9714900,117,22200,382900,17.2,85400,87000,2801900,32.8,21000,21700,1350000,64.3,28000,1300
"pickaway","129","CENTRAL",1988,86500,80800,7001400,86.7,37300,442200,11.9,89500,93500,2814100,31.4,23200,24900,1341900,57.8,28000,1650
"pickaway","129","CENTRAL",1989,83500,78900,9198400,116.6,28300,398800,14.1,94100,94800,3232700,34.4,30000,30200,1409400,47,23500,1800
"pickaway","129","CENTRAL",1990,103700,99000,11905200,120.3,28500,433600,15.2,85700,86000,3357100,39.2,34500,35000,2075900,60.2,21600,1200
"pickaway","129","CENTRAL",1991,101800,95600,7859300,82.2,22100,265900,12,89400,90700,2721500,30.4,30100,31000,1363000,45.3,21400,1200
"pickaway","129","CENTRAL",1992,102700,99100,15512800,156.5,19300,408200,21.2,88500,89700,4178500,47.2,29300,31200,1789900,61.1,21200,1200
"pickaway","129","CENTRAL",1993,96100,92300,10713000,116.1,16800,233500,13.9,98400,99100,3453300,35.1,26900,27300,1615400,60.1,22700,1100
"pickaway","129","CENTRAL",1994,97600,94000,13336800,141.9,16300,269200,16.5,94600,94600,4374100,46.2,30400,30900,1896900,62.4,17800,1000
"pickaway","129","CENTRAL",1995,88400,85100,10460300,122.9,14900,190000,12.8,94000,94600,3445500,36.7,32200,32800,1949300,60.5,14100,1000
"pickaway","129","CENTRAL",1996,75800,73700,7445900,101,14500,194500,13.4,108000,108200,3725900,34.5,36300,38200,1232600,34,13900,3700
"pickaway","129","CENTRAL",1997,102400,99700,14274900,143.2,16700,344500,20.6,99100,99100,4812000,48.6,29700,31200,1824800,61.4,12900,3400
"pickaway","129","CENTRAL",1998,95400,93500,11553500,123.6,16100,271500,16.9,100900,101000,4069400,40.3,29100,29800,2047800,70.4,11600,3000
"pickaway","129","CENTRAL",1999,89600,86900,5620600,64.7,15800,181000,11.5,102500,105000,1998800,19.5,25600,26000,1843400,72,10700,2900
"pickaway","129","CENTRAL",2000,91900,89700,13767100,153.5,15000,258700,17.2,106800,106900,5325200,49.9,29900,30200,2489800,83.3,10300,1000
"pickaway","129","CENTRAL",2001,88900,87000,11736300,134.9,15400,282000,18.3,108500,108800,5099500,47,23000,24300,1565000,68,10300,1000
"pickaway","129","CENTRAL",2002,83700,82000,8701300,106.1,20200,270800,13.4,115800,116000,3774300,32.6,24500,26100,1529700,62.4,10400,1000
"pickaway","129","CENTRAL",2003,88000,85100,13732000,161.4,19900,377800,19,102200,102700,4581000,44.8,23300,24600,1440900,61.8,10500,1100
"pickaway","129","CENTRAL",2004,89600,84900,13335300,157.1,22300,371600,16.7,111500,111900,5600200,50.2,22400,22600,1392700,62.2,10500,2000
"pickaway","129","CENTRAL",2005,90600,88100,8543300,97,19300,316900,16.4,110000,110500,3953000,35.9,20000,20200,1361700,68.1,10200,1900
"pickaway","129","CENTRAL",2006,82000,79800,13429900,168.3,18900,337200,17.8,118500,119100,5621600,47.4,23900,24500,1863400,78,10200,1500
"pickaway","129","CENTRAL",2007,101900,97900,14381700,146.9,22400,399000,17.8,107100,107300,4922500,46,13700,17100,851700,62.2,8800,1500
"pickaway","129","CENTRAL",2008,86100,83200,10270000,123,17100,302300,17.5,112500,113000,4179900,37,25300,25600,1769900,70,8700,1400
"pickaway","129","CENTRAL",2009,85500,83100,15100000,181.7,NA,NA,NA,114800,115000,6033100,52.5,21000,21500,1563100,74.5,8900,1400
"pickaway","129","CENTRAL",2010,93400,91600,15200000,165.9,NA,NA,NA,106000,106000,5410000,51,22380,22500,1424000,63.6,8900,1400
"pickaway","129","CENTRAL",2011,86100,84300,13050000,154.8,NA,NA,NA,109400,109500,5463000,49.9,28200,28500,1680000,59.6,8500,1400
"pickaway","129","CENTRAL",2012,100500,98500,9245000,93.9,NA,NA,NA,105800,106000,3924000,37.1,12210,12700,871000,71.3,8900,1400
"pickaway","129","CENTRAL",2013,102000,1e+05,17400000,174,NA,NA,NA,104000,104000,5516000,53,13800,13900,1069000,77.5,8500,1400
"pickaway","129","CENTRAL",2014,95000,93000,16700000,179.6,NA,NA,NA,113900,114000,6116000,53.7,9600,10200,768000,80,8700,1400
"pickaway","129","CENTRAL",2015,90000,86000,1.5e+07,174.4,NA,NA,NA,113900,114000,6044000,53.1,9900,10100,695000,70.2,8700,1500
"pickaway","129","CENTRAL",2016,97000,95000,15500000,163.2,NA,NA,NA,112000,112000,6466000,57.7,12200,12200,1107000,90.7,9000,1500
"pickaway","129","CENTRAL",2017,88000,84500,15900000,188.2,NA,NA,NA,121800,122000,6491000,53.3,8790,9100,754000,85.8,9000,1600
"pickaway","129","CENTRAL",2018,94000,92000,17300000,188,NA,NA,NA,114800,115000,6837000,59.6,10500,10700,752000,71.6,9200,1600
"pickaway","129","CENTRAL",2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9400,1700
"pike","131","SOUTH CENTRAL",1918,NA,33900,1028000,30.3,NA,NA,NA,NA,NA,NA,NA,18400,NA,241000,13.1,NA,NA
"pike","131","SOUTH CENTRAL",1919,NA,28900,1174000,40.6,NA,NA,NA,NA,NA,NA,NA,23100,NA,409000,17.7,NA,NA
"pike","131","SOUTH CENTRAL",1920,NA,25900,787000,30.4,NA,NA,NA,NA,NA,NA,NA,17500,NA,183000,10.5,NA,NA
"pike","131","SOUTH CENTRAL",1921,NA,24900,1153000,46.3,NA,NA,NA,NA,NA,NA,NA,15500,NA,110000,7.1,NA,NA
"pike","131","SOUTH CENTRAL",1922,NA,23200,835000,36,NA,NA,NA,NA,NA,NA,NA,14200,NA,137000,9.6,NA,NA
"pike","131","SOUTH CENTRAL",1923,NA,25400,966000,38,NA,NA,NA,NA,NA,NA,NA,14000,NA,191000,13.6,NA,NA
"pike","131","SOUTH CENTRAL",1924,NA,23300,617000,26.5,NA,NA,NA,NA,NA,NA,NA,5900,NA,66000,11.2,NA,NA
"pike","131","SOUTH CENTRAL",1927,NA,18600,621000,33.4,NA,NA,NA,NA,NA,NA,NA,10800,NA,148000,13.7,NA,NA
"pike","131","SOUTH CENTRAL",1928,NA,21900,770000,35.2,NA,NA,NA,NA,NA,NA,NA,4000,NA,28000,7,NA,NA
"pike","131","SOUTH CENTRAL",1929,NA,23100,855000,37,NA,NA,NA,NA,NA,NA,NA,5000,NA,62000,12.4,NA,NA
"pike","131","SOUTH CENTRAL",1930,NA,25000,331000,13.2,NA,NA,NA,NA,NA,NA,NA,6200,NA,78000,12.6,NA,NA
"pike","131","SOUTH CENTRAL",1931,NA,30500,1231000,40.4,NA,NA,NA,NA,NA,NA,NA,6900,NA,173000,25.1,NA,NA
"pike","131","SOUTH CENTRAL",1932,NA,27400,756000,27.6,NA,NA,NA,NA,NA,NA,NA,6800,NA,80000,11.8,NA,NA
"pike","131","SOUTH CENTRAL",1933,NA,27700,970000,35,NA,NA,NA,NA,NA,NA,NA,8500,NA,105000,12.4,NA,NA
"pike","131","SOUTH CENTRAL",1934,NA,24500,808000,33,NA,NA,NA,NA,NA,NA,NA,9600,NA,136000,14.2,NA,NA
"pike","131","SOUTH CENTRAL",1935,NA,28800,885000,30.7,NA,NA,NA,NA,NA,NA,NA,10000,NA,112000,11.2,NA,NA
"pike","131","SOUTH CENTRAL",1936,NA,27600,828000,30,NA,NA,NA,NA,NA,NA,NA,10200,NA,130000,12.7,NA,NA
"pike","131","SOUTH CENTRAL",1937,NA,26700,933000,34.9,NA,NA,NA,NA,NA,NA,NA,9300,NA,146000,15.7,NA,NA
"pike","131","SOUTH CENTRAL",1938,NA,23500,812000,34.6,NA,NA,NA,NA,NA,NA,NA,11500,NA,156000,13.6,NA,NA
"pike","131","SOUTH CENTRAL",1939,NA,22100,818000,37,NA,NA,NA,NA,NA,NA,NA,7600,NA,90000,11.8,NA,NA
"pike","131","SOUTH CENTRAL",1940,NA,22500,613000,27.2,NA,NA,NA,600,NA,9000,15,7300,NA,98000,13.4,NA,NA
"pike","131","SOUTH CENTRAL",1941,NA,22100,837000,37.9,NA,NA,NA,700,NA,9000,12.9,7400,NA,120000,16.2,NA,NA
"pike","131","SOUTH CENTRAL",1942,NA,22100,913000,41.3,NA,NA,NA,1500,NA,25000,16.7,6900,NA,95000,13.8,NA,NA
"pike","131","SOUTH CENTRAL",1943,NA,23800,1063000,44.7,NA,NA,NA,1600,NA,25000,15.6,6600,NA,65000,9.8,NA,NA
"pike","131","SOUTH CENTRAL",1944,NA,24300,699000,28.8,NA,NA,NA,1300,NA,14000,10.8,7500,NA,122000,16.3,NA,NA
"pike","131","SOUTH CENTRAL",1945,NA,23500,1054000,44.9,NA,NA,NA,1100,NA,18000,16.4,8100,NA,151000,18.6,NA,NA
"pike","131","SOUTH CENTRAL",1946,NA,25100,1228000,48.9,NA,NA,NA,600,NA,13000,21.7,7400,NA,117000,15.8,NA,NA
"pike","131","SOUTH CENTRAL",1947,NA,25100,1161000,46.3,NA,NA,NA,1300,NA,25000,19.2,8100,NA,134000,16.5,NA,NA
"pike","131","SOUTH CENTRAL",1948,NA,27100,1338000,49.4,NA,NA,NA,1200,NA,18000,15,8800,NA,167000,19,NA,NA
"pike","131","SOUTH CENTRAL",1949,NA,25200,1108000,44,NA,NA,NA,1100,NA,19000,17.3,9300,NA,175000,18.8,NA,NA
"pike","131","SOUTH CENTRAL",1950,NA,21700,1123000,51.8,NA,NA,NA,1100,NA,23000,20.9,7800,NA,115000,14.7,NA,NA
"pike","131","SOUTH CENTRAL",1951,NA,21900,957000,43.7,NA,NA,NA,500,NA,10000,20,5800,NA,71000,12.2,NA,NA
"pike","131","SOUTH CENTRAL",1952,NA,20200,1111000,55,NA,NA,NA,500,NA,10000,20,6300,NA,126000,20,NA,NA
"pike","131","SOUTH CENTRAL",1953,NA,18000,890000,49.4,NA,NA,NA,500,NA,7000,14,7800,NA,165000,21.2,NA,NA
"pike","131","SOUTH CENTRAL",1954,NA,19900,1115000,56,NA,NA,NA,400,NA,7000,17.5,4500,NA,105000,23.3,NA,NA
"pike","131","SOUTH CENTRAL",1955,NA,19200,1018000,53,NA,NA,NA,900,NA,17000,18.9,4400,NA,77000,17.5,NA,NA
"pike","131","SOUTH CENTRAL",1956,NA,17500,962000,55,NA,NA,NA,1000,NA,21000,21,2800,NA,61500,22,NA,NA
"pike","131","SOUTH CENTRAL",1957,NA,16100,757000,47,NA,NA,NA,2100,NA,42000,20,2900,NA,55000,19,NA,NA
"pike","131","SOUTH CENTRAL",1958,NA,18200,1092000,60,NA,NA,NA,1600,NA,38000,23.8,2500,NA,62500,25,NA,NA
"pike","131","SOUTH CENTRAL",1959,NA,21200,1240000,58.5,NA,NA,NA,1300,NA,35000,26.9,1800,NA,31500,17.5,NA,NA
"pike","131","SOUTH CENTRAL",1960,NA,17800,1068000,60,NA,NA,NA,1100,NA,27500,25,900,NA,22500,25,NA,NA
"pike","131","SOUTH CENTRAL",1961,NA,10400,645000,62,NA,NA,NA,2000,NA,48000,24,1500,NA,39000,26,NA,NA
"pike","131","SOUTH CENTRAL",1962,NA,13500,999000,74,NA,NA,NA,4400,NA,96800,22,1500,NA,39000,26,NA,NA
"pike","131","SOUTH CENTRAL",1963,NA,12900,993000,77,NA,NA,NA,4500,NA,108000,24,1500,NA,48000,32,NA,NA
"pike","131","SOUTH CENTRAL",1964,NA,11900,643000,54,NA,NA,NA,2000,NA,33000,16.5,2500,NA,67500,27,NA,NA
"pike","131","SOUTH CENTRAL",1965,NA,13300,1037000,78,NA,NA,NA,3600,NA,72000,20,2100,NA,59000,28.1,NA,NA
"pike","131","SOUTH CENTRAL",1966,NA,13400,1045000,78,NA,NA,NA,5200,NA,114400,22,1200,NA,31000,25.8,NA,NA
"pike","131","SOUTH CENTRAL",1967,NA,11500,817000,71,NA,NA,NA,5700,NA,151100,26.5,2500,NA,78000,31.2,NA,NA
"pike","131","SOUTH CENTRAL",1968,NA,10700,845000,79,NA,NA,NA,4500,NA,117000,26,2900,NA,89900,31,NA,NA
"pike","131","SOUTH CENTRAL",1969,NA,10200,785000,77,NA,NA,NA,3600,NA,108000,30,2100,NA,79800,38,NA,NA
"pike","131","SOUTH CENTRAL",1970,NA,12300,640000,52,NA,NA,NA,4700,NA,136300,29,2000,NA,64000,32,NA,NA
"pike","131","SOUTH CENTRAL",1971,NA,15600,1311000,84,NA,NA,NA,7400,NA,236800,32,2200,NA,83600,38,NA,NA
"pike","131","SOUTH CENTRAL",1972,12700,11500,828000,72,NA,NA,NA,8200,8600,188600,23,2200,3000,81400,37,NA,NA
"pike","131","SOUTH CENTRAL",1973,13300,12400,941400,75.9,NA,NA,NA,9400,9500,267800,28.5,3200,3500,96000,30,NA,NA
"pike","131","SOUTH CENTRAL",1974,11500,10200,668100,65.5,NA,NA,NA,8900,9200,241000,27.1,4000,4700,120900,30.2,NA,NA
"pike","131","SOUTH CENTRAL",1975,12000,11300,931000,82.4,9400,127000,13.5,11000,11100,361600,32.9,4200,4400,146600,34.9,18400,1000
"pike","131","SOUTH CENTRAL",1976,12800,11500,1149000,99.9,10100,140000,13.9,7700,7800,248000,32.2,3700,3900,121600,32.9,18200,900
"pike","131","SOUTH CENTRAL",1977,13900,12300,1110700,90.3,8100,97000,12,14000,14300,411000,29.4,3500,3500,109300,31.2,17000,2000
"pike","131","SOUTH CENTRAL",1978,14900,14000,1263000,90.2,9500,153000,16.1,13600,13900,413000,30.4,2400,2800,77600,32.3,15100,1800
"pike","131","SOUTH CENTRAL",1979,13500,13100,1259000,96.1,7900,122000,15.4,17600,17800,439000,24.9,3500,3600,104800,29.9,11300,1500
"pike","131","SOUTH CENTRAL",1980,17900,17200,1754000,102,10000,160000,16,11400,11400,337000,29.6,3000,3100,102000,34,11200,1500
"pike","131","SOUTH CENTRAL",1981,19900,17900,1654000,92.4,13600,186000,13.7,10300,10500,240000,23.3,4800,5000,131000,27.3,11500,1500
"pike","131","SOUTH CENTRAL",1982,24000,22500,2178000,96.8,12000,180000,15,11400,11500,303000,26.6,3700,3800,149000,40.3,12100,1400
"pike","131","SOUTH CENTRAL",1983,14000,13200,883000,66.9,11000,165000,15,9100,9200,251000,27.6,3100,3600,142000,45.8,12000,1600
"pike","131","SOUTH CENTRAL",1984,19000,17900,1879500,105,9000,144000,16,10700,11000,321000,30,3000,3400,117000,39,12000,1600
"pike","131","SOUTH CENTRAL",1985,19900,18700,2118300,113.3,8100,142000,17.5,11000,11200,352800,32.1,1900,2100,83800,44.1,12000,1300
"pike","131","SOUTH CENTRAL",1986,19700,18000,1916000,106.4,6700,123100,18.4,7600,8000,311000,40.9,2100,2400,75700,36,11000,2150
"pike","131","SOUTH CENTRAL",1987,15700,14700,1259100,85.7,7900,118300,15,8900,9000,264100,29.7,1900,2500,94200,49.6,12000,1900
"pike","131","SOUTH CENTRAL",1988,14000,13200,861600,65.3,10000,107100,10.7,8000,8500,231100,28.9,1800,2100,93600,52,13000,2050
"pike","131","SOUTH CENTRAL",1989,11600,11200,938600,83.8,9400,162600,17.3,7300,7300,299000,41,2600,3600,81900,31.5,11500,1000
"pike","131","SOUTH CENTRAL",1990,14400,13900,1485000,106.8,6600,115300,17.5,8100,8200,346900,42.8,2300,2300,116000,50.4,10500,1000
"pike","131","SOUTH CENTRAL",1991,13500,12300,1244200,101.2,7300,113500,15.5,9000,9100,352900,39.2,2100,2300,85600,40.8,10400,2000
"pike","131","SOUTH CENTRAL",1992,12700,12500,1610400,128.8,6700,151100,22.6,9000,9200,363700,40.4,1900,1900,55500,29.2,10600,2100
"pike","131","SOUTH CENTRAL",1993,11200,10600,944600,89.1,7100,98700,13.9,9400,9600,312600,33.3,1700,1800,69100,40.6,10400,1700
"pike","131","SOUTH CENTRAL",1994,11200,10200,1160900,113.8,8000,140100,17.5,8800,8800,326600,37.1,1800,1800,91700,50.9,9800,1800
"pike","131","SOUTH CENTRAL",1995,9300,8400,762200,90.7,7200,110300,15.3,7700,7800,308600,40.1,1400,1400,51400,36.7,9800,1600
"pike","131","SOUTH CENTRAL",1996,7500,6800,641000,94.3,6800,106100,15.6,7900,8000,241200,30.5,1200,1300,34100,28.4,9900,2500
"pike","131","SOUTH CENTRAL",1997,7600,6700,768800,114.7,7600,138400,18.2,6400,6400,279800,43.7,1000,1000,50800,50.8,9100,2500
"pike","131","SOUTH CENTRAL",1998,7200,6300,661200,105,7400,113200,15.3,9400,9500,328700,35,1000,1000,50700,50.7,8700,2300
"pike","131","SOUTH CENTRAL",1999,9100,6100,407300,66.8,6600,49100,7.4,11300,11700,247500,21.9,1000,1000,31400,31.4,8900,2100
"pike","131","SOUTH CENTRAL",2000,9600,6300,796500,126.4,7100,112200,15.8,12000,12600,549800,45.8,1300,1300,68900,53,8500,2100
"pike","131","SOUTH CENTRAL",2001,8800,8100,848900,104.8,7300,119600,16.4,12600,12700,554400,44,1000,1100,52900,52.9,8500,2100
"pike","131","SOUTH CENTRAL",2002,8000,6800,792900,116.6,7200,77800,10.8,11700,11900,418200,35.7,1900,2500,88200,46.4,8700,2000
"pike","131","SOUTH CENTRAL",2003,7100,5100,554800,108.8,5900,109800,18.6,10500,10900,361700,34.4,2500,3500,111300,44.5,8300,2000
"pike","131","SOUTH CENTRAL",2004,7600,6600,926300,140.3,6600,112500,17,11700,12100,534000,45.6,1600,1700,68300,42.7,8300,3500
"pike","131","SOUTH CENTRAL",2005,7800,7000,865200,123.6,5400,75000,13.9,12200,12500,460800,37.8,1600,2100,85400,53.4,8800,2500
"pike","131","SOUTH CENTRAL",2006,5500,5000,674900,135,4900,87200,17.8,9900,10000,400900,40.5,2800,3900,205600,73.4,8400,3200
"pike","131","SOUTH CENTRAL",2007,7000,5500,618100,112.4,8000,120700,15.1,8200,8200,266700,32.5,2000,2500,91300,45.7,6900,2900
"pike","131","SOUTH CENTRAL",2008,16600,13430,1417000,106,NA,NA,NA,44500,44700,1492500,33.5,11900,12700,649100,54.5,6900,400
"pike","131","SOUTH CENTRAL",2009,6900,5990,995000,166.1,NA,NA,NA,14300,14400,690500,48.5,1300,1400,74100,57,7000,400
