"county","county_code","asd_desc","year","corn_acres_planted","corn_grain_acres_harvest","corn_grain_prod_bu","corn_grain_yield","corn_silage_acres_harvest","corn_silage_prod_tons","corn_silage_yield","soy_acres_harvest","soy_acres_planted","soy_prod_bu","soy_yield","wheat_acres_harvest","wheat_acres_planted","wheat_prod_bu","wheat_yield","cattle_inventory","cattle_milk_inventory"
"clark","023","WEST CENTRAL",1946,NA,53800,3135000,58.3,NA,NA,NA,6800,NA,130000,19.1,25700,NA,709000,27.6,NA,NA
"clark","023","WEST CENTRAL",1947,NA,50600,2352000,46.5,NA,NA,NA,6600,NA,135000,20.5,31000,NA,719000,23.2,NA,NA
"clark","023","WEST CENTRAL",1948,NA,55900,3714000,66.4,NA,NA,NA,6100,NA,125000,20.5,31500,NA,797000,25.3,NA,NA
"clark","023","WEST CENTRAL",1949,NA,56500,3279000,58,NA,NA,NA,6600,NA,159000,24.1,32300,NA,773000,23.9,NA,NA
"clark","023","WEST CENTRAL",1950,NA,50800,2989000,58.8,NA,NA,NA,8800,NA,209000,23.8,27900,NA,591000,21.2,NA,NA
"clark","023","WEST CENTRAL",1951,NA,51300,2727000,53.2,NA,NA,NA,11000,NA,213000,19.4,31000,NA,490000,15.8,NA,NA
"clark","023","WEST CENTRAL",1952,NA,51100,2576000,50.4,NA,NA,NA,10500,NA,234000,22.3,33500,NA,807000,24.1,NA,NA
"clark","023","WEST CENTRAL",1953,NA,52500,2945000,56.1,NA,NA,NA,9600,NA,189000,19.7,35600,NA,1060000,29.8,NA,NA
"clark","023","WEST CENTRAL",1954,NA,55600,3336000,60,NA,NA,NA,10300,NA,263000,25.5,23400,NA,659000,28.2,NA,NA
"clark","023","WEST CENTRAL",1955,NA,55700,3565000,64,NA,NA,NA,11800,NA,289000,24.5,21900,NA,657000,30,NA,NA
"clark","023","WEST CENTRAL",1956,NA,52700,3478000,66,NA,NA,NA,14900,NA,395000,26.5,19600,NA,519000,26.5,NA,NA
"clark","023","WEST CENTRAL",1957,NA,49200,3100000,63,NA,NA,NA,17000,NA,459000,27,17600,NA,458000,26,NA,NA
"clark","023","WEST CENTRAL",1958,NA,50700,3296000,65,NA,NA,NA,16900,NA,482000,28.5,18200,NA,537000,29.5,NA,NA
"clark","023","WEST CENTRAL",1959,NA,60200,4094000,68,NA,NA,NA,14700,NA,4e+05,27.2,18800,NA,573000,30.5,NA,NA
"clark","023","WEST CENTRAL",1960,NA,60300,4462000,74,NA,NA,NA,15700,NA,432000,27.5,19200,NA,749000,39,NA,NA
"clark","023","WEST CENTRAL",1961,NA,41200,3378000,82,NA,NA,NA,19000,NA,589000,31,19800,NA,673000,34,NA,NA
"clark","023","WEST CENTRAL",1962,NA,44500,3961000,89,NA,NA,NA,21300,NA,650000,30.5,17800,NA,641000,36,NA,NA
"clark","023","WEST CENTRAL",1963,NA,50700,4411000,87,NA,NA,NA,18500,NA,546000,29.5,20100,NA,804000,40,NA,NA
"clark","023","WEST CENTRAL",1964,NA,52100,3543000,68,NA,NA,NA,22100,NA,486000,22,20100,NA,703000,35,NA,NA
"clark","023","WEST CENTRAL",1965,NA,49700,4076000,82,NA,NA,NA,23900,NA,609000,25.5,19300,NA,714000,37,NA,NA
"clark","023","WEST CENTRAL",1966,NA,52000,4784000,92,NA,NA,NA,27200,NA,843000,31,18000,NA,774000,43,NA,NA
"clark","023","WEST CENTRAL",1967,NA,58900,4771000,81,NA,NA,NA,27500,NA,674000,24.5,20400,NA,755000,37,NA,NA
"clark","023","WEST CENTRAL",1968,NA,52100,4793000,92,NA,NA,NA,30800,NA,1032000,33.5,16400,NA,689000,42,NA,NA
"clark","023","WEST CENTRAL",1969,NA,50000,4750000,95,NA,NA,NA,32200,NA,1111000,34.5,14100,NA,592000,42,NA,NA
"clark","023","WEST CENTRAL",1970,NA,59400,4871000,82,NA,NA,NA,36500,NA,1095000,30,11700,NA,491000,42,NA,NA
"clark","023","WEST CENTRAL",1971,NA,64400,6311000,98,NA,NA,NA,36300,NA,1270000,35,13500,NA,661000,49,NA,NA
"clark","023","WEST CENTRAL",1972,56700,52300,5125000,98,NA,NA,NA,42800,43200,1134000,26.5,12600,12700,617000,49,NA,NA
"clark","023","WEST CENTRAL",1973,57300,51900,4463100,86,NA,NA,NA,53400,54000,1395800,26.1,8300,9100,274000,33,NA,NA
"clark","023","WEST CENTRAL",1974,72200,67600,6152000,91,NA,NA,NA,46300,47300,1463000,31.6,17700,17900,736700,41.6,NA,NA
"clark","023","WEST CENTRAL",1975,70100,66500,6936000,104.3,40600,589000,14.5,46800,47000,1735700,37.1,23300,23900,1040600,44.7,58000,3600
"clark","023","WEST CENTRAL",1976,80400,75900,8018000,105.6,39000,586000,15,37700,38500,1334000,35.4,21600,22000,907800,42,60800,3500
"clark","023","WEST CENTRAL",1977,71800,64700,5829500,90.1,48400,599000,12.4,53100,53200,1769000,33.3,17000,17400,871300,51.3,63300,3300
"clark","023","WEST CENTRAL",1978,71500,67500,8174000,121.1,43000,723000,16.8,61800,62000,2495000,40.4,11300,12000,490200,43.4,58100,3200
"clark","023","WEST CENTRAL",1979,72100,65300,7876000,120.6,37000,612000,16.5,63600,63700,2394000,37.6,12000,12100,651400,54.3,49200,2700
"clark","023","WEST CENTRAL",1980,77500,72000,8501000,118.1,38000,535000,14.1,55700,56000,2046000,36.7,11500,11800,593000,51.6,47600,2400
"clark","023","WEST CENTRAL",1981,76000,67300,6768000,100.6,54900,725000,13.2,53200,53600,1776000,33.4,15400,15900,702000,45.6,49000,2400
"clark","023","WEST CENTRAL",1982,83000,76000,8892000,117,45000,720000,16,56600,57500,2168000,38.3,12500,12800,610000,48.8,43000,2500
"clark","023","WEST CENTRAL",1983,64000,59500,4796000,80.6,52000,572000,11,47800,48000,1480000,31,11000,11900,616000,56,44000,2600
"clark","023","WEST CENTRAL",1984,82000,79000,9875000,125,37000,629000,17,62700,63000,2414000,38.5,10000,11700,4e+05,40,45000,2500
"clark","023","WEST CENTRAL",1985,80600,77900,10025300,128.7,36100,657400,18.2,62200,62500,2661300,42.8,9000,9500,554600,61.6,46000,2000
"clark","023","WEST CENTRAL",1986,71900,69400,9441400,136,27600,493300,17.9,57700,57900,2349900,40.7,9800,10900,482800,49.3,43000,2100
"clark","023","WEST CENTRAL",1987,59000,55600,7012000,126.1,27900,481400,17.3,60700,61300,2198400,36.2,7400,7700,502400,67.9,48000,2000
"clark","023","WEST CENTRAL",1988,62000,58200,6113100,105,45800,498900,10.9,58200,60200,1929100,33.1,6900,7700,405900,58.8,48000,1700
"clark","023","WEST CENTRAL",1989,68900,65300,7585500,116.2,42400,739500,17.4,61500,61600,1877600,30.5,11300,11400,593300,52.5,39500,1450
"clark","023","WEST CENTRAL",1990,68500,65800,7974600,121.2,31400,555200,17.7,57100,57500,2348600,41.1,12400,12400,836300,67.4,37200,1400
"clark","023","WEST CENTRAL",1991,69400,66000,6853700,103.8,43400,713800,16.4,57900,58200,2370600,40.9,10400,10900,545200,52.4,35100,1300
"clark","023","WEST CENTRAL",1992,70400,68700,10676500,155.4,38000,849500,22.4,57600,58200,2589800,45,9200,9700,508800,55.3,35300,1200
"clark","023","WEST CENTRAL",1993,64000,62300,7899000,126.8,34300,569300,16.6,63300,63600,2732900,43.2,8600,8700,644400,74.9,54100,1000
"clark","023","WEST CENTRAL",1994,69000,67600,10094700,149.3,32400,647900,20,61800,61800,2770600,44.8,9100,9200,601100,66.1,29500,900
"clark","023","WEST CENTRAL",1995,61900,60500,7903700,130.6,30700,485400,15.8,61700,62100,2533200,41.1,8900,9000,549600,61.8,22400,900
"clark","023","WEST CENTRAL",1996,49900,48300,5792500,119.9,30800,406800,13.2,70600,70700,2768000,39.2,9400,9900,291400,31,23500,900
"clark","023","WEST CENTRAL",1997,68400,66100,9942200,150.4,36700,732500,20,65800,65900,3283400,49.9,7700,7900,524800,68.2,16700,800
"clark","023","WEST CENTRAL",1998,64500,62600,8605800,137.5,34700,645600,18.6,68200,68300,2946200,43.2,8300,8400,589700,71,10100,800
"clark","023","WEST CENTRAL",1999,61000,59300,6882400,116.1,35000,587400,16.8,70900,72200,2254900,31.8,7700,7900,487100,63.3,10500,800
"clark","023","WEST CENTRAL",2000,63700,61800,9395300,152,39100,733400,18.8,68400,68500,3077800,45,7700,8000,532600,69.2,11100,600
"clark","023","WEST CENTRAL",2001,61600,60300,9744500,161.6,36500,649000,17.8,70900,71100,3686800,52,6200,6600,446400,72,11000,500
"clark","023","WEST CENTRAL",2002,57500,56500,6554700,116,64000,543900,8.5,71600,72000,2524400,35.3,4000,4200,237900,59.5,14800,1700
"clark","023","WEST CENTRAL",2003,61500,60100,9354000,155.6,36500,683200,18.7,67500,67600,2846000,42.2,6400,6600,396500,62,18600,2000
"clark","023","WEST CENTRAL",2004,61400,58700,10256300,174.7,35700,695400,19.5,69600,69700,3632300,52.2,4200,4400,243800,58,18500,1700
"clark","023","WEST CENTRAL",2005,63200,61800,8153400,131.9,30800,549100,17.8,69100,69300,3031200,43.9,3800,3900,293600,77.3,18800,2500
"clark","023","WEST CENTRAL",2006,58700,56900,9941600,174.7,27000,472100,17.5,72900,73200,3870100,53.1,4100,4200,310100,75.6,18700,1600
"clark","023","WEST CENTRAL",2007,72100,70600,11309000,160.2,33900,581400,17.2,61000,61100,3084400,50.6,3500,4300,227900,65.1,19400,2400
"clark","023","WEST CENTRAL",2008,61000,59900,8390000,140,26600,446900,17,72000,72200,2898500,40.5,16500,16900,1169000,71,19400,2400
"clark","023","WEST CENTRAL",2009,66100,61300,11750000,191.7,NA,NA,NA,65900,66600,3507300,53,5480,5600,443000,81,19700,2400
"clark","023","WEST CENTRAL",2010,62400,59400,10650000,179.3,NA,NA,NA,67900,68000,3600000,53,2780,2800,175000,62.9,19900,2400
"clark","023","WEST CENTRAL",2011,64500,61300,10050000,163.9,NA,NA,NA,64200,64300,3364000,52.4,2800,2900,179000,63.9,19100,2400
"clark","023","WEST CENTRAL",2012,67100,63500,8782000,138.3,NA,NA,NA,63900,64000,2604000,40.8,1950,2000,128000,65.6,19900,2400
"clark","023","WEST CENTRAL",2013,67000,63500,11900000,187.4,NA,NA,NA,61000,61000,3148000,51.6,2650,2800,212000,80,19100,NA
"clark","023","WEST CENTRAL",2014,64000,60500,11800000,195,NA,NA,NA,64900,65000,3679000,56.7,2430,2600,188000,77.4,18400,NA
"clark","023","WEST CENTRAL",2015,63000,60000,10650000,177.5,NA,NA,NA,64100,64100,3588000,56,2350,2500,179000,76.2,18800,NA
"clark","023","WEST CENTRAL",2016,65000,61000,10100000,165.6,NA,NA,NA,65500,65600,3915000,59.8,2500,2500,216000,86.4,18700,NA
"clark","023","WEST CENTRAL",2017,60000,57400,11400000,198.6,NA,NA,NA,68800,69000,3887000,56.5,2100,2100,184000,87.6,19000,NA
"clark","023","WEST CENTRAL",2018,63000,60500,12342000,204,NA,NA,NA,70000,70100,4140000,59.1,2200,2300,179000,81.4,17600,NA
"clark","023","WEST CENTRAL",2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17800,NA
"clermont","025","SOUTHWEST",1918,NA,81300,2541000,31.3,NA,NA,NA,NA,NA,NA,NA,41100,NA,692000,16.8,NA,NA
"clermont","025","SOUTHWEST",1919,NA,50200,1657000,33,NA,NA,NA,NA,NA,NA,NA,13700,NA,218000,15.9,NA,NA
"clermont","025","SOUTHWEST",1920,NA,47600,1624000,34.1,NA,NA,NA,NA,NA,NA,NA,14400,NA,198000,13.8,NA,NA
"clermont","025","SOUTHWEST",1921,NA,45300,1439000,31.8,NA,NA,NA,NA,NA,NA,NA,13600,NA,124000,9.1,NA,NA
"clermont","025","SOUTHWEST",1922,NA,41800,1270000,30.4,NA,NA,NA,NA,NA,NA,NA,15900,NA,146000,9.2,NA,NA
"clermont","025","SOUTHWEST",1923,NA,42800,1463000,34.2,NA,NA,NA,NA,NA,NA,NA,14000,NA,176000,12.6,NA,NA
"clermont","025","SOUTHWEST",1924,NA,38400,1016000,26.5,NA,NA,NA,NA,NA,NA,NA,9400,NA,149000,15.9,NA,NA
"clermont","025","SOUTHWEST",1927,NA,35400,1187000,33.5,NA,NA,NA,NA,NA,NA,NA,5900,NA,82000,13.9,NA,NA
"clermont","025","SOUTHWEST",1928,NA,35400,874000,24.7,NA,NA,NA,NA,NA,NA,NA,4000,NA,42000,10.5,NA,NA
"clermont","025","SOUTHWEST",1929,NA,30800,647000,21,NA,NA,NA,NA,NA,NA,NA,4100,NA,47000,11.5,NA,NA
"clermont","025","SOUTHWEST",1930,NA,35200,645000,18.3,NA,NA,NA,NA,NA,NA,NA,5000,NA,64000,12.8,NA,NA
"clermont","025","SOUTHWEST",1931,NA,40500,1474000,36.4,NA,NA,NA,NA,NA,NA,NA,8400,NA,211000,25.1,NA,NA
"clermont","025","SOUTHWEST",1932,NA,36100,1031000,28.6,NA,NA,NA,NA,NA,NA,NA,7900,NA,93000,11.8,NA,NA
"clermont","025","SOUTHWEST",1933,NA,33300,1068000,32.1,NA,NA,NA,NA,NA,NA,NA,8100,NA,93000,11.5,NA,NA
"clermont","025","SOUTHWEST",1934,NA,40000,878000,22,NA,NA,NA,NA,NA,NA,NA,7600,NA,94000,12.4,NA,NA
"clermont","025","SOUTHWEST",1935,NA,44000,1395000,31.7,NA,NA,NA,NA,NA,NA,NA,7800,NA,102000,13.1,NA,NA
"clermont","025","SOUTHWEST",1936,NA,44900,869000,19.4,NA,NA,NA,NA,NA,NA,NA,8300,NA,106000,12.8,NA,NA
"clermont","025","SOUTHWEST",1937,NA,40000,1254000,31.4,NA,NA,NA,NA,NA,NA,NA,9600,NA,175000,18.2,NA,NA
"clermont","025","SOUTHWEST",1938,NA,36100,1300000,36,NA,NA,NA,NA,NA,NA,NA,7800,NA,118000,15.1,NA,NA
"clermont","025","SOUTHWEST",1939,NA,34800,1129000,32.4,NA,NA,NA,NA,NA,NA,NA,8200,NA,90000,11,NA,NA
"clermont","025","SOUTHWEST",1940,NA,32900,624000,19,NA,NA,NA,1800,NA,14000,7.8,7400,NA,106000,14.3,NA,NA
"clermont","025","SOUTHWEST",1941,NA,33400,1042000,31.2,NA,NA,NA,2600,NA,38000,14.6,8000,NA,145000,18.1,NA,NA
"clermont","025","SOUTHWEST",1942,NA,32800,1315000,40.1,NA,NA,NA,4900,NA,73000,14.9,8100,NA,99000,12.2,NA,NA
"clermont","025","SOUTHWEST",1943,NA,34500,1452000,42.1,NA,NA,NA,4200,NA,61000,14.5,7400,NA,80000,10.8,NA,NA
"clermont","025","SOUTHWEST",1944,NA,37800,1318000,34.9,NA,NA,NA,3300,NA,36000,10.9,9700,NA,155000,16,NA,NA
"clermont","025","SOUTHWEST",1945,NA,35100,1686000,48,NA,NA,NA,2900,NA,45000,15.5,11300,NA,199000,17.6,NA,NA
"clermont","025","SOUTHWEST",1946,NA,34200,1513000,44.2,NA,NA,NA,3500,NA,51000,14.6,11100,NA,184000,16.6,NA,NA
"clermont","025","SOUTHWEST",1947,NA,32000,1447000,45.2,NA,NA,NA,3000,NA,62000,20.7,12000,NA,218000,18.2,NA,NA
"clermont","025","SOUTHWEST",1948,NA,34800,1976000,56.8,NA,NA,NA,4700,NA,87000,18.5,11900,NA,251000,21.1,NA,NA
"clermont","025","SOUTHWEST",1949,NA,31300,1509000,48.2,NA,NA,NA,5400,NA,1e+05,18.5,13500,NA,261000,19.3,NA,NA
"clermont","025","SOUTHWEST",1950,NA,29200,1178000,40.3,NA,NA,NA,5700,NA,101000,17.7,11600,NA,189000,16.3,NA,NA
"clermont","025","SOUTHWEST",1951,NA,37200,1518000,40.8,NA,NA,NA,4900,NA,72000,14.7,8500,NA,81000,9.5,NA,NA
"clermont","025","SOUTHWEST",1952,NA,36700,1670000,45.5,NA,NA,NA,4300,NA,75000,17.4,13000,NA,283000,21.8,NA,NA
"clermont","025","SOUTHWEST",1953,NA,36700,1788000,48.7,NA,NA,NA,5600,NA,94000,16.8,14000,NA,355000,25.4,NA,NA
"clermont","025","SOUTHWEST",1954,NA,37300,1790000,48,NA,NA,NA,4300,NA,77000,17.9,10800,NA,281000,26,NA,NA
"clermont","025","SOUTHWEST",1955,NA,33800,1453000,43,NA,NA,NA,6900,NA,104000,15.1,9700,NA,194000,20,NA,NA
"clermont","025","SOUTHWEST",1956,NA,29600,1510000,51,NA,NA,NA,6500,NA,130000,20,3800,NA,74000,19.5,NA,NA
"clermont","025","SOUTHWEST",1957,NA,23000,1127000,49,NA,NA,NA,7900,NA,170000,21.5,7500,NA,165000,22,NA,NA
"clermont","025","SOUTHWEST",1958,NA,23600,1015000,43,NA,NA,NA,7000,NA,147000,21,5500,NA,129000,23.5,NA,NA
"clermont","025","SOUTHWEST",1959,NA,25100,1343000,53.5,NA,NA,NA,7400,NA,155000,20.9,4400,NA,73000,16.6,NA,NA
"clermont","025","SOUTHWEST",1960,NA,22600,972000,43,NA,NA,NA,9100,NA,164000,18,6000,NA,168000,28,NA,NA
"clermont","025","SOUTHWEST",1961,NA,15600,842000,54,NA,NA,NA,9600,NA,216000,22.5,5300,NA,122000,23,NA,NA
"clermont","025","SOUTHWEST",1962,NA,16800,958000,57,NA,NA,NA,7200,NA,148000,20.6,3700,NA,92000,24.9,NA,NA
"clermont","025","SOUTHWEST",1963,NA,18400,1159000,63,NA,NA,NA,12100,NA,278000,23,4800,NA,144000,30,NA,NA
"clermont","025","SOUTHWEST",1964,NA,15200,806000,53,NA,NA,NA,17500,NA,315000,18,5300,NA,127000,24,NA,NA
"clermont","025","SOUTHWEST",1965,NA,14000,896000,64,NA,NA,NA,18500,NA,444000,24,5700,NA,148000,26,NA,NA
"clermont","025","SOUTHWEST",1966,NA,14000,924000,66,NA,NA,NA,16800,NA,386400,23,3500,NA,87000,24.9,NA,NA
"clermont","025","SOUTHWEST",1967,NA,13300,918000,69,NA,NA,NA,19400,NA,427000,22,5300,NA,159000,30,NA,NA
"clermont","025","SOUTHWEST",1968,NA,12000,864000,72,NA,NA,NA,20600,NA,536000,26,4200,NA,122000,29,NA,NA
"clermont","025","SOUTHWEST",1969,NA,11900,952000,80,NA,NA,NA,22300,NA,658000,29.5,4000,NA,132000,33,NA,NA
"clermont","025","SOUTHWEST",1970,NA,11500,690000,60,NA,NA,NA,22900,NA,618000,27,3500,NA,109000,31.1,NA,NA
"clermont","025","SOUTHWEST",1971,NA,12800,1024000,80,NA,NA,NA,25100,NA,703000,28,2700,NA,1e+05,37,NA,NA
"clermont","025","SOUTHWEST",1972,13300,12400,955000,77,NA,NA,NA,27600,28200,580000,21,3400,3700,112000,33,NA,NA
"clermont","025","SOUTHWEST",1973,10000,9300,685900,73.8,NA,NA,NA,28300,28500,526800,18.6,2300,2700,58000,25.2,NA,NA
"clermont","025","SOUTHWEST",1974,12500,11800,757600,64.2,NA,NA,NA,23500,23900,533000,22.7,3700,4100,91300,24.7,NA,NA
"clermont","025","SOUTHWEST",1975,10400,9500,750000,78.9,13300,186000,14,26000,27000,792500,30.5,3300,3600,108400,32.8,18900,1300
"clermont","025","SOUTHWEST",1976,13300,12700,1126000,88.7,14300,218000,15.2,33400,33700,943000,28.2,2900,3200,96900,33.4,17000,1400
"clermont","025","SOUTHWEST",1977,14600,14400,1370900,95.2,8800,135000,15.3,34100,34500,1008000,29.6,3200,3200,129000,40.3,16500,2200
"clermont","025","SOUTHWEST",1978,14100,13800,1309000,94.9,12000,207000,17.2,35100,35300,921000,26.2,1000,1100,34000,34,14800,2000
"clermont","025","SOUTHWEST",1979,13100,12800,1115000,87.1,9900,158000,16,42800,42900,1119000,26.1,2100,2300,76400,36.4,11400,1800
"clermont","025","SOUTHWEST",1980,16700,16200,1856000,114.6,12000,175000,14.6,36800,38100,1002000,27.2,2900,3400,110000,37.9,12100,1700
"clermont","025","SOUTHWEST",1981,18300,17500,1515000,86.6,14800,238000,16.1,29900,30500,806000,27,4400,4600,167000,38,12400,1600
"clermont","025","SOUTHWEST",1982,18200,18000,1872000,104,16000,288000,18,31900,32600,858000,26.9,2600,2700,98000,37.7,12600,1700
"clermont","025","SOUTHWEST",1983,10500,9000,594000,66,20000,260000,13,26500,27100,728000,27.5,2700,3300,115000,42.6,12000,1600
"clermont","025","SOUTHWEST",1984,17000,15000,1725000,115,17000,306000,18,27900,28500,959800,34.4,3000,3300,132900,44.3,12000,1900
"clermont","025","SOUTHWEST",1985,18100,17500,2009400,114.8,13400,241400,18,30300,30700,1030200,34,3300,3500,167000,50.6,11000,2150
"clermont","025","SOUTHWEST",1986,17700,17200,1966900,114.4,10400,191000,18.4,33700,34100,1130100,33.5,3700,4100,130000,35.1,10000,2500
"clermont","025","SOUTHWEST",1987,15500,14700,1742200,118.5,9500,160000,16.8,37500,38000,1339000,35.7,1700,1800,88100,51.8,9000,2200
"clermont","025","SOUTHWEST",1988,15500,14000,986700,70.5,13100,138600,10.6,33800,36000,888200,26.3,2300,2500,113000,49.1,9000,2300
"clermont","025","SOUTHWEST",1989,12400,11700,1439100,123,15800,264100,16.7,36400,36600,1069400,29.4,1800,1900,79600,44.2,7500,1150
"clermont","025","SOUTHWEST",1990,13700,13200,1576300,119.4,7700,140900,18.3,27600,27700,991900,35.9,2200,2300,104000,47.3,6500,1100
"clermont","025","SOUTHWEST",1991,15200,14500,1679500,115.8,10200,173900,17,25400,25500,1077800,42.4,2600,3100,108500,41.7,6300,1000
"clermont","025","SOUTHWEST",1992,15900,15300,2285000,149.3,9300,200500,21.6,24300,24400,888600,36.6,2300,2700,86400,37.6,6400,2400
"clermont","025","SOUTHWEST",1993,14900,14100,1669300,118.4,8000,120800,15.1,27200,27800,913800,33.6,2500,2600,112800,45.1,6600,2200
"clermont","025","SOUTHWEST",1994,16500,16100,2294400,142.5,7000,127400,18.2,26700,26800,1053900,39.5,1800,1800,90400,50.2,6500,3100
"clermont","025","SOUTHWEST",1995,14100,13600,1399400,102.9,6400,111300,17.4,27000,27300,991200,36.7,1900,1900,126600,66.6,7100,2900
"clermont","025","SOUTHWEST",1996,13100,12900,1239000,96,6200,102900,16.6,31700,31900,972400,30.7,2200,2300,67900,30.9,7100,4400
"clermont","025","SOUTHWEST",1997,15400,15100,1616900,107.1,7200,121500,16.9,29000,29000,1002200,34.6,1800,2000,79100,43.9,6600,3700
"clermont","025","SOUTHWEST",1998,14500,14100,1554000,110.2,6900,123400,17.9,33800,34000,1368900,40.5,2300,2500,110100,47.9,6500,3200
"clermont","025","SOUTHWEST",1999,16700,14500,1166200,80.4,6300,68600,10.9,37800,39000,1136800,30.1,2200,2200,98400,44.7,6700,3200
"clermont","025","SOUTHWEST",2000,16200,14300,2067400,144.6,7000,105700,15.1,38700,38800,1503800,38.9,3000,3000,123400,41.1,7000,3000
"clermont","025","SOUTHWEST",2001,14200,13900,1510700,108.7,6700,130700,19.5,39000,39200,1599000,41,2400,2500,102600,42.8,7100,2900
"clermont","025","SOUTHWEST",2002,12100,11900,998700,83.9,7000,77000,11,42500,42700,1293400,30.4,2100,2300,106300,50.6,6600,2800
"clermont","025","SOUTHWEST",2003,9100,8900,1127400,126.7,5900,123200,20.9,40900,41400,1377700,33.7,2200,2600,147600,67.1,6500,2700
"clermont","025","SOUTHWEST",2004,13200,12200,2061900,169,5700,110100,19.3,40000,41200,1645900,41.1,3000,3200,153400,51.1,5800,2200
"clermont","025","SOUTHWEST",2005,14800,13600,1909600,140.4,4600,85900,18.7,41100,41300,1656000,40.3,1700,1800,112600,66.2,5900,2100
"clermont","025","SOUTHWEST",2006,11400,10800,1811300,167.7,5000,97700,19.5,44600,45200,1940100,43.5,1600,1900,120700,75.4,5900,2300
"clermont","025","SOUTHWEST",2007,17100,16400,2035200,124.1,6300,102200,16.2,38100,38400,1343000,35.2,1700,2100,82700,48.6,5300,2100
"clermont","025","SOUTHWEST",2008,15100,14600,1710000,117,NA,NA,NA,39000,39300,1169400,30,3000,3200,214900,71.5,5200,200
"clermont","025","SOUTHWEST",2009,12700,12500,2030000,162.4,NA,NA,NA,42100,42200,1294900,31,1950,2000,137500,70.5,5300,200
"clermont","025","SOUTHWEST",2010,13200,12900,1980000,153.5,NA,NA,NA,35900,36000,1470000,40.9,10220,10600,556000,54.4,5300,200
"clermont","025","SOUTHWEST",2011,15400,15100,2460000,162.9,NA,NA,NA,37400,37600,1841000,49.2,7190,7400,416000,57.9,5100,200
"clermont","025","SOUTHWEST",2012,18700,18300,2108000,115.2,NA,NA,NA,34100,34400,1539000,45.1,3270,3700,204000,62.4,5300,200
"clermont","025","SOUTHWEST",2013,20700,20000,3370000,168.5,NA,NA,NA,38200,38300,1627000,42.6,1200,1300,79000,65.8,5100,200
"clermont","025","SOUTHWEST",2014,16000,15600,2800000,179.5,NA,NA,NA,39200,39300,1985000,50.6,3590,4300,275000,76.6,5000,200
"clermont","025","SOUTHWEST",2015,14500,14000,2450000,175,NA,NA,NA,40900,41000,1907000,46.6,1950,2000,146000,74.9,4800,NA
"clermont","025","SOUTHWEST",2016,14400,13900,2260000,162.6,NA,NA,NA,39900,40100,1958000,49.1,7500,7600,588000,78.4,4800,NA
"clermont","025","SOUTHWEST",2017,12000,11500,2080000,180.9,NA,NA,NA,44900,45000,2260000,50.3,1170,1300,85300,72.9,4800,NA
"clermont","025","SOUTHWEST",2018,12000,11600,2262000,195,NA,NA,NA,40400,40500,2105000,52.1,1600,1800,93000,58.1,4900,NA
"clermont","025","SOUTHWEST",2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4900,NA
"clinton","027","SOUTHWEST",1918,NA,89500,3471000,38.8,NA,NA,NA,NA,NA,NA,NA,53600,NA,1102000,20.6,NA,NA
"clinton","027","SOUTHWEST",1919,NA,64700,2989000,46.2,NA,NA,NA,NA,NA,NA,NA,52800,NA,1034000,19.6,NA,NA
"clinton","027","SOUTHWEST",1920,NA,72000,3050000,42.4,NA,NA,NA,NA,NA,NA,NA,45700,NA,714000,15.6,NA,NA
"clinton","027","SOUTHWEST",1921,NA,68000,2556000,37.6,NA,NA,NA,NA,NA,NA,NA,40300,NA,529000,13.1,NA,NA
"clinton","027","SOUTHWEST",1922,NA,59000,2576000,43.7,NA,NA,NA,NA,NA,NA,NA,36800,NA,541000,14.7,NA,NA
"clinton","027","SOUTHWEST",1923,NA,65000,2857000,44,NA,NA,NA,NA,NA,NA,NA,36900,NA,732000,19.8,NA,NA
"clinton","027","SOUTHWEST",1924,NA,61000,2065000,33.9,NA,NA,NA,NA,NA,NA,NA,7100,NA,150000,21.1,NA,NA
"clinton","027","SOUTHWEST",1927,NA,65000,2379000,36.6,NA,NA,NA,NA,NA,NA,NA,31400,NA,471000,15,NA,NA
"clinton","027","SOUTHWEST",1928,NA,69100,2414000,34.9,NA,NA,NA,NA,NA,NA,NA,10900,NA,95000,8.7,NA,NA
"clinton","027","SOUTHWEST",1929,NA,60000,2039000,34,NA,NA,NA,NA,NA,NA,NA,26600,NA,491000,18.5,NA,NA
"clinton","027","SOUTHWEST",1930,NA,62100,1770000,28.5,NA,NA,NA,NA,NA,NA,NA,33000,NA,581000,17.6,NA,NA
"clinton","027","SOUTHWEST",1931,NA,69400,3413000,49.2,NA,NA,NA,NA,NA,NA,NA,40000,NA,1128000,28.2,NA,NA
"clinton","027","SOUTHWEST",1932,NA,66000,2668000,40.4,NA,NA,NA,NA,NA,NA,NA,37600,NA,667000,17.7,NA,NA
"clinton","027","SOUTHWEST",1933,NA,69700,2647000,38,NA,NA,NA,NA,NA,NA,NA,41600,NA,670000,16.1,NA,NA
"clinton","027","SOUTHWEST",1934,NA,55200,2092000,37.9,NA,NA,NA,NA,NA,NA,NA,36500,NA,728000,19.9,NA,NA
