id,soil_series,texture,slope,erosion,drainage,prod_index,indx,cropland,woodland,year
ROMEO0-2SW,ROMEO,,0-2,S,W,50,indx_59,350,230,2017
ROMEO2-6SW,ROMEO,,2-6,S,W,50,indx_59,350,230,2017
ROMEOSIL0-10SW,ROMEO,SIL,0-10,S,W,33,indx_49,350,230,2017
ROMEOSIL0-6SW,ROMEO,SIL,0-6,S,W,33,indx_49,350,230,2017
ROMEOSIL6-18SW,ROMEO,SIL,6-18,S,W,30,indx_49,350,230,2017
ROSELMSL0-2SSWP,ROSELMS,L,0-2,S,SWP,59,indx_59,350,230,2017
ROSELMSL0-3SSWP,ROSELMS,L,0-3,S,SWP,59,indx_59,350,230,2017
ROSELMSL2-6SSWP,ROSELMS,L,2-6,S,SWP,56,indx_59,350,230,2017
ROSELMSSIC0-2SSWP,ROSELMS,SIC,0-2,S,SWP,54,indx_59,350,230,2017
ROSELMSSIC0-3SSWP,ROSELMS,SIC,0-3,S,SWP,54,indx_59,350,230,2017
ROSELMSSIC2-6MSWP,ROSELMS,SIC,2-6,M,SWP,49,indx_49,350,230,2017
ROSELMSSIC2-6SSWP,ROSELMS,SIC,2-6,S,SWP,52,indx_59,350,230,2017
ROSELMSSICL0-2SSWP,ROSELMS,SICL,0-2,S,SWP,56,indx_59,350,230,2017
ROSELMSSICL2-6SSWP,ROSELMS,SICL,2-6,S,SWP,54,indx_59,350,230,2017
ROSELMSSIL0-2SSWP,ROSELMS,SIL,0-2,S,SWP,59,indx_59,350,230,2017
ROSELMSSIL2-6SSWP,ROSELMS,SIL,2-6,S,SWP,56,indx_59,350,230,2017
"ROSSBURG,FF-PHSIL0-2SW","ROSSBURG,FF-PH",SIL,0-2,S,W,82,indx_89,2700,1700,2017
"ROSSBURG,MOD.WET,S-SUBST,OF-PHSIL0-1SW","ROSSBURG,MOD.WET,S-SUBST,OF-PH",SIL,0-1,S,W,84,indx_89,2820,1820,2017
"ROSSBURG,OF-PHSICL0-2SW","ROSSBURG,OF-PH",SICL,0-2,S,W,87,indx_89,2590,1590,2017
"ROSSBURG,OF-PHSIL0-2SW","ROSSBURG,OF-PH",SIL,0-2,S,W,86,indx_89,2910,1910,2017
"ROSSBURG,RF-PHSIL0-2SW","ROSSBURG,RF-PH",SIL,0-2,S,W,90,indx_99,2930,1930,2017
"ROSSBURG-SLOAN,C,OF-PH0-2SW","ROSSBURG-SLOAN,C,OF-PH",,0-2,S,W,83,indx_89,2760,1760,2017
"ROSS,FF-PHSIL0-1SW","ROSS,FF-PH",SIL,0-1,S,W,89,indx_89,2830,1830,2017
ROSSL0-2SW,ROSS,L,0-2,S,W,92,indx_99,3010,2010,2017
"ROSSMOYNE-BONNELL,C6-12SEMW","ROSSMOYNE-BONNELL,C",,6-12,SE,MW,50,indx_59,350,230,2017
"ROSSMOYNE-CANA,C2-6SMW","ROSSMOYNE-CANA,C",,2-6,S,MW,74,indx_79,1460,460,2017
"ROSSMOYNE-CANA,C6-12MMW","ROSSMOYNE-CANA,C",,6-12,M,MW,66,indx_69,870,230,2017
ROSSMOYNESICL2-6SEMW,ROSSMOYNE,SICL,2-6,SE,MW,61,indx_69,460,230,2017
ROSSMOYNESICL6-12SEMW,ROSSMOYNE,SICL,6-12,SE,MW,58,indx_59,350,230,2017
ROSSMOYNESIL0-2SMW,ROSSMOYNE,SIL,0-2,S,MW,78,indx_79,1850,850,2017
ROSSMOYNESIL0-3SMW,ROSSMOYNE,SIL,0-3,S,MW,78,indx_79,1850,850,2017
ROSSMOYNESIL12-18MMW,ROSSMOYNE,SIL,12-18,M,MW,63,indx_69,590,230,2017
ROSSMOYNESIL1-6SMW,ROSSMOYNE,SIL,1-6,S,MW,76,indx_79,1720,720,2017
ROSSMOYNESIL2-6MMW,ROSSMOYNE,SIL,2-6,M,MW,72,indx_79,1340,340,2017
ROSSMOYNESIL2-6SMW,ROSSMOYNE,SIL,2-6,S,MW,75,indx_79,1550,550,2017
ROSSMOYNESIL3-8MMW,ROSSMOYNE,SIL,3-8,M,MW,71,indx_79,1340,340,2017
ROSSMOYNESIL6-12MMW,ROSSMOYNE,SIL,6-12,M,MW,66,indx_69,760,230,2017
ROSSMOYNESIL6-15MMW,ROSSMOYNE,SIL,6-15,M,MW,63,indx_69,590,230,2017
ROSSMOYNESIL8-15MMW,ROSSMOYNE,SIL,8-15,M,MW,63,indx_69,590,230,2017
ROSSMOYNESOILS6-12SEMW,ROSSMOYNE,SOILS,6-12,SE,MW,58,indx_59,350,230,2017
"ROSS,OF-PHL0-1SW","ROSS,OF-PH",L,0-1,S,W,92,indx_99,3010,2010,2017
"ROSS,OF-PHL0-2SW","ROSS,OF-PH",L,0-2,S,W,92,indx_99,3010,2010,2017
"ROSS,OF-PHSIL0-2SW","ROSS,OF-PH",SIL,0-2,S,W,92,indx_99,3010,2010,2017
"ROSS,OV-PH,FF-PHSIL0-2SW","ROSS,OV-PH,FF-PH",SIL,0-2,S,W,89,indx_89,2630,1630,2017
"ROSS,RF-PHL0-2SW","ROSS,RF-PH",L,0-2,S,W,92,indx_99,3010,2010,2017
"ROSS,RF-PHSICL0-2SW","ROSS,RF-PH",SICL,0-2,S,W,89,indx_89,2850,1850,2017
ROSSSIL0-2SW,ROSS,SIL,0-2,S,W,92,indx_99,3010,2010,2017
"ROSS,V,SHALLOWSIL0-2SW","ROSS,V,SHALLOW",SIL,0-2,S,W,47,indx_49,350,230,2017
"ROUNDHEAD,L-SUBSTMUCK0-1SVP","ROUNDHEAD,L-SUBST",MUCK,0-1,S,VP,86,indx_89,2560,760,2017
ROUNDHEADMUCK0-2SVP,ROUNDHEAD,MUCK,0-2,S,VP,86,indx_89,2560,760,2017
RUSHSIL0-2SW,RUSH,SIL,0-2,S,W,80,indx_89,2580,1580,2017
RUSHSIL0-3SW,RUSH,SIL,0-3,S,W,80,indx_89,2580,1580,2017
RUSHSIL2-6SW,RUSH,SIL,2-6,S,W,77,indx_79,2330,1330,2017
"RUSSELL-MIAMIAN,BR-SUBSTSIL2-6MW","RUSSELL-MIAMIAN,BR-SUBST",SIL,2-6,M,W,68,indx_69,1390,390,2017
"RUSSELL-MIAMIAN,BR-SUBSTSIL2-6SW","RUSSELL-MIAMIAN,BR-SUBST",SIL,2-6,S,W,71,indx_79,1590,590,2017
RUSSELL-MIAMIANSIL0-2SW,RUSSELL-MIAMIAN,SIL,0-2,S,W,74,indx_79,1720,720,2017
RUSSELL-MIAMIANSIL12-18MW,RUSSELL-MIAMIAN,SIL,12-18,M,W,49,indx_49,350,230,2017
RUSSELL-MIAMIANSIL2-6MW,RUSSELL-MIAMIAN,SIL,2-6,M,W,68,indx_69,1390,390,2017
RUSSELL-MIAMIANSIL2-6SW,RUSSELL-MIAMIAN,SIL,2-6,S,W,71,indx_79,1590,590,2017
RUSSELL-MIAMIANSIL6-12MW,RUSSELL-MIAMIAN,SIL,6-12,M,W,58,indx_59,440,230,2017
RUSSELLSIL0-2SW,RUSSELL,SIL,0-2,S,W,82,indx_89,2020,1020,2017
RUSSELLSIL12-18MW,RUSSELL,SIL,12-18,M,W,65,indx_69,820,230,2017
RUSSELLSIL12-18SW,RUSSELL,SIL,12-18,S,W,69,indx_69,1140,230,2017
RUSSELLSIL18-25MW,RUSSELL,SIL,18-25,M,W,53,indx_59,350,230,2017
RUSSELLSIL18-25SW,RUSSELL,SIL,18-25,S,W,62,indx_69,350,230,2017
RUSSELLSIL2-6MW,RUSSELL,SIL,2-6,M,W,74,indx_79,1520,520,2017
RUSSELLSIL2-6SW,RUSSELL,SIL,2-6,S,W,79,indx_79,1800,800,2017
RUSSELLSIL3-8MW,RUSSELL,SIL,3-8,M,W,74,indx_79,1450,450,2017
RUSSELLSIL6-12MW,RUSSELL,SIL,6-12,M,W,68,indx_69,1e3,230,2017
RUSSELLSIL6-12SW,RUSSELL,SIL,6-12,S,W,71,indx_79,1280,280,2017
RUSSELLSOILS12-18SEW,RUSSELL,SOILS,12-18,SE,W,42,indx_49,350,230,2017
RUSSELLSOILS18-25SEW,RUSSELL,SOILS,18-25,SE,W,0,indx_49,350,230,2017
RUSSELLSOILS2-6SEW,RUSSELL,SOILS,2-6,SE,W,45,indx_49,350,230,2017
RUSSELLSOILS6-12SEW,RUSSELL,SOILS,6-12,SE,W,44,indx_49,350,230,2017
RUSSELL-XENIASIL2-6MW,RUSSELL-XENIA,SIL,2-6,M,W,73,indx_79,1480,480,2017
SANDUSKYGR-COSL0-2SVP,SANDUSKY,GR-COSL,0-2,S,VP,77,indx_79,1940,230,2017
SANDUSKYL0-1SVP,SANDUSKY,L,0-1,S,VP,77,indx_79,1940,230,2017
SANDUSKYL0-2SVP,SANDUSKY,L,0-2,S,VP,77,indx_79,1940,230,2017
"SARAHSVILLE,FF-PHSIC0-2SSWP","SARAHSVILLE,FF-PH",SIC,0-2,S,SWP,56,indx_59,400,230,2017
"SARAHSVILLE,FF-PHSICL0-2SSWP","SARAHSVILLE,FF-PH",SICL,0-2,S,SWP,57,indx_59,580,230,2017
"SARANAC,FF-PHSIC0-2SVP","SARANAC,FF-PH",SIC,0-2,S,VP,72,indx_79,1560,230,2017
"SARANAC,FF-PHSICL0-2SVP","SARANAC,FF-PH",SICL,0-2,S,VP,69,indx_69,1190,230,2017
"SARANAC,OF-PHSICL0-2SVP","SARANAC,OF-PH",SICL,0-2,S,VP,78,indx_79,2040,240,2017
"SARANAC,RF-PHSICL0-1SVP","SARANAC,RF-PH",SICL,0-1,S,VP,84,indx_89,2520,720,2017
"SARANAC,T-SUBST,FF-PHSICL0-1SVP","SARANAC,T-SUBST,FF-PH",SICL,0-1,S,VP,69,indx_69,1190,230,2017
SARDINIASIL0-2SMW,SARDINIA,SIL,0-2,S,MW,72,indx_79,1700,700,2017
SARDINIASIL1-6SMW,SARDINIA,SIL,1-6,S,MW,69,indx_69,1410,410,2017
SARDINIASIL1-8SMW,SARDINIA,SIL,1-8,S,MW,69,indx_69,1410,410,2017
SARDINIASIL2-6MMW,SARDINIA,SIL,2-6,M,MW,67,indx_69,1240,240,2017
SARDINIASIL2-6SMW,SARDINIA,SIL,2-6,S,MW,69,indx_69,1410,410,2017
SARDINIASIL6-12MMW,SARDINIA,SIL,6-12,M,MW,64,indx_69,940,230,2017
SAVONASIL0-2SSWP,SAVONA,SIL,0-2,S,SWP,78,indx_79,2710,910,2017
SAYLESVILLESICL6-12MW,SAYLESVILLE,SICL,6-12,M,W,62,indx_69,410,230,2017
SCHAFFENAKERLS12-18SW,SCHAFFENAKER,LS,12-18,S,W,13,indx_49,350,230,2017
SCHAFFENAKERLS12-25SW,SCHAFFENAKER,LS,12-25,S,W,13,indx_49,350,230,2017
SCHAFFENAKERLS2-12SW,SCHAFFENAKER,LS,2-12,S,W,22,indx_49,350,230,2017
"SCIOTO,RF-PHSIL0-2SW","SCIOTO,RF-PH",SIL,0-2,S,W,70,indx_79,880,230,2017
SCIOTOSICL6-12MW,SCIOTO,SICL,6-12,M,W,57,indx_59,350,230,2017
SCIOTOSIL0-2SW,SCIOTO,SIL,0-2,S,W,70,indx_79,880,230,2017
SCIOTOSIL2-6SW,SCIOTO,SIL,2-6,S,W,67,indx_69,590,230,2017
SCIOTOVILLESIL0-2SMW,SCIOTOVILLE,SIL,0-2,S,MW,78,indx_79,1770,770,2017
SCIOTOVILLESIL0-4SMW,SCIOTOVILLE,SIL,0-4,S,MW,76,indx_79,1670,670,2017
SCIOTOVILLESIL1-6SMW,SCIOTOVILLE,SIL,1-6,S,MW,75,indx_79,1490,490,2017
SCIOTOVILLESIL1-8SMW,SCIOTOVILLE,SIL,1-8,S,MW,75,indx_79,1490,490,2017
"SEBRING,RF-PHSIL0-2SP","SEBRING,RF-PH",SIL,0-2,S,P,58,indx_59,680,230,2017
SEBRINGSICL0-2SP,SEBRING,SICL,0-2,S,P,56,indx_59,550,230,2017
SEBRINGSIL0-2SP,SEBRING,SIL,0-2,S,P,58,indx_59,680,230,2017
"SEBRING,SS-SUBSTSIL0-2SP","SEBRING,SS-SUBST",SIL,0-2,S,P,58,indx_59,680,230,2017
"SEBRING,T-SUBSTSIL0-2SP","SEBRING,T-SUBST",SIL,0-2,S,P,58,indx_59,680,230,2017
"SEBRING,V,DARK SURFACESIL0-2SP","SEBRING,V,DARK SURFACE",SIL,0-2,S,P,58,indx_59,680,230,2017
"SECONDCREEK,OV-PHSIL0-1SVP","SECONDCREEK,OV-PH",SIL,0-1,S,VP,76,indx_79,2180,380,2017
SECONDCREEKSICL0-1SVP,SECONDCREEK,SICL,0-1,S,VP,79,indx_79,2340,540,2017
SEESSICL12-18MMW,SEES,SICL,12-18,M,MW,61,indx_69,830,230,2017
SEESSICL2-6SMW,SEES,SICL,2-6,S,MW,70,indx_79,1630,630,2017
SEESSICL4-12MMW,SEES,SICL,4-12,M,MW,66,indx_69,1270,270,2017
SEES-WOOLPERSIL12-18SMW,SEES-WOOLPER,SIL,12-18,S,MW,50,indx_59,350,230,2017
SENECAVILLESIL0-2SMW,SENECAVILLE,SIL,0-2,S,MW,75,indx_79,1330,330,2017
"SEWARD,DEEP-PHLFS0-5SMW","SEWARD,DEEP-PH",LFS,0-5,S,MW,61,indx_69,560,230,2017
SEWARDFSL2-6SMW,SEWARD,FSL,2-6,S,MW,61,indx_69,580,230,2017
SEWARDLFS0-2SMW,SEWARD,LFS,0-2,S,MW,62,indx_69,750,230,2017
SEWARDLFS12-18SMW,SEWARD,LFS,12-18,S,MW,54,indx_59,350,230,2017
SEWARDLFS1-6SMW,SEWARD,LFS,1-6,S,MW,61,indx_69,550,230,2017
SEWARDLFS2-6SMW,SEWARD,LFS,2-6,S,MW,60,indx_69,520,230,2017
SEWARDLFS6-12SMW,SEWARD,LFS,6-12,S,MW,57,indx_59,350,230,2017
"SEWARD-OTTOKEE,OVER CLAYLFS0-2SMW","SEWARD-OTTOKEE,OVER CLAY",LFS,0-2,S,MW,62,indx_69,750,230,2017
"SEWARD-OTTOKEE,OVER CLAYLFS2-6SMW","SEWARD-OTTOKEE,OVER CLAY",LFS,2-6,S,MW,60,indx_69,520,230,2017
"SEWARD-OTTOKEE,T-SUBSTLFS0-2SMW","SEWARD-OTTOKEE,T-SUBST",LFS,0-2,S,MW,62,indx_69,750,230,2017
"SEWARD-OTTOKEE,T-SUBSTLFS2-6SMW","SEWARD-OTTOKEE,T-SUBST",LFS,2-6,S,MW,60,indx_69,520,230,2017
"SEWARD,ST-SUBSTLFS2-6SMW","SEWARD,ST-SUBST",LFS,2-6,S,MW,60,indx_69,520,230,2017
"SEWARD,ST-SUBSTLFS6-12SMW","SEWARD,ST-SUBST",LFS,6-12,S,MW,57,indx_59,350,230,2017
SHAWTOWNL0-2SW,SHAWTOWN,L,0-2,S,W,67,indx_69,660,230,2017
SHAWTOWNL2-6SW,SHAWTOWN,L,2-6,S,W,64,indx_69,510,230,2017
SHEFFIELDSIL0-2SP,SHEFFIELD,SIL,0-2,S,P,56,indx_59,460,230,2017
"SHEFFIELD,STRAT-SUBSTSIL0-2SP","SHEFFIELD,STRAT-SUBST",SIL,0-2,S,P,56,indx_59,460,230,2017
"SHELOCTA-CRUZE,C15-25SW","SHELOCTA-CRUZE,C",,15-25,S,W,50,indx_59,350,230,2017
SHELOCTA-CRUZESIL15-25SW,SHELOCTA-CRUZE,SIL,15-25,S,W,50,indx_59,350,230,2017
"SHELOCTA-MUSE,AS,HILLY15-25SW","SHELOCTA-MUSE,AS,HILLY",,15-25,S,W,49,indx_49,350,230,2017
"SHELOCTA-MUSE,C15-25SW","SHELOCTA-MUSE,C",,15-25,S,W,50,indx_59,350,230,2017
SHELOCTASIL12-20SW,SHELOCTA,SIL,12-20,S,W,56,indx_59,350,230,2017
SHELOCTASIL15-25SW,SHELOCTA,SIL,15-25,S,W,56,indx_59,350,230,2017
SHELOCTASIL1-6SW,SHELOCTA,SIL,1-6,S,W,67,indx_69,1200,230,2017
SHELOCTASIL2-6SW,SHELOCTA,SIL,2-6,S,W,67,indx_69,1200,230,2017
SHELOCTASIL3-8SW,SHELOCTA,SIL,3-8,S,W,67,indx_69,1200,230,2017
SHELOCTASIL6-15SW,SHELOCTA,SIL,6-15,S,W,64,indx_69,620,230,2017
SHELOCTASIL8-15SW,SHELOCTA,SIL,8-15,S,W,64,indx_69,620,230,2017
SHINROCKCL6-12MMW,SHINROCK,CL,6-12,M,MW,66,indx_69,870,230,2017
SHINROCKL0-2SMW,SHINROCK,L,0-2,S,MW,78,indx_79,1770,770,2017
"SHINROCK-MARTINSVILLE,C12-18MMW","SHINROCK-MARTINSVILLE,C",,12-18,M,MW,57,indx_59,350,230,2017
"SHINROCK-MARTINSVILLE,C6-12MMW","SHINROCK-MARTINSVILLE,C",,6-12,M,MW,66,indx_69,1580,580,2017
SHINROCKSICL12-18MMW,SHINROCK,SICL,12-18,M,MW,61,indx_69,440,230,2017
SHINROCKSICL2-6MMW,SHINROCK,SICL,2-6,M,MW,70,indx_79,1170,230,2017
SHINROCKSICL6-12MMW,SHINROCK,SICL,6-12,M,MW,66,indx_69,870,230,2017
SHINROCKSICL8-20SEMW,SHINROCK,SICL,8-20,SE,MW,47,indx_49,350,230,2017
SHINROCKSIL0-2SMW,SHINROCK,SIL,0-2,S,MW,78,indx_79,1770,770,2017
SHINROCKSIL12-18MMW,SHINROCK,SIL,12-18,M,MW,63,indx_69,550,230,2017
SHINROCKSIL2-6MMW,SHINROCK,SIL,2-6,M,MW,72,indx_79,1310,310,2017
SHINROCKSIL2-6SMW,SHINROCK,SIL,2-6,S,MW,77,indx_79,1530,530,2017
SHINROCKSIL6-12MMW,SHINROCK,SIL,6-12,M,MW,68,indx_69,1020,230,2017
SHINROCKSIL6-12SMW,SHINROCK,SIL,6-12,S,MW,72,indx_79,1310,310,2017
SHINROCKSOILS18-25SMW,SHINROCK,SOILS,18-25,S,MW,50,indx_59,350,230,2017
"SHINROCK,T-SUB-GLYNWOOD,C1-4SMW","SHINROCK,T-SUB-GLYNWOOD,C",,1-4,S,MW,74,indx_79,1400,400,2017
"SHINROCK-TUSCOLA,C3-8MMW","SHINROCK-TUSCOLA,C",,3-8,M,MW,63,indx_69,630,230,2017
"SHINROCK,V,S-SUBSLSIL0-2SMW","SHINROCK,V,S-SUBSL",SIL,0-2,S,MW,78,indx_79,1770,770,2017
"SHOALS,FF-PHL0-2SSWP","SHOALS,FF-PH",L,0-2,S,SWP,68,indx_69,1330,230,2017
"SHOALS,FF-PHSICL0-2SSWP","SHOALS,FF-PH",SICL,0-2,S,SWP,66,indx_69,1190,230,2017
"SHOALS,FF-PHSIL0-2SSWP","SHOALS,FF-PH",SIL,0-2,S,SWP,68,indx_69,1330,230,2017
SHOALSL0-2SSWP,SHOALS,L,0-2,S,SWP,76,indx_79,2010,230,2017
"SHOALS,OF-PHL0-2SSWP","SHOALS,OF-PH",L,0-2,S,SWP,76,indx_79,2010,230,2017
"SHOALS,OF-PHSIL0-1SSWP","SHOALS,OF-PH",SIL,0-1,S,SWP,76,indx_79,2010,230,2017
"SHOALS,OF-PHSIL0-2SSWP","SHOALS,OF-PH",SIL,0-2,S,SWP,76,indx_79,2010,230,2017
"SHOALS,RF-PHSIL0-2SSWP","SHOALS,RF-PH",SIL,0-2,S,SWP,77,indx_79,2560,760,2017
SHOALSSICL0-2SSWP,SHOALS,SICL,0-2,S,SWP,75,indx_79,1860,230,2017
SHOALSSIL0-2SSWP,SHOALS,SIL,0-2,S,SWP,76,indx_79,2010,230,2017
"SHOALS-SLOAN,C,MOD TO LM,FF-PH0-2SSWP","SHOALS-SLOAN,C,MOD TO LM,FF-PH",,0-2,S,SWP,0,indx_49,350,230,2017
"SHOALS-SLOAN,OVER LMSOILS0-2SSWP","SHOALS-SLOAN,OVER LM",SOILS,0-2,S,SWP,71,indx_79,1790,230,2017
"SHOALS,T-SUBST,OF-PHSIL0-1SSWP","SHOALS,T-SUBST,OF-PH",SIL,0-1,S,SWP,76,indx_79,2010,230,2017
"SHOALS,V,CO-SUBSLL0-2SSWP","SHOALS,V,CO-SUBSL",L,0-2,S,SWP,62,indx_69,360,230,2017
"SHOALS,V,MOD.SHALLOWSIL0-2SSWP","SHOALS,V,MOD.SHALLOW",SIL,0-2,S,SWP,53,indx_59,350,230,2017
"SHOALS,V,T-SUBSTSIL0-2SSWP","SHOALS,V,T-SUBST",SIL,0-2,S,SWP,74,indx_79,2010,230,2017
SISSONFSL2-6SW,SISSON,FSL,2-6,S,W,74,indx_79,1300,300,2017
SISSONFSL6-12MW,SISSON,FSL,6-12,M,W,68,indx_69,840,230,2017
SISSONL12-18SW,SISSON,L,12-18,S,W,67,indx_69,810,230,2017
SISSONL2-6SW,SISSON,L,2-6,S,W,80,indx_89,1750,750,2017
SISSONL6-12SW,SISSON,L,6-12,S,W,73,indx_79,1290,290,2017
SISSONLFS2-6SW,SISSON,LFS,2-6,S,W,72,indx_79,1100,230,2017
SISSONSIL12-18MW,SISSON,SIL,12-18,M,W,64,indx_69,570,230,2017
SISSONSIL12-18SEW,SISSON,SIL,12-18,SE,W,42,indx_49,350,230,2017
SISSONSIL18-25MW,SISSON,SIL,18-25,M,W,50,indx_59,350,230,2017
SISSONSIL2-6SW,SISSON,SIL,2-6,S,W,80,indx_89,1750,750,2017
SISSONSIL6-12MW,SISSON,SIL,6-12,M,W,71,indx_79,1040,230,2017
"SKIDMORE,0F-PHCB-SIL0-2SW","SKIDMORE,0F-PH",CB-SIL,0-2,S,W,49,indx_49,350,230,2017
"SKIDMORE,0F-PHGR-L0-2SW","SKIDMORE,0F-PH",GR-L,0-2,S,W,52,indx_59,350,230,2017
"SKIDMORE,FF-PHGR-L0-2SW","SKIDMORE,FF-PH",GR-L,0-2,S,W,52,indx_59,350,230,2017
"SKIDMORE,OF-PHCN-SIL2-6SW","SKIDMORE,OF-PH",CN-SIL,2-6,S,W,52,indx_59,350,230,2017
"SKIDMORE,OF-PHSIL0-2SW","SKIDMORE,OF-PH",SIL,0-2,S,W,54,indx_59,350,230,2017
"SKIDMORE,VGR-L0-3SW","SKIDMORE,V",GR-L,0-3,S,W,61,indx_69,950,230,2017
"SKIDMORE,VGR-L3-8SW","SKIDMORE,V",GR-L,3-8,S,W,57,indx_59,650,230,2017
SLEETHL0-3SSWP,SLEETH,L,0-3,S,SWP,74,indx_79,2240,440,2017
"SLEETH,L-SUBSTSIL0-3SSWP","SLEETH,L-SUBST",SIL,0-3,S,SWP,74,indx_79,2240,440,2017
"SLEETH,M-SUBSTSIL0-2SSWP","SLEETH,M-SUBST",SIL,0-2,S,SWP,74,indx_79,2240,440,2017
"SLEETH,M-SUBSTSIL2-6SSWP","SLEETH,M-SUBST",SIL,2-6,S,SWP,71,indx_79,1830,230,2017
SLEETHSIL0-2SSWP,SLEETH,SIL,0-2,S,SWP,74,indx_79,2240,440,2017
SLEETHSIL0-3SSWP,SLEETH,SIL,0-3,S,SWP,74,indx_79,2240,440,2017
SLEETHSIL2-6SSWP,SLEETH,SIL,2-6,S,SWP,71,indx_79,1830,230,2017
"SLIGO,OF-PHSIL0-1SMW","SLIGO,OF-PH",SIL,0-1,S,MW,71,indx_79,1730,730,2017
"SLOAN,FF-PHSICL0-1SVP","SLOAN,FF-PH",SICL,0-1,S,VP,78,indx_79,2120,320,2017
"SLOAN,FF-PHSICL0-2SVP","SLOAN,FF-PH",SICL,0-2,S,VP,78,indx_79,2120,320,2017
"SLOAN,FF-PHSIL0-1SVP","SLOAN,FF-PH",SIL,0-1,S,VP,80,indx_89,2260,460,2017
"SLOAN,FF-PHSIL0-2SVP","SLOAN,FF-PH",SIL,0-2,S,VP,80,indx_89,2260,460,2017
SLOANL0-2SVP,SLOAN,L,0-2,S,VP,80,indx_89,2260,460,2017
"SLOAN,LM-SUBST,OF-PHSICL0-1SVP","SLOAN,LM-SUBST,OF-PH",SICL,0-1,S,VP,79,indx_79,2440,640,2017
"SLOAN,OF-PHL0-1SVP","SLOAN,OF-PH",L,0-1,S,VP,80,indx_89,2570,770,2017
"SLOAN,OF-PHL0-2SVP","SLOAN,OF-PH",L,0-2,S,VP,80,indx_89,2570,770,2017
"SLOAN,OF-PHSICL0-1SVP","SLOAN,OF-PH",SICL,0-1,S,VP,79,indx_79,2440,640,2017
"SLOAN,OF-PHSICL0-2SVP","SLOAN,OF-PH",SICL,0-2,S,VP,79,indx_79,2440,640,2017
"SLOAN,OF-PHSIL0-2SVP","SLOAN,OF-PH",SIL,0-2,S,VP,80,indx_89,2570,770,2017
"SLOAN,OVER LMSICL0-2SVP","SLOAN,OVER LM",SICL,0-2,S,VP,75,indx_79,1830,230,2017
"SLOAN,OV-PHSIL0-2SVP","SLOAN,OV-PH",SIL,0-2,S,VP,80,indx_89,2260,460,2017
SLOANSICL0-2SVP,SLOAN,SICL,0-2,S,VP,78,indx_79,2120,320,2017
SLOANSIL0-2SVP,SLOAN,SIL,0-2,S,VP,80,indx_89,2260,460,2017
"SLOAN,S-SUBST,OF-PHSICL0-2SVP","SLOAN,S-SUBST,OF-PH",SICL,0-2,S,VP,71,indx_79,1890,230,2017
"SLOAN,S-SUBST,OF-PHSIL0-1SVP","SLOAN,S-SUBST,OF-PH",SIL,0-1,S,VP,80,indx_89,2030,230,2017
"SLOAN,S-SUBST,OF-PHSIL0-2SVP","SLOAN,S-SUBST,OF-PH",SIL,0-2,S,VP,80,indx_89,2570,770,2017
"SLOAN,T-SUBST,FF-PHSICL0-1SVP","SLOAN,T-SUBST,FF-PH",SICL,0-1,S,VP,78,indx_79,2120,320,2017
"SLOAN,T-SUBST,OF-PHSICL0-2SVP","SLOAN,T-SUBST,OF-PH",SICL,0-2,S,VP,79,indx_79,2440,640,2017
"SLOAN,T-SUBST,OF-PHSIL0-2SVP","SLOAN,T-SUBST,OF-PH",SIL,0-2,S,VP,80,indx_89,2570,770,2017
"SLOAN,V,GRAV-SUBSLSIL0-2SVP","SLOAN,V,GRAV-SUBSL",SIL,0-2,S,VP,65,indx_69,1590,230,2017
SMOTHERSSIL0-2SSWP,SMOTHERS,SIL,0-2,S,SWP,70,indx_79,1390,230,2017
SMOTHERSSIL2-4SSWP,SMOTHERS,SIL,2-4,S,SWP,68,indx_69,1250,230,2017
SPARGUSCN-SIL2-6SW,SPARGUS,CN-SIL,2-6,S,W,67,indx_69,1200,230,2017
SPARTALFS0-3SE,SPARTA,LFS,0-3,S,E,46,indx_49,350,230,2017
SPARTALS0-6SE,SPARTA,LS,0-6,S,E,45,indx_49,350,230,2017
SPINKSFS12-18SW,SPINKS,FS,12-18,S,W,47,indx_49,350,230,2017
SPINKSFS1-6SW,SPINKS,FS,1-6,S,W,55,indx_59,350,230,2017
SPINKSFS2-6SW,SPINKS,FS,2-6,S,W,55,indx_59,350,230,2017
SPINKSFS6-12SW,SPINKS,FS,6-12,S,W,52,indx_59,350,230,2017
SPINKSFS6-18SW,SPINKS,FS,6-18,S,W,50,indx_59,350,230,2017
SPINKSLFS0-6SW,SPINKS,LFS,0-6,S,W,55,indx_59,350,230,2017
SPINKSLFS12-18SW,SPINKS,LFS,12-18,S,W,47,indx_49,350,230,2017
SPINKSLFS2-6SW,SPINKS,LFS,2-6,S,W,55,indx_59,350,230,2017
SPINKSLFS6-12SW,SPINKS,LFS,6-12,S,W,52,indx_59,350,230,2017
SPINKSLS2-6SW,SPINKS,LS,2-6,S,W,55,indx_59,350,230,2017
STAFFORDFSL0-2SSWP,STAFFORD,FSL,0-2,S,SWP,67,indx_69,760,230,2017
STAFFORDLFS0-2SSWP,STAFFORD,LFS,0-2,S,SWP,65,indx_69,570,230,2017
"STAFFORD,VSL0-2SSWP","STAFFORD,V",SL,0-2,S,SWP,67,indx_69,760,230,2017
